date,Ticker,Timeframe,Close,Open,High,Low,Volume,aVWAP_peak_876,aVWAP_peak_849,aVWAP_peak_786,aVWAP_valley_868,aVWAP_valley_840,aVWAP_valley_827,aVWAP_valley_780,aVWAP_valley_763,aVWAP_valley_691,aVWAP_valley_656,aVWAP_valley_641,aVWAP_valley_623,aVWAP_valley_587,aVWAP_valley_515,aVWAP_valley_454,aVWAP_valley_426,aVWAP_valley_371,aVWAP_valley_335,aVWAP_OB_bull_691,aVWAP_OB_bull_515,aVWAP_OB_bull_426,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-08-15 19:00:00+00:00,GOOS,1hour,11.34,11.435,11.445,11.32,20362.0,11.295365392230725,11.2804218963876,12.40277603510122,11.282655119000424,11.29934920586705,11.279228628228449,12.52453887371206,12.676033635377069,12.691809359098752,12.559198468791072,12.53875130903036,12.501726956560244,12.431923375492817,12.204400550497777,11.82995535667948,11.72758326563494,11.545266850234478,11.402114767642434,12.691809359098752,12.204400550497777,11.72758326563494,11.659521107906514,12.03296904812316,"rgba(38, 166, 154, 1.0)",0.3402514703319717,12.143393027402643,-2.3611743003455663,57.84768392106205,2.723588054880928,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.8687743611953226,1.0411433521004765,False,False,False,False,-0.2814387061410275,-0.2836686207243789,False,False,False,False,-270987.0,-200583.35509481595,False,False,False,False,9196.737132850878,False,False,False,False
