date,Ticker,Timeframe,Close,Open,High,Low,Volume,aVWAP_peak_881,aVWAP_peak_856,aVWAP_peak_834,aVWAP_peak_801,aVWAP_valley_860,aVWAP_valley_822,aVWAP_valley_782,aVWAP_valley_745,aVWAP_valley_730,aVWAP_valley_690,aVWAP_valley_648,aVWAP_valley_618,aVWAP_valley_588,aVWAP_valley_492,aVWAP_valley_451,aVWAP_valley_431,aVWAP_valley_402,aVWAP_OB_bull_730,aVWAP_OB_bull_648,aVWAP_OB_bull_415,aVWAP_OB_bear_881,aVWAP_OB_bear_834,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish,aVWAP_peak_853,aVWAP_peak_805,aVWAP_peak_767,aVWAP_peak_739,aVWAP_peak_680,aVWAP_valley_839,aVWAP_valley_788,aVWAP_valley_733,aVWAP_valley_719,aVWAP_valley_701,aVWAP_valley_661,aVWAP_valley_660,aVWAP_valley_629,aVWAP_valley_624,aVWAP_valley_559,aVWAP_valley_558,aVWAP_valley_531,aVWAP_valley_493,aVWAP_valley_476,aVWAP_valley_474,aVWAP_valley_455,aVWAP_valley_404,aVWAP_valley_403,aVWAP_OB_bull_788,aVWAP_OB_bull_629,aVWAP_OB_bull_559,aVWAP_OB_bull_404,aVWAP_OB_bear_853
2025-08-01 19:00:00+00:00,MPC,1hour,165.515,165.45,165.78,165.16,7767.0,169.4629252961194,171.92685260904943,173.10160074534295,174.30577678000788,171.40345249885235,173.1962137487705,175.09464186915147,174.0048597569627,173.28147345005013,172.16577346133155,170.44050189500868,168.98949135503415,168.3354453786807,163.80420956031728,160.29959724650715,159.0395452121005,156.66765197482877,173.28147345005013,170.44050189500868,157.91477801730863,169.4629252961194,173.10160074534295,172.19928885762994,168.2094505698151,"rgba(239, 83, 80, 1.0)",2.97559366474222,172.5005606884513,-2.3476191562117976,23.0659609051118,-21.935936234140875,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.9383921379088128,0.9747381988077984,False,False,False,False,-0.3361856354045912,-0.3381991507663128,False,False,False,False,667491.0,661488.0898185645,False,False,False,False,8822.45193485693,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-01 19:00:00+00:00,WRN,1hour,1.205,1.19,1.215,1.19,1077.0,,,,,,1.2998740845091763,,,,,,,,,,,,,,,,,1.3028313321040517,1.265278810013858,"rgba(239, 83, 80, 0.75)",0.0449516256507723,1.2967246380252715,-2.0405188176702955,26.427344729715465,-27.30866216617691,False,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.92964824120603,0.9723618090452264,False,False,False,False,-0.2900425125713438,-0.3118129550173569,False,False,False,False,-84623.0,-83322.43299752947,False,False,False,False,1293.464881342256,False,False,False,False,1.3189269415807556,1.3059667693039996,1.2940483934772096,1.2892626744460525,1.3059518817122415,1.3058235301471424,1.2968768158592856,1.288885960432662,1.285944494667421,1.2876229379306403,1.302905376255726,1.302905376255726,1.2920388451727798,1.2914718597848769,1.254949285872799,1.2538756333383037,1.2336285592033442,1.2313701886954007,1.228830644988678,1.2276885702881852,1.2194081237684846,1.218131698900118,1.2180654041925474,1.2968768158592856,1.2920388451727798,1.254949285872799,1.218131698900118,1.3189269415807556
