date,Ticker,Timeframe,Close,High,Low,Open,Volume,aVWAP_peak_873,aVWAP_peak_809,aVWAP_peak_784,aVWAP_peak_764,aVWAP_valley_869,aVWAP_valley_817,aVWAP_valley_797,aVWAP_valley_773,aVWAP_valley_745,aVWAP_valley_708,aVWAP_valley_649,aVWAP_valley_616,aVWAP_valley_573,aVWAP_valley_513,aVWAP_valley_466,aVWAP_valley_442,aVWAP_valley_353,aVWAP_valley_340,aVWAP_valley_300,aVWAP_valley_284,aVWAP_valley_245,aVWAP_valley_215,aVWAP_valley_198,aVWAP_valley_183,aVWAP_valley_126,aVWAP_OB_bull_616,aVWAP_OB_bull_573,aVWAP_OB_bull_466,aVWAP_OB_bull_442,aVWAP_OB_bull_353,aVWAP_OB_bear_764,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-08-05 00:00:00+00:00,TPZ,daily,21.02,21.31,20.9112,21.31,9132,20.354919723257098,19.74772454822594,19.86789155268128,20.18920861480648,20.328261689908427,19.711572365670403,19.82945519582386,19.93941303981149,20.01554236536012,19.98467179723533,19.640615241129776,19.4940286921784,19.304735410094786,19.065105087018505,18.688023871923743,18.57000559475403,18.167389773681904,18.080195301395044,17.824102028128667,17.669986685432892,17.412311382786246,17.21140218638046,17.041726227654003,16.89206165338592,16.6601067437996,19.4940286921784,19.304735410094786,18.688023871923743,18.57000559475403,18.167389773681904,20.18920861480648,20.039936109742698,18.743530279487697,"rgba(0, 255, 0, 1.0)",0.5314965280919112,19.757423997050005,2.3755112897589035,68.86470026927782,16.969398478633593,True,False,True,False,False,10.058189867781842,0.0,0.0,0.0,0.0,0,1.0523878303027614,0.8300762044004881,False,False,False,False,0.305882822906221,0.3180945898737394,False,False,False,False,211769,201706.92423478136,False,False,False,False,30305.802779805243,False,False,False,False
