date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_366,aVWAP_BoS_CHoCH_bull_447,aVWAP_BoS_CHoCH_bull_551,aVWAP_BoS_CHoCH_bull_583,aVWAP_BoS_CHoCH_bull_690,aVWAP_BoS_CHoCH_bear_67,aVWAP_BoS_CHoCH_bear_228,aVWAP_BoS_CHoCH_bear_498,aVWAP_BoS_CHoCH_bear_714,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-01-28 15:00:00+00:00,3.955,4.005,3.925,3.98,264.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-01-28 16:00:00+00:00,3.98,3.99,3.89,3.905,371.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-01-28 17:00:00+00:00,3.905,3.965,3.89,3.935,2091.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,10.344827586206936,-65.5172413793104,False,False,False,True,True,
2025-01-28 18:00:00+00:00,3.935,3.965,3.915,3.915,644.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,15.28816011574639,-60.0337593441042,False,False,False,True,True,
2025-01-28 19:00:00+00:00,3.915,3.985,3.885,3.98,555.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,28.76999943937068,-46.5415314908216,False,False,False,True,True,
2025-01-28 20:00:00+00:00,3.975,3.99,3.93,3.945,4006.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,34.073313440391615,-40.74943899371375,False,False,False,True,True,
2025-01-29 15:00:00+00:00,3.915,3.96,3.835,3.845,205.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,31.810730847074943,-40.74943899371375,False,False,False,True,True,
2025-01-29 16:00:00+00:00,3.845,3.86,3.805,3.825,1454.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,29.569815986687757,-40.74943899371375,False,False,False,True,True,
2025-01-29 17:00:00+00:00,3.825,3.91,3.825,3.905,1717.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,34.718504064351315,-36.32351475702131,False,False,False,True,True,
2025-01-29 18:00:00+00:00,3.91,3.91,3.87,3.9,1246.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,37.875451870077356,-31.818332735453172,False,False,False,True,True,
2025-01-29 19:00:00+00:00,3.905,3.935,3.875,3.9,3413.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,39.98008374056138,-28.27354276965739,False,False,False,True,True,
2025-01-29 20:00:00+00:00,3.9,3.95,3.875,3.94,6027.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,44.299494239753386,-22.73422707897631,False,False,False,True,True,
2025-01-30 15:00:00+00:00,3.945,3.96,3.905,3.915,1735.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,45.427194861436625,-20.257208344159203,False,False,False,True,True,
2025-01-30 16:00:00+00:00,3.92,3.925,3.815,3.825,1948.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,41.6209190387159,-20.257208344159203,False,False,False,True,True,
2025-01-30 17:00:00+00:00,3.825,3.87,3.815,3.85,916.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,40.8926015147683,-20.257208344159203,False,False,False,True,True,
2025-01-30 18:00:00+00:00,3.85,3.92,3.85,3.905,1678.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,43.82149741715899,-18.509348943479278,False,False,False,True,True,
