date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_211,aVWAP_BoS_CHoCH_bull_322,aVWAP_BoS_CHoCH_bull_395,aVWAP_BoS_CHoCH_bull_542,aVWAP_BoS_CHoCH_bull_896,aVWAP_BoS_CHoCH_bear_49,aVWAP_BoS_CHoCH_bear_132,aVWAP_BoS_CHoCH_bear_300,aVWAP_BoS_CHoCH_bear_745,aVWAP_BoS_CHoCH_bear_858,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,11.6679628347,11.6776457914,11.5517673542,11.6292310078,1000,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,11.7647924018,11.7744753585,11.4743037005,11.5324014408,7315,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,11.7454264884,11.8132071853,11.6873287481,11.7551094451,9075,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,93.98907104333969,25.956284173358767,False,False,True,False,True,
2022-01-06 00:00:00+00:00,11.8132071853,11.8810991806,11.8132071853,11.8714003242,6904,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,92.44489916209618,25.956284173358767,False,False,True,False,True,
2022-01-07 00:00:00+00:00,11.7163156091,11.8617014677,11.7163156091,11.8617014677,4878,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,79.74389009030808,25.956284173358767,False,False,True,False,False,
2022-01-10 00:00:00+00:00,11.5804346299,11.6677243382,11.5774279844,11.6677243382,3827,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,64.4521354679046,33.41202361153867,False,False,True,False,False,
2022-01-11 00:00:00+00:00,11.5901334864,11.7162186206,11.5319403476,11.5319403476,16857,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,54.89096609508437,24.80843918561206,False,False,True,False,False,
2022-01-12 00:00:00+00:00,11.7841106159,11.8326048983,11.6289289123,11.6289289123,20418,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,56.80876514151019,24.80843918561206,False,False,True,False,False,
2022-01-13 00:00:00+00:00,11.5901334864,11.8326048983,11.5901334864,11.8326048983,21299,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,52.048262819045455,22.261752948795817,False,False,False,False,False,
2022-01-14 00:00:00+00:00,11.561036917,11.6774231947,11.5513380605,11.6774231947,18604,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,48.2086596700676,18.19762675791344,False,False,False,False,False,
2022-01-18 00:00:00+00:00,11.5707357735,11.7354223564,11.5707357735,11.5901334864,3543,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,45.984600620862395,15.447738097934831,False,False,False,True,False,
2022-01-19 00:00:00+00:00,11.7550140465,11.7841106159,11.6289289123,11.7483218355,22212,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,49.595930121774614,15.447738097934831,False,False,False,False,False,
2022-01-20 00:00:00+00:00,11.6483266253,11.7841106159,11.6386277688,11.7162186206,161796,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,49.30060467304883,15.447738097934831,False,False,False,False,False,
2022-01-21 00:00:00+00:00,11.3476620746,11.7065197641,11.3185655051,11.7065197641,49453,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,44.12372988535631,11.357456225675001,False,False,False,True,False,
2022-01-24 00:00:00+00:00,11.1827815145,11.3137160769,10.4844638484,11.2991677922,87619,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,38.914973554297205,5.614269024644095,False,False,False,True,False,
2022-01-25 00:00:00+00:00,11.5319403476,11.5319403476,10.435969566,11.1245883757,25062,,,,,,,,,,,11.166616753733335,#000000,,11.166616753733335,,0,,,0.0,0.0,0.0,0.0,41.79896256923995,5.614269024644095,False,False,False,True,False,
2022-01-26 00:00:00+00:00,11.4931449217,11.6386277688,11.3185655051,11.3961563569,30756,,,,,,,,,,,11.341191305015515,#000000,,11.341191305015515,,0,,,0.0,0.0,0.0,0.0,43.22110243875795,5.614269024644095,False,False,False,True,False,
2022-01-27 00:00:00+00:00,11.1536849451,11.5416392041,11.1536849451,11.5416392041,24921,,,,,,,,,,,11.323230840234658,#000000,,11.323230840234658,,0,,,0.0,0.0,0.0,0.0,40.59096321166595,5.2310768415613325,False,False,False,True,False,
2022-01-28 00:00:00+00:00,11.1536849451,11.2797700793,11.008202098,11.2797700793,8241,,,,,,,,,,,11.30692927539828,#000000,,11.30692927539828,,0,,,0.0,0.0,0.0,0.0,38.83753706027128,2.715218859737213,False,False,False,True,False,
2022-01-31 00:00:00+00:00,11.3000406893,11.4154570813,11.0857929498,11.0857929498,23988,,,,,,,,,,,11.298471138067924,#000000,,11.298471138067924,,0,,,0.0,0.0,0.0,0.0,40.00512419279323,2.715218859737213,False,False,False,True,False,
2022-02-01 00:00:00+00:00,11.1189630389,11.5027467896,11.0663952368,11.5027467896,4291,,,,,,,,,,,11.29594237659362,#000000,,11.29594237659362,,0,,,0.0,0.0,0.0,0.0,38.96918293451364,1.1849373739141669,False,False,False,True,False,
