date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bear_39,aVWAP_BoS_CHoCH_bear_110,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,2.929343697,2.9483038504,2.654421473,2.7492222399,2007920,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,3.1251072807,3.3180268413,2.9103835437,2.9483038504,3424454,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,3.4080875699,3.4602279916,3.0146643872,3.2895866112,3664067,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,3.2231312736,3.602429142,3.1568655376,3.5265885285,3673069,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,91.47120810036702,41.937626407378204,False,False,True,False,False,
2022-01-28 00:00:00+00:00,3.3938674548,3.479188145,2.9198636203,2.9483038504,2893615,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,87.32328654055264,38.36635803812456,False,False,True,False,False,
2022-02-04 00:00:00+00:00,3.891571481,3.905791596,3.2801065345,3.3654272247,3657128,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,87.09881997421135,38.36635803812456,False,False,True,False,False,
2022-02-11 00:00:00+00:00,3.8868314427,3.9247517494,3.5455486818,3.877351366,3615424,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,86.83400958849525,38.36635803812456,False,False,True,False,False,
2022-02-18 00:00:00+00:00,3.6213892954,3.905791596,3.5834689886,3.8868314427,2782168,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,81.66522460096685,33.97631914411565,False,False,True,False,False,
2022-02-25 00:00:00+00:00,4.2470743569,4.2470743569,3.5360686052,3.6213892954,3070518,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,80.99261677184987,33.690452698146984,False,False,True,False,False,
2022-03-04 00:00:00+00:00,4.3940155456,4.5030364275,3.9816322096,4.3608352771,4086805,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,80.97563346924645,33.690452698146984,False,False,True,False,False,
2022-03-11 00:00:00+00:00,4.5030364275,4.8822394951,4.3608352771,4.5978371944,4245701,,,,"rgba(38, 166, 154, 0.5)",,4.5820370665666665,,0,,,0.0,0.0,0.0,0.0,81.28310969411584,33.690452698146984,False,False,True,False,False,
2022-03-18 00:00:00+00:00,4.0764329765,4.5030364275,3.6687896788,4.5030364275,4000006,,,,"rgba(38, 166, 154, 0.5)",,4.339833559751435,,0,,,0.0,0.0,0.0,0.0,76.874705577862,30.312543528085513,False,False,True,False,False,
2022-03-25 00:00:00+00:00,4.4745961974,4.5219965809,4.1712337434,4.455636044,3692214,,,,"rgba(38, 166, 154, 0.5)",,4.355125188057564,,0,,,0.0,0.0,0.0,0.0,75.33429612818043,29.047131620668026,False,False,True,False,False,
2022-04-01 00:00:00+00:00,4.1901938967,4.427195814,3.9437119028,4.3608352771,2079410,,,,"rgba(38, 166, 154, 0.5)",,4.330189573334897,,0,,,0.0,0.0,0.0,0.0,71.94578019836985,25.996457094494772,False,False,True,False,False,
2022-04-08 00:00:00+00:00,4.2755145869,4.3987555839,3.9531919795,4.1617536667,2769308,,,,"rgba(38, 166, 154, 0.5)",,4.310222226519457,,0,,,0.0,0.0,0.0,0.0,69.88816383932377,24.24673462824191,False,False,True,False,False,
2022-04-15 00:00:00+00:00,4.7874387282,4.8348391116,4.1238333599,4.1901938967,2664728,,,,"rgba(38, 166, 154, 0.5)",,4.347459332533102,,0,,,0.0,0.0,0.0,0.0,70.25823779013038,24.24673462824191,False,False,True,False,False,
2022-04-22 00:00:00+00:00,4.8632793417,5.4130289889,4.8348391116,4.8348391116,3108391,,,,"rgba(38, 166, 154, 0.5)",,4.739761725956072,,0,,,0.0,0.0,0.0,0.0,70.75454495164811,24.24673462824191,False,False,True,False,False,
2022-04-29 00:00:00+00:00,4.8632793417,5.403643713,4.3608352771,4.3703153538,2924520,,,,"rgba(38, 166, 154, 0.5)",,4.725577635504402,,0,,,0.0,0.0,0.0,0.0,71.10905006701793,24.24673462824191,False,False,True,False,False,
