date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_162,aVWAP_BoS_CHoCH_bull_449,aVWAP_BoS_CHoCH_bull_808,aVWAP_BoS_CHoCH_bear_132,aVWAP_BoS_CHoCH_bear_241,aVWAP_BoS_CHoCH_bear_615,aVWAP_BoS_CHoCH_bear_675,aVWAP_BoS_CHoCH_bear_746,aVWAP_BoS_CHoCH_bear_793,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,11.4118556415,11.5067285507,11.0865770959,11.1317546717,8269561,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,11.5744949143,11.728098672,11.3757135809,11.3757135809,9534658,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,11.728098672,12.134696854,11.6829210962,11.6829210962,12695483,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-06 00:00:00+00:00,12.252158551,12.4509398844,11.9765753388,12.1075903085,14026415,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-07 00:00:00+00:00,12.3876912783,12.3967267935,12.1437323691,12.3154071571,7669584,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-10 00:00:00+00:00,12.2792650965,12.4599753996,12.0744299679,12.3334781874,7433713,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,95.9447201197093,46.28266010973353,False,False,True,False,False,
2022-01-11 00:00:00+00:00,12.830431521,12.9343399453,12.4057623087,12.5141884905,11269919,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,94.88301548402251,45.53472418703679,False,False,True,False,False,
2022-01-12 00:00:00+00:00,13.0834259453,13.1737810969,12.9207866725,13.0021063089,13264507,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,94.5848380532931,45.461186795583075,False,False,True,False,False,
2022-01-13 00:00:00+00:00,13.0021063089,13.1618542169,12.7942894603,13.0427661271,8987073,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,92.61240759531879,43.78478254909558,False,False,True,False,False,
2022-01-14 00:00:00+00:00,13.4177400061,13.5126129152,12.9388577028,12.9930707938,12908842,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,92.20949323951467,43.58845217664718,False,False,True,False,False,
2022-01-18 00:00:00+00:00,13.4358110364,13.8695157639,13.1240857635,13.6526634001,17387830,,,,,,,,,,13.4764708546,#000000,,13.4764708546,,0,,,0.0,0.0,0.0,0.0,91.97359375368666,43.47736766593708,False,False,True,False,False,
