date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_230,aVWAP_BoS_CHoCH_bull_534,aVWAP_BoS_CHoCH_bull_608,aVWAP_BoS_CHoCH_bull_664,aVWAP_BoS_CHoCH_bull_736,aVWAP_BoS_CHoCH_bear_90,aVWAP_BoS_CHoCH_bear_132,aVWAP_BoS_CHoCH_bear_284,aVWAP_BoS_CHoCH_bear_885,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,37.5329658456,37.8212222041,36.568798026,37.7516430831,714693,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,36.8570543844,37.7814627064,36.568798026,37.6621842132,1159794,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,35.2070352291,37.0459119986,35.0330874266,36.9365733799,1626524,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,35.3461934711,36.2706017931,34.7895605031,35.0579371127,2187809,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,2.1105878246910046,-48.065294494033246,False,False,False,True,True,
2022-01-07 00:00:00+00:00,35.087756736,35.4913156378,34.2428674095,35.2766143501,1072165,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,3.2759122385211406,-47.11433532717179,False,False,False,True,True,
2022-01-10 00:00:00+00:00,34.3422661538,34.879019373,33.7558135624,34.7895605031,1027832,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,3.554646357414188,-46.99685359620105,False,False,False,True,True,
2022-01-11 00:00:00+00:00,34.5013041446,34.6007028889,33.815452809,34.4317250236,1255679,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,5.6220714989469105,-45.198375264919456,False,False,False,True,True,
2022-01-12 00:00:00+00:00,34.6305225122,35.1175763593,34.3720857771,34.7796206287,1459751,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,8.503929333220059,-42.72065068051385,False,False,False,True,True,
2022-01-13 00:00:00+00:00,35.2169751036,35.7239086995,34.4913642702,34.7199813821,1787335,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,16.132173064007173,-35.97472590598551,False,False,False,True,True,
2022-01-14 00:00:00+00:00,33.9357252896,35.029463872,33.4982298566,34.8504884676,1120604,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,17.82463213487099,-34.97750161704025,False,False,False,True,True,
2022-01-18 00:00:00+00:00,33.3689698423,34.2141314742,33.2496529061,33.7865791193,1575300,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,17.98939681316079,-34.97750161704025,False,False,False,True,True,
2022-01-19 00:00:00+00:00,32.8121574731,33.8362945094,32.8121574731,33.3987990764,1327231,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,17.315318575238823,-34.97750161704025,False,False,False,True,True,
2022-01-20 00:00:00+00:00,32.1956866357,33.5280590907,32.1161420116,33.1104498138,983206,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,16.146304647816102,-34.97750161704025,False,False,False,True,False,
2022-01-21 00:00:00+00:00,31.3803542379,32.2652881819,31.2709803797,31.8973942951,1147980,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,14.610394676736794,-31.760927966000146,False,False,False,True,False,
2022-01-24 00:00:00+00:00,32.315003572,32.334889728,30.4159751005,30.7042249324,1737050,,,,,,,,,,31.68862280016667,#000000,,31.68862280016667,,0,,,0.0,0.0,0.0,0.0,18.648947165562255,-35.49571889155521,False,False,False,True,True,
2022-01-25 00:00:00+00:00,31.9272235291,32.315003572,31.3206957698,31.8973942951,1343548,,,,,,,,,,31.760883287643125,#000000,,31.760883287643125,,0,,,0.0,0.0,0.0,0.0,20.694003942059645,-33.7390603242996,False,False,False,True,True,
2022-01-26 00:00:00+00:00,31.8277927489,32.9016451753,31.6488173445,32.4343205083,1187009,,,,,,,,,,31.86246195355577,#000000,,31.86246195355577,,0,,,0.0,0.0,0.0,0.0,21.89146625726338,-32.71852239549298,False,False,False,True,True,
2022-01-27 00:00:00+00:00,31.0621757412,32.0962558555,30.9925741951,32.0763696995,1210612,,,,,,,,,,31.75665512424795,#000000,,31.75665512424795,,0,,,0.0,0.0,0.0,0.0,21.512927303624416,-32.71852239549298,False,False,False,True,True,
2022-01-28 00:00:00+00:00,31.5394434863,31.6189881104,30.505363372,30.952801883,1389183,,,,,,,,,,31.64835290552434,#000000,,31.64835290552434,,0,,,0.0,0.0,0.0,0.0,23.654985873555532,-31.04937546912263,False,False,False,True,True,
2022-01-31 00:00:00+00:00,32.6828974588,32.7027836149,31.2908665357,31.5991019544,1012249,,,,,,,,,,31.722497386469637,#000000,,31.722497386469637,,0,,,0.0,0.0,0.0,0.0,29.71480480810412,-25.41110006144305,False,False,False,True,True,
2022-02-01 00:00:00+00:00,33.2993682962,33.3490836863,32.4542066643,32.9414174874,901133,,,,,,,,,,31.857113626594366,#000000,,31.857113626594366,,0,,,0.0,0.0,0.0,0.0,35.744335629574756,-20.034382455711025,False,False,False,True,True,
2022-02-02 00:00:00+00:00,32.5337512885,33.3490836863,32.4343205083,33.2993682962,807260,,,,,,,,,,31.934174401335408,#000000,,31.934174401335408,,0,,,0.0,0.0,0.0,0.0,37.80480145627675,-18.43844467868363,False,False,False,True,True,
2022-02-03 00:00:00+00:00,31.3107526918,32.2056297138,31.1218342093,32.0365973874,1053383,,,,,,,,,,31.895756597415172,#000000,,31.895756597415172,,0,,,0.0,0.0,0.0,0.0,36.69553368150321,-18.43844467868363,False,False,False,True,True,
