date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_66,aVWAP_BoS_CHoCH_bull_122,aVWAP_BoS_CHoCH_bull_183,aVWAP_BoS_CHoCH_bull_297,aVWAP_BoS_CHoCH_bull_431,aVWAP_BoS_CHoCH_bull_497,aVWAP_BoS_CHoCH_bull_575,aVWAP_BoS_CHoCH_bull_774,aVWAP_BoS_CHoCH_bear_116,aVWAP_BoS_CHoCH_bear_215,aVWAP_BoS_CHoCH_bear_272,aVWAP_BoS_CHoCH_bear_744,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-01-23 15:00:00+00:00,25.79,25.79,25.79,25.79,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-01-23 16:00:00+00:00,25.79,25.79,25.79,25.79,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-01-23 17:00:00+00:00,25.79,25.79,25.79,25.79,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-01-23 18:00:00+00:00,25.79,25.79,25.79,25.79,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-01-23 19:00:00+00:00,25.79,25.79,25.79,25.79,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-01-23 20:00:00+00:00,25.79,25.79,25.79,25.79,100.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-01-24 15:00:00+00:00,25.79,25.93,25.79,25.93,100.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2025-01-24 16:00:00+00:00,25.93,25.93,25.93,25.93,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-24 17:00:00+00:00,25.93,25.93,25.93,25.93,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-24 18:00:00+00:00,25.93,25.93,25.93,25.93,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-24 19:00:00+00:00,25.93,25.93,25.93,25.93,0.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-24 20:00:00+00:00,25.93,26.01,25.93,26.0,300.0,,,,,,,,,,,,,25.98,"rgba(38, 166, 154, 1.0)",,25.98,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-27 15:00:00+00:00,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,25.98,"rgba(38, 166, 154, 1.0)",,25.98,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-27 16:00:00+00:00,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,25.98,"rgba(38, 166, 154, 1.0)",,25.98,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-27 17:00:00+00:00,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,25.98,"rgba(38, 166, 154, 1.0)",,25.98,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-27 18:00:00+00:00,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,25.98,"rgba(38, 166, 154, 1.0)",,25.98,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-27 19:00:00+00:00,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,25.98,"rgba(38, 166, 154, 1.0)",,25.98,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-27 20:00:00+00:00,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,25.98,"rgba(38, 166, 154, 1.0)",,25.98,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-28 15:00:00+00:00,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,25.98,"rgba(38, 166, 154, 1.0)",,25.98,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-28 16:00:00+00:00,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,25.98,"rgba(38, 166, 154, 1.0)",,25.98,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-28 17:00:00+00:00,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,25.98,"rgba(38, 166, 154, 1.0)",,25.98,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-01-28 18:00:00+00:00,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,25.98,"rgba(38, 166, 154, 1.0)",,25.98,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
