date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_57,aVWAP_BoS_CHoCH_bull_167,aVWAP_BoS_CHoCH_bear_24,aVWAP_BoS_CHoCH_bear_51,aVWAP_BoS_CHoCH_bear_63,aVWAP_BoS_CHoCH_bear_92,aVWAP_BoS_CHoCH_bear_131,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,39.5006320021,39.6220789875,38.7909261811,38.9768918775,3053589,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,39.5841268045,39.6979833533,39.1135197361,39.5082224387,4381350,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,40.1761808584,40.3279895901,39.1818336654,39.5309937484,4382465,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,39.4399085094,40.5405218146,39.3782741643,40.4646174487,4885871,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,84.55014918933708,35.3950629055452,False,False,True,False,False,
2022-01-28 00:00:00+00:00,39.4930415655,39.7890685924,38.4305322519,38.9920727507,7480691,,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.237547469933325,,0,,,0.0,0.0,0.0,0.0,74.13457840660266,26.182778937147674,False,False,True,False,False,
2022-02-04 00:00:00+00:00,40.4114843926,40.5860644341,39.3640041435,39.3640041435,6473053,,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.64715171783815,,0,,,0.0,0.0,0.0,0.0,73.01778123156521,26.016319941557,False,False,True,False,False,
2022-02-11 00:00:00+00:00,39.6979833533,40.6429927085,39.5689459314,40.6429927085,5839588,,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.74239334324051,,0,,,0.0,0.0,0.0,0.0,66.96458615591595,20.974909472902624,False,False,True,False,False,
2022-02-18 00:00:00+00:00,39.6828024802,40.1685904218,39.2197858483,39.5689459314,6174459,,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.730029006926905,,0,,,0.0,0.0,0.0,0.0,62.55297506122089,17.516544647851234,False,False,True,False,False,
2022-02-25 00:00:00+00:00,40.1230478023,40.1913617315,38.4683326262,39.538584185,8341783,,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.69701604058697,,0,,,0.0,0.0,0.0,0.0,61.55845584221652,17.228686599040998,False,False,True,False,False,
2022-03-04 00:00:00+00:00,42.4381309615,42.4760831444,39.7055737899,39.887744268,9774538,,,,,,,,,"rgba(38, 166, 154, 0.5)",,40.10563549221962,,0,,,0.0,0.0,0.0,0.0,66.3127962329173,17.228686599040998,False,False,True,False,True,
2022-03-11 00:00:00+00:00,41.9068004004,42.7531340799,40.5139552865,42.2331891736,13308900,,,,,,,,,"rgba(38, 166, 154, 0.5)",,40.481065082324655,,0,,,0.0,0.0,0.0,0.0,67.40589563931236,10.51770795157686,False,False,True,False,True,
2022-03-18 00:00:00+00:00,41.4735035233,41.8889309376,40.4503211882,41.465810423,8603900,,,,,,,,,"rgba(38, 166, 154, 0.5)",,40.584036873610145,,0,,,0.0,0.0,0.0,0.0,66.53106398946466,10.51770795157686,False,False,True,False,True,
