date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_33,aVWAP_BoS_CHoCH_bull_82,aVWAP_BoS_CHoCH_bear_19,aVWAP_BoS_CHoCH_bear_141,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,254.7734431987,259.1125668022,252.462388236,256.231251524,149675,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,248.6935249481,259.7514298624,239.046263972,257.2688680379,320654,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,243.7970040438,253.3242102166,236.9624556012,248.0417988732,246649,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-21 00:00:00+00:00,224.2537971421,245.057579478,224.0281798654,241.3530312632,347084,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-28 00:00:00+00:00,213.8303942332,226.2432767389,206.1775714571,219.3401255516,378031,,,,,,"rgba(239, 83, 80, 0.5)",,215.41708080973328,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-04 00:00:00+00:00,232.5181215537,235.5637206968,213.5715614449,213.5715614449,363938,,,,,,"rgba(239, 83, 80, 0.5)",,221.20536925435312,,0,,,0.0,0.0,0.0,0.0,9.881236825870587,-40.65914331304421,False,False,False,True,True,
2022-02-11 00:00:00+00:00,221.0777123076,234.2868122742,219.6368764524,231.241213131,268702,,,,,,"rgba(239, 83, 80, 0.5)",,222.2143527489958,,0,,,0.0,0.0,0.0,0.0,15.112216852475614,-36.11951761083024,False,False,False,True,True,
2022-02-18 00:00:00+00:00,217.7905358953,228.4113079782,215.1504414539,220.9569236731,200506,,,,,,"rgba(239, 83, 80, 0.5)",,221.9223966008262,,0,,,0.0,0.0,0.0,0.0,18.414858944454195,-33.50756106187949,False,False,False,True,True,
2022-02-25 00:00:00+00:00,214.1841323773,220.2710167839,198.5592597193,217.0226652898,217597,,,,,,"rgba(239, 83, 80, 0.5)",,220.2596874365871,,0,,,0.0,0.0,0.0,0.0,20.32018319941203,-32.20520253339639,False,False,False,True,True,
2022-03-04 00:00:00+00:00,190.1385663376,212.8813406759,187.9384876365,211.4146215418,316750,,,,,,"rgba(239, 83, 80, 0.5)",,216.03637178634312,,0,,,0.0,0.0,0.0,0.0,19.542546839208875,-32.20520253339639,False,False,False,True,True,
2022-03-11 00:00:00+00:00,182.5979044364,191.2946861257,175.7992298619,189.2153960591,288655,,,,,,"rgba(239, 83, 80, 0.5)",,197.30587995457591,,0,,,0.0,0.0,0.0,0.0,18.52889406937548,-32.20520253339639,False,False,False,True,False,
2022-03-18 00:00:00+00:00,205.7806945149,206.1603159378,183.0034091382,184.6340557049,304953,,,,,,"rgba(239, 83, 80, 0.5)",,200.32873637890302,,0,,,0.0,0.0,0.0,0.0,23.346068033845498,-30.49864272270335,False,False,False,True,True,
2022-03-25 00:00:00+00:00,210.9746058015,214.3483186428,204.020631554,209.0851264464,210724,,,,,,"rgba(239, 83, 80, 0.5)",,202.79586837888357,,0,,,0.0,0.0,0.0,0.0,27.75623728026521,-26.64481493645875,False,False,False,True,True,
2022-04-01 00:00:00+00:00,206.8332811876,215.1461275741,205.0387071882,210.2757572729,166666,,,,,,"rgba(239, 83, 80, 0.5)",,205.6015577876955,,0,,,0.0,0.0,0.0,0.0,30.430647874715095,-24.4738436609531,False,False,False,True,True,
2022-04-08 00:00:00+00:00,175.8337409003,209.0419876484,170.2343249119,207.2215303702,283733,,,,,,"rgba(239, 83, 80, 0.5)",,198.80385044630623,,0,,,0.0,0.0,0.0,0.0,29.62474295378608,-24.4738436609531,False,False,False,True,True,
2022-04-15 00:00:00+00:00,175.1435201313,179.5868163317,170.1739305946,175.8337409003,181131,,,,,,"rgba(239, 83, 80, 0.5)",,195.52911449654485,,0,,,0.0,0.0,0.0,0.0,29.001188482706773,-24.4738436609531,False,False,False,True,True,
2022-04-22 00:00:00+00:00,169.6562650179,184.4356172339,168.9142776912,173.4179682089,213847,,,,,,"rgba(239, 83, 80, 0.5)",,192.892308502798,,0,,,0.0,0.0,0.0,0.0,28.17014581014302,-24.4738436609531,False,False,False,True,True,
2022-04-29 00:00:00+00:00,154.095444097,170.9331734405,153.1647479738,168.3966121144,307342,,,,,,"rgba(239, 83, 80, 0.5)",,187.78950981194325,,0,,,0.0,0.0,0.0,0.0,26.60728855981428,-24.4738436609531,False,False,False,True,False,
2022-05-06 00:00:00+00:00,152.02529758,160.9321464598,147.8676083568,154.8260840441,448458,,,,,,"rgba(239, 83, 80, 0.5)",,181.8610279691604,,0,,,0.0,0.0,0.0,0.0,25.37295498916839,-18.867544725662555,False,False,False,True,False,
2022-05-13 00:00:00+00:00,150.398753888,154.2650569418,140.304615094,150.2508862797,337527,,,,,148.32280864126665,"rgba(239, 83, 80, 0.5)",,170.6455419677813,,0,,,-1.0,0.0,140.30461,39.0,24.395224485273218,-19.841362722721726,False,False,False,True,False,
2022-05-20 00:00:00+00:00,159.6535265522,159.9022050771,145.9453294481,148.9113797099,388011,,,,,151.98302965362046,"rgba(239, 83, 80, 0.5)",,169.7023187135295,,0,,,0.0,0.0,0.0,0.0,25.57497904183866,-19.841362722721726,False,False,False,True,False,
2022-05-27 00:00:00+00:00,168.7082430404,169.6998258259,152.4515042158,162.1150873267,231497,,,,,154.79785960327902,"rgba(239, 83, 80, 0.5)",,169.92444812281082,,0,,,0.0,0.0,0.0,0.0,28.07436622049366,-19.841362722721726,False,False,False,True,True,
2022-06-03 00:00:00+00:00,167.5340002682,170.030353421,161.9672197183,167.3513402814,186052,,,,,156.70424531462743,"rgba(239, 83, 80, 0.5)",,170.16405786534148,,0,,,0.0,0.0,0.0,0.0,29.750335601548265,-19.841362722721726,False,False,False,True,True,
2022-06-10 00:00:00+00:00,158.3053218878,172.9268189259,152.2166556614,168.830016365,182876,,,,,157.31734573188567,"rgba(239, 83, 80, 0.5)",,163.75229150621834,,0,,,0.0,0.0,0.0,0.0,30.115378735727916,-19.841362722721726,False,False,False,True,True,
