date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_143,aVWAP_BoS_CHoCH_bull_169,aVWAP_BoS_CHoCH_bull_263,aVWAP_BoS_CHoCH_bull_811,aVWAP_BoS_CHoCH_bear_737,aVWAP_BoS_CHoCH_bear_784,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2025-01-16 15:00:00+00:00,49.86,49.86,49.86,49.86,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 16:00:00+00:00,49.86,49.91,49.86,49.91,100.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 17:00:00+00:00,49.91,49.91,49.91,49.91,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 18:00:00+00:00,49.91,49.91,49.91,49.91,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 19:00:00+00:00,49.91,49.91,49.91,49.91,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 20:00:00+00:00,49.91,49.91,49.91,49.91,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 15:00:00+00:00,49.91,49.91,49.91,49.91,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 16:00:00+00:00,49.91,50.245,49.91,50.245,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 17:00:00+00:00,50.245,50.245,50.245,50.245,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 18:00:00+00:00,50.245,50.245,50.245,50.245,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 19:00:00+00:00,50.245,50.245,50.245,50.245,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 20:00:00+00:00,50.245,50.245,50.18,50.18,9.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-20 15:00:00+00:00,50.18,50.18,50.18,50.18,0.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-20 16:00:00+00:00,50.18,50.18,50.18,50.18,0.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-20 17:00:00+00:00,50.18,50.18,50.18,50.18,0.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-20 18:00:00+00:00,50.18,50.18,50.18,50.18,0.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-20 19:00:00+00:00,50.18,50.18,50.18,50.18,0.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-20 20:00:00+00:00,50.18,50.18,50.18,50.18,0.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-21 15:00:00+00:00,50.18,50.81,50.18,50.81,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-21 16:00:00+00:00,50.81,50.885,50.81,50.88,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-21 17:00:00+00:00,50.88,50.88,50.88,50.88,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-21 18:00:00+00:00,50.88,51.03,50.88,51.03,3.0,,,,,,,50.98,"rgba(38, 166, 154, 1.0)",,50.98,,0,,,0.0,0.0,0.0,0.0
2025-01-21 19:00:00+00:00,51.03,51.03,50.97,50.99,1.0,,,,,,,50.98416666666667,"rgba(38, 166, 154, 1.0)",,50.98416666666667,,0,,,0.0,0.0,0.0,0.0
2025-01-21 20:00:00+00:00,50.99,51.03,50.99,51.01,186.0,,,,,,,51.00945614035088,"rgba(38, 166, 154, 1.0)",,51.00945614035088,,0,,,0.0,0.0,0.0,0.0
2025-01-22 15:00:00+00:00,51.01,51.01,50.87,50.87,0.0,,,,,,,51.00945614035088,"rgba(38, 166, 154, 1.0)",,51.00945614035088,,0,,,0.0,0.0,0.0,0.0
2025-01-22 16:00:00+00:00,50.87,50.87,50.87,50.87,0.0,,,,,,,51.00945614035088,"rgba(38, 166, 154, 1.0)",,51.00945614035088,,0,,,0.0,0.0,0.0,0.0
