date,Open,High,Low,Close,Volume,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,Peaks_Valleys_avg,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2025-06-04 16:00:00+00:00,19.08,19.08,19.08,19.08,0.0,"rgba(38, 166, 154, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-05 16:00:00+00:00,19.08,19.08,19.08,19.08,0.0,"rgba(38, 166, 154, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-06 16:00:00+00:00,18.48,18.48,18.27,18.27,48.0,"rgba(239, 83, 80, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-09 16:00:00+00:00,18.27,19.385,18.27,19.385,0.0,"rgba(38, 166, 154, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-10 16:00:00+00:00,19.385,19.9,19.385,19.9,619.0,"rgba(38, 166, 154, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-11 16:00:00+00:00,19.9,20.08,19.9,20.01,397.0,"rgba(38, 166, 154, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-12 16:00:00+00:00,19.67,19.67,19.67,19.67,0.0,"rgba(239, 83, 80, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-13 16:00:00+00:00,19.67,19.68,19.37,19.37,26.0,"rgba(239, 83, 80, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-16 16:00:00+00:00,20.38,20.38,20.34,20.34,10.0,"rgba(38, 166, 154, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-17 16:00:00+00:00,20.28,20.28,20.28,20.28,0.0,"rgba(239, 83, 80, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-18 16:00:00+00:00,20.28,20.28,20.28,20.28,0.0,"rgba(239, 83, 80, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-19 16:00:00+00:00,20.28,20.28,20.28,20.28,0.0,"rgba(239, 83, 80, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-20 16:00:00+00:00,20.34,20.34,19.81,19.81,2.0,"rgba(239, 83, 80, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-23 16:00:00+00:00,19.81,19.81,19.81,19.81,0.0,"rgba(239, 83, 80, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-24 16:00:00+00:00,19.81,20.64,19.81,20.62,103.0,"rgba(38, 166, 154, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-25 16:00:00+00:00,21.18,21.18,20.8,20.84,1018.0,"rgba(38, 166, 154, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-26 16:00:00+00:00,20.84,20.84,20.84,20.84,0.0,"rgba(38, 166, 154, 1.0)",,,,0,,,,0.0,0.0,0.0,0.0
2025-06-27 16:00:00+00:00,20.84,21.53,20.84,21.53,10.0,"rgba(38, 166, 154, 1.0)",,21.3,,0,,,21.3,0.0,0.0,0.0,0.0
