date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_321,aVWAP_BoS_CHoCH_bull_893,aVWAP_BoS_CHoCH_bear_126,aVWAP_BoS_CHoCH_bear_243,aVWAP_BoS_CHoCH_bear_300,aVWAP_BoS_CHoCH_bear_616,aVWAP_BoS_CHoCH_bear_649,aVWAP_BoS_CHoCH_bear_746,aVWAP_BoS_CHoCH_bear_794,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,3.0241444639,3.0336245406,2.9103835437,2.9483038504,429848,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,2.9767440805,2.9957042339,2.9483038504,2.9778816897,516423,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,3.0146643872,3.1663456143,2.9388237737,2.9388237737,1319341,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.602836875055328,-81.20567375011065,False,False,False,True,True,
2022-01-06 00:00:00+00:00,3.1284253075,3.1854005684,2.9814841188,2.9814841188,849155,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,36.76755457675107,-60.50444611730161,False,False,False,True,True,
2022-01-07 00:00:00+00:00,3.1251072807,3.3180268413,3.0620647707,3.3180268413,309687,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,50.37369543284826,-47.04090730554905,False,False,False,False,True,
2022-01-10 00:00:00+00:00,3.1142051925,3.2895866112,3.0146643872,3.2895866112,1422784,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,57.77414717590603,-39.03911677358549,False,False,True,False,True,
2022-01-11 00:00:00+00:00,3.3559471481,3.3654272247,3.1284253075,3.1284253075,784848,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,68.29972250157228,-27.672707900832094,False,False,True,False,True,
2022-01-12 00:00:00+00:00,3.4033475315,3.4602279916,3.327506918,3.3369869947,586687,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,75.73051670841441,-19.000222403460604,False,False,True,False,True,
2022-01-13 00:00:00+00:00,3.2706264579,3.4261224677,3.2516663045,3.4033475315,321396,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,72.70736151293868,-19.000222403460604,False,False,True,False,True,
2022-01-14 00:00:00+00:00,3.4080875699,3.4223076849,3.1189452308,3.1189452308,548352,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,73.26274612351823,-17.183626925543663,False,False,True,False,True,
2022-01-18 00:00:00+00:00,3.4886682217,3.5929490653,3.4128276082,3.5265885285,1119595,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,74.7418400941668,-13.015746039192194,False,False,True,False,True,
2022-01-19 00:00:00+00:00,3.4886682217,3.602429142,3.3843873781,3.3843873781,1119595,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,75.72790274126585,-9.195820306408862,False,False,True,False,True,
2022-01-20 00:00:00+00:00,3.3748125007,3.5089555858,3.3654272247,3.4602279916,505469,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,71.68130983283703,-9.195820306408862,False,False,True,False,True,
2022-01-21 00:00:00+00:00,3.2231312736,3.3186240861,3.1568655376,3.2611463812,928410,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,64.52802330186424,-9.195820306408862,False,False,True,False,True,
2022-01-24 00:00:00+00:00,3.1473854609,3.1663456143,2.9198636203,2.9483038504,594309,,,,,,,,,,3.0778648984999992,#000000,,3.0778648984999992,,0,,,0.0,0.0,0.0,0.0,58.02625101338941,-9.195820306408862,False,False,True,False,False,
2022-01-25 00:00:00+00:00,3.3464670714,3.3512071097,3.0905050008,3.1189452308,528834,,,,,,,,,,3.1649072823225572,#000000,,3.1649072823225572,,0,,,0.0,0.0,0.0,0.0,57.91292208576924,-9.195820306408862,False,False,True,False,False,
2022-01-26 00:00:00+00:00,3.327506918,3.4602279916,3.2706264579,3.3938674548,768295,,,,,,,,,,3.241223366597658,#000000,,3.241223366597658,,0,,,0.0,0.0,0.0,0.0,57.38429310583457,-9.195820306408862,False,False,True,False,False,
