date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_123,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2023-11-27 17:00:00+00:00,33.52,33.6,33.365,33.455,24681.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-11-28 17:00:00+00:00,33.685,33.845,33.405,33.73,16335.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-11-29 17:00:00+00:00,33.8,33.92,33.59,33.765,17881.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-11-30 17:00:00+00:00,33.68,34.09,33.67,34.01,22655.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-01 17:00:00+00:00,34.505,34.77,34.325,34.745,15464.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-04 17:00:00+00:00,34.86,35.01,34.61,34.72,24202.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-05 17:00:00+00:00,34.18,34.31,33.96,34.19,22955.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-06 17:00:00+00:00,34.58,34.665,34.25,34.315,16049.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-07 17:00:00+00:00,34.275,34.35,34.18,34.3,53308.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-08 17:00:00+00:00,34.455,34.595,34.325,34.35,32184.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-11 17:00:00+00:00,34.89,34.94,34.41,34.525,41700.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-12 17:00:00+00:00,34.17,34.515,34.155,34.395,41574.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-13 17:00:00+00:00,34.35,34.84,34.07,34.685,104911.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-14 17:00:00+00:00,35.625,35.77,35.29,35.38,63350.0,,35.48,"rgba(38, 166, 154, 1.0)",,35.48,,0,,,0.0,0.0,0.0,0.0
2023-12-15 17:00:00+00:00,34.84,34.955,34.7,34.85,29937.0,,35.27301119126995,"rgba(38, 166, 154, 1.0)",,35.27301119126995,,0,,,0.0,0.0,0.0,0.0
2023-12-18 17:00:00+00:00,34.83,35.07,34.81,34.96,14310.0,,35.22960858574124,"rgba(38, 166, 154, 1.0)",,35.22960858574124,,0,,,0.0,0.0,0.0,0.0
2023-12-19 17:00:00+00:00,34.615,34.71,34.45,34.67,45838.0,,35.044503372763714,"rgba(239, 83, 80, 1.0)",,35.044503372763714,,0,,,0.0,0.0,0.0,0.0
2023-12-20 17:00:00+00:00,34.72,34.8,34.17,34.2,22047.0,,34.962273651998494,"rgba(239, 83, 80, 1.0)",,34.962273651998494,,0,,,0.0,0.0,0.0,0.0
2023-12-21 17:00:00+00:00,34.275,34.575,34.085,34.49,20488.0,,34.9017474018132,"rgba(239, 83, 80, 1.0)",,34.9017474018132,,0,,,0.0,0.0,0.0,0.0
2023-12-22 17:00:00+00:00,34.59,34.8,34.49,34.625,16721.0,,34.881038736947026,"rgba(239, 83, 80, 1.0)",,34.881038736947026,,0,,,0.0,0.0,0.0,0.0
