date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_56,aVWAP_BoS_CHoCH_bull_133,aVWAP_BoS_CHoCH_bull_148,aVWAP_BoS_CHoCH_bull_179,aVWAP_BoS_CHoCH_bear_60,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,133.0948570963,133.6723168856,128.7831573365,130.4000447464,2326605,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,122.5273429527,132.7483812228,120.4966093605,131.8533185494,2895457,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,125.1547849939,129.2836224872,121.6707775987,121.6707775987,1987432,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,6.010171058771996,-65.02542764692998,False,False,False,True,True,
2022-01-21 00:00:00+00:00,125.7129961235,133.7300628645,124.1346060329,124.8083091204,2381888,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,11.334091499281334,-59.66397787573441,False,False,False,True,True,
2022-01-28 00:00:00+00:00,123.5186489243,128.5329247611,120.256001115,123.8651247979,3196685,,,,,,,"rgba(239, 83, 80, 0.5)",,124.10252493346665,,0,,,0.0,0.0,0.0,0.0,14.000473949839817,-56.78658498764957,False,False,False,True,True,
2022-02-04 00:00:00+00:00,128.9371466136,131.2152254823,123.7688814997,123.7688814997,2528609,,,,,,,"rgba(239, 83, 80, 0.5)",,125.81227426247648,,0,,,0.0,0.0,0.0,0.0,22.68764273693956,-48.08814308146496,False,False,False,True,True,
2022-02-11 00:00:00+00:00,136.6943564494,137.3488108773,128.9082736242,129.8803309361,3011700,,,,,,,"rgba(239, 83, 80, 0.5)",,128.74396051226765,,0,,,0.0,0.0,0.0,0.0,33.889775845879974,-37.165373991707796,False,False,False,True,True,
2022-02-18 00:00:00+00:00,142.2187217668,146.135824004,133.4317086401,137.3584352071,3338867,,,,,,,"rgba(239, 83, 80, 0.5)",,132.0207819964671,,0,,,0.0,0.0,0.0,0.0,43.998779797077276,-27.49410755506647,False,False,False,True,True,
2022-02-25 00:00:00+00:00,141.6027646582,145.2118883411,137.4546785053,143.5180062926,3906665,,,,,,,#000000,,134.31902619699235,,0,,,0.0,0.0,0.0,0.0,50.77215594192161,-21.09046683784798,False,False,False,False,True,
2022-03-04 00:00:00+00:00,152.2953950895,152.9402251875,140.2649828131,143.1907790787,4157373,,,,,,,"rgba(38, 166, 154, 0.5)",,137.24637123279237,,0,,,0.0,0.0,0.0,0.0,58.34116322190196,-13.8768648493337,False,False,True,False,True,
2022-03-11 00:00:00+00:00,152.1125328229,162.0448411983,148.3975415119,153.0845901348,6202810,,,,,,,"rgba(38, 166, 154, 0.5)",,147.70990305932932,,0,,,0.0,0.0,0.0,0.0,63.628526297987605,-8.80360492913713,False,False,True,False,True,
2022-03-18 00:00:00+00:00,149.1007963955,153.0162573931,143.9511011346,149.5717097501,6174994,,,,,,,"rgba(38, 166, 154, 0.5)",,147.04688991543682,,0,,,0.0,0.0,0.0,0.0,65.4970052478373,-6.850729100161104,False,False,True,False,True,
2022-03-25 00:00:00+00:00,152.4666552533,155.3985208487,148.7150246066,150.7306822034,2962579,,,,,,,"rgba(38, 166, 154, 0.5)",,147.51773137546118,,0,,,0.0,0.0,0.0,0.0,67.63502203783854,-4.41583539359447,False,False,True,False,True,
