date,Open,High,Low,Close,Volume,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2023-11-27 17:00:00+00:00,6.655,6.695,6.61,6.65,14949.0,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-11-28 17:00:00+00:00,6.65,6.65,6.65,6.65,0.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-11-29 17:00:00+00:00,6.65,6.65,6.65,6.65,0.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-11-30 17:00:00+00:00,6.43,6.575,6.415,6.455,68025.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-01 17:00:00+00:00,6.625,6.685,6.475,6.515,56092.0,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-04 17:00:00+00:00,6.455,6.475,6.395,6.455,18144.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-05 17:00:00+00:00,6.455,6.455,6.455,6.455,0.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-06 17:00:00+00:00,6.44,6.535,6.41,6.425,53643.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-07 17:00:00+00:00,6.415,6.475,6.39,6.4,16513.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-08 17:00:00+00:00,6.615,6.75,6.58,6.615,65517.0,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-11 17:00:00+00:00,6.615,6.615,6.615,6.615,0.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-12 17:00:00+00:00,5.885,5.915,5.81,5.835,22267.0,5.853333333333333,"rgba(239, 83, 80, 1.0)",,5.853333333333333,,0,,,0.0,0.0,0.0,0.0
2023-12-13 17:00:00+00:00,5.835,5.835,5.835,5.835,0.0,5.853333333333333,"rgba(239, 83, 80, 1.0)",,5.853333333333333,,0,,,0.0,0.0,0.0,0.0
2023-12-14 17:00:00+00:00,5.835,5.835,5.835,5.835,0.0,5.853333333333333,"rgba(239, 83, 80, 1.0)",,5.853333333333333,,0,,,0.0,0.0,0.0,0.0
