date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_54,aVWAP_BoS_CHoCH_bull_199,aVWAP_BoS_CHoCH_bull_397,aVWAP_BoS_CHoCH_bull_428,aVWAP_BoS_CHoCH_bear_241,aVWAP_BoS_CHoCH_bear_385,Peaks_Valleys_avg,color,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2023-08-14 00:00:00+00:00,20.6856479797,20.8864795135,20.6856479797,20.8864795135,6100,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2023-08-15 00:00:00+00:00,20.2839849122,20.2839849122,18.4765011081,20.2839849122,2100,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2023-08-16 00:00:00+00:00,20.2839849122,20.2839849122,20.2839849122,20.2839849122,2100,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2023-08-17 00:00:00+00:00,20.2839849122,20.2839849122,20.2839849122,20.2839849122,0,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2023-08-18 00:00:00+00:00,19.6814903108,19.6814903108,19.6814903108,19.6814903108,200,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2023-08-21 00:00:00+00:00,19.6814903108,19.6814903108,19.6814903108,19.6814903108,100,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2023-08-22 00:00:00+00:00,20.1474194692,20.1474194692,20.1474194692,20.1474194692,100,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2023-08-23 00:00:00+00:00,19.4404924703,19.480658777,19.147278431,19.480658777,2700,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2023-08-24 00:00:00+00:00,19.4404924703,19.4404924703,19.4404924703,19.4404924703,0,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2023-08-25 00:00:00+00:00,19.4404924703,19.4404924703,19.4404924703,19.4404924703,0,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2023-08-28 00:00:00+00:00,20.484816446,20.484816446,20.484816446,20.484816446,100,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2023-08-29 00:00:00+00:00,20.2438186054,20.2558684975,20.2438186054,20.2558684975,200,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
