date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_151,aVWAP_BoS_CHoCH_bull_422,aVWAP_BoS_CHoCH_bull_481,aVWAP_BoS_CHoCH_bull_560,aVWAP_BoS_CHoCH_bull_709,aVWAP_BoS_CHoCH_bull_735,aVWAP_BoS_CHoCH_bull_781,aVWAP_BoS_CHoCH_bull_858,aVWAP_BoS_CHoCH_bear_44,aVWAP_BoS_CHoCH_bear_132,aVWAP_BoS_CHoCH_bear_391,aVWAP_BoS_CHoCH_bear_754,aVWAP_BoS_CHoCH_bear_869,Peaks_Valleys_avg,color,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2022-01-03 00:00:00+00:00,133.2176592386,133.3778219123,131.1072804784,132.2001551935,811164,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-04 00:00:00+00:00,132.1530485247,133.1422885686,131.8444998444,132.9444405598,749357,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-05 00:00:00+00:00,131.5029764959,133.4861672505,131.3239711546,133.4437712486,902859,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-06 00:00:00+00:00,129.0628510544,130.6267924571,128.8838457131,129.3172270657,837291,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,130.2593604408,130.4195231145,128.7142617056,129.1382217244,632293,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,130.5891071221,130.6267924571,128.5823630331,129.1759070594,803451,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,130.7586911296,130.9235644702,129.5056537407,129.7694510857,720372,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-12 00:00:00+00:00,132.0399925197,132.2849471972,130.9518284715,131.7761951747,591487,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-13 00:00:00+00:00,128.0453470093,131.3333924884,127.9322910043,130.9848031396,657294,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,130.8623258008,130.9989351402,128.6294697019,128.6577337031,1388825,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-18 00:00:00+00:00,128.2243523506,129.8353062086,127.8569203343,128.5352563643,987493,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-19 00:00:00+00:00,128.8744243794,130.5985284558,128.7802110419,129.2795417307,681204,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-20 00:00:00+00:00,129.0816937219,131.7290885059,128.9686377169,131.2203364834,1018144,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-21 00:00:00+00:00,127.941712338,129.8636644232,127.8851843355,129.4208617369,1414849,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-24 00:00:00+00:00,125.9820749178,126.1799229266,122.1664347487,124.5123468527,1768062,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-25 00:00:00+00:00,124.6630881927,126.1563695922,122.383125425,123.2310454626,1474638,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-26 00:00:00+00:00,124.6254028577,126.5756189441,123.7303761514,125.6052215678,1572876,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-27 00:00:00+00:00,115.2982824442,117.955098562,115.0156424317,116.7491678419,2149087,,,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-28 00:00:00+00:00,114.9120077605,114.968535763,112.1515569714,112.773364999,1479663,,,,,,,,,,,,,,114.01070016496666,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-31 00:00:00+00:00,117.9645198958,117.9833625633,114.7659770873,114.7659770873,1143016,,,,,,,,,,,,,,115.27192828374766,#000000,0,,,0.0,0.0,0.0,0.0
