date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_567,aVWAP_BoS_CHoCH_bull_713,aVWAP_BoS_CHoCH_bull_785,aVWAP_BoS_CHoCH_bear_132,aVWAP_BoS_CHoCH_bear_211,aVWAP_BoS_CHoCH_bear_465,aVWAP_BoS_CHoCH_bear_573,aVWAP_BoS_CHoCH_bear_674,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,66.2788377,66.5922951563,65.3872253799,65.9305516374,2122267,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,62.4912267699,66.8012667938,61.8207760996,66.0350374562,6510991,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,60.8978180338,63.1094345309,60.8716965792,62.6653698012,3530392,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,60.297024576,61.2320855824,59.5917452993,60.8629894276,3111101,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-07 00:00:00+00:00,60.1925387572,61.0632539135,60.1054672416,60.2621959697,2041528,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-10 00:00:00+00:00,59.7310597244,60.0793457869,58.5381799602,59.957445665,3510570,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-11 00:00:00+00:00,60.9587680948,61.0023038526,59.1563877212,59.9661528166,2513098,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,7.2751799209299435,-43.33108507248089,False,False,False,True,True,
2022-01-12 00:00:00+00:00,62.9527058028,63.2574561075,61.9078476152,61.9949191308,5619302,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,19.435483573358578,-32.58831672002852,False,False,False,True,True,
2022-01-13 00:00:00+00:00,61.8468975542,63.5622064122,61.6988759777,63.3184061684,2147461,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,25.411002082502023,-28.038940925703134,False,False,False,True,True,
2022-01-14 00:00:00+00:00,62.6740769528,63.2748704106,61.6988759777,61.8207760996,2436834,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.635750721808847,-23.227466474734275,False,False,False,True,True,
2022-01-18 00:00:00+00:00,64.5983574483,64.9205220561,62.5434696793,62.9492229422,5348621,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,39.801734542863116,-16.588332347431916,False,False,False,True,True,
2022-01-19 00:00:00+00:00,64.2761928404,65.2252723608,63.8495424138,64.9988864202,3118603,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,44.53154249086988,-13.135485491023012,False,False,False,True,True,
2022-01-20 00:00:00+00:00,62.6827841043,64.6244789029,62.6740769528,64.6244789029,2104241,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,44.59014007901315,-13.135485491023012,False,False,False,True,True,
2022-01-21 00:00:00+00:00,61.6640473714,62.3954481027,61.1764468839,62.1690621621,4092378,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,43.021483101562055,-13.135485491023012,False,False,False,True,True,
2022-01-24 00:00:00+00:00,60.6278963354,61.6466330683,58.6949086883,60.1751244541,3780672,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,40.543863024570534,-13.135485491023012,False,False,False,True,True,
