date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_57,aVWAP_BoS_CHoCH_bull_98,aVWAP_BoS_CHoCH_bull_135,aVWAP_BoS_CHoCH_bull_164,aVWAP_BoS_CHoCH_bear_24,Peaks_Valleys_avg,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2021-12-31 00:00:00+00:00,16.5,17.14,16.17,17.0,2327908,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,15.09,17.24,14.0,16.6,7298591,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,11.72,14.87,11.48,14.87,7525984,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-01-21 00:00:00+00:00,9.33,11.6,9.25,11.44,10186639,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-01-28 00:00:00+00:00,8.86,9.87,8.18,8.75,11232978,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-02-04 00:00:00+00:00,10.28,11.035,8.8,8.84,6455657,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-02-11 00:00:00+00:00,10.8,11.55,10.06,10.485,5119245,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-02-18 00:00:00+00:00,9.13,11.1,8.905,10.57,4935708,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-02-25 00:00:00+00:00,9.95,9.97,8.5,8.9,3936725,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-03-04 00:00:00+00:00,8.04,10.44,7.7,9.96,9085424,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-03-11 00:00:00+00:00,7.91,8.44,7.47,8.14,6609406,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-03-18 00:00:00+00:00,9.21,9.34,7.312,7.81,3962056,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-03-25 00:00:00+00:00,7.93,9.27,7.9,9.07,5033427,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-04-01 00:00:00+00:00,7.27,8.14,7.145,7.98,6245225,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-04-08 00:00:00+00:00,7.08,8.11,6.92,7.36,6733406,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-04-15 00:00:00+00:00,6.93,7.35,6.8197,7.0,6417739,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-04-22 00:00:00+00:00,6.22,7.0,6.0805,6.78,8804603,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-04-29 00:00:00+00:00,6.35,6.79,6.01,6.12,4768837,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-05-06 00:00:00+00:00,6.23,7.55,6.17,6.36,6339249,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-05-13 00:00:00+00:00,5.94,6.08,5.34,6.06,6090057,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-05-20 00:00:00+00:00,6.11,6.365,5.75,5.91,5351325,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-05-27 00:00:00+00:00,6.19,6.28,5.55,6.12,4030431,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-06-03 00:00:00+00:00,5.82,6.27,5.6,6.24,4021152,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-06-10 00:00:00+00:00,5.0,6.13,4.96,6.01,6398189,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-06-17 00:00:00+00:00,4.41,4.88,4.06,4.78,5113219,,,,,,4.449999999999999,0,,,-1.0,0.0,4.06,39.0
2022-06-24 00:00:00+00:00,5.15,5.155,4.44,4.52,4105300,,,,,,4.6570793041702245,0,,,0.0,0.0,0.0,0.0
2022-07-01 00:00:00+00:00,4.82,5.3,4.56,5.17,4173919,,,,,,4.730710795400608,0,,,0.0,0.0,0.0,0.0
2022-07-08 00:00:00+00:00,5.51,5.6299,4.65,4.75,3239224,,,,,,4.834439198111009,0,,,0.0,0.0,0.0,0.0
2022-07-15 00:00:00+00:00,5.46,5.5,5.0,5.43,2743303,,,,,,4.903189794796189,0,,,0.0,0.0,0.0,0.0
2022-07-22 00:00:00+00:00,5.64,5.97,5.345,5.5,4270561,,,,,,5.038370384071811,0,,,0.0,0.0,0.0,0.0
2022-07-29 00:00:00+00:00,5.54,5.7,5.15,5.56,2344711,,,,,,5.076708445464862,0,,,0.0,0.0,0.0,0.0
2022-08-05 00:00:00+00:00,5.89,6.32,5.35,5.52,2521904,,,,,,5.145401056490286,0,,,0.0,0.0,0.0,0.0
2022-08-12 00:00:00+00:00,6.36,6.45,5.405,5.95,4397327,,,,,,5.269167650857598,0,,,0.0,0.0,0.0,0.0
2022-08-19 00:00:00+00:00,5.45,6.52,5.44,6.36,3601342,,,,,5.803333333333334,5.562594926897906,0,,,0.0,0.0,0.0,0.0
2022-08-26 00:00:00+00:00,5.24,5.47,5.005,5.3,1982619,,,,,5.602726678845596,5.460140652569759,0,,,0.0,0.0,0.0,0.0
2022-09-02 00:00:00+00:00,4.93,5.29,4.75,5.15,2885592,,,,,5.393969593003708,5.34434099592555,0,,,0.0,0.0,0.0,0.0
2022-09-09 00:00:00+00:00,5.35,5.46,4.77,4.92,2381784,,,,,5.349931495845473,5.3195630511586645,0,,,0.0,0.0,0.0,0.0
2022-09-16 00:00:00+00:00,5.1,5.49,4.91,5.38,2271956,,,,,5.318203969207017,5.300675592519401,0,,,0.0,0.0,0.0,0.0
2022-09-23 00:00:00+00:00,4.07,5.19,3.965,5.02,2446035,,,,,5.175257824015697,5.20713281572691,0,,,0.0,0.0,0.0,0.0
2022-09-30 00:00:00+00:00,3.68,4.34,3.66,4.03,3467746,,,,,4.941745650618367,5.045460772207875,0,,,0.0,0.0,0.0,0.0
2022-10-07 00:00:00+00:00,3.77,4.39,3.52,3.77,4919980,,,,,4.726436721866276,4.8834797896685425,0,,,0.0,0.0,0.0,0.0
2022-10-14 00:00:00+00:00,3.46,3.76,3.34,3.76,3513020,,,,,4.5721511406679625,4.762103248432853,0,,,0.0,0.0,0.0,0.0
2022-10-21 00:00:00+00:00,3.94,4.11,3.56,3.58,2747839,,,,,4.508301652180061,4.70662839122034,0,,,0.0,0.0,0.0,0.0
