date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_33,aVWAP_BoS_CHoCH_bull_50,aVWAP_BoS_CHoCH_bull_66,aVWAP_BoS_CHoCH_bull_119,aVWAP_BoS_CHoCH_bull_163,aVWAP_BoS_CHoCH_bear_20,aVWAP_BoS_CHoCH_bear_113,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,56.2597599284,57.0720951081,55.2920600969,55.4074738383,62051109,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,54.5989340858,56.2420039682,53.5092776227,55.8424948635,116958651,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,54.8043611239,56.1061433328,54.0541058542,54.3622464114,94458060,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,3.3433436481235703,-58.358359120308926,False,False,False,True,True,
2022-01-21 00:00:00+00:00,50.6243674788,53.7861575437,50.5618462064,53.5717988952,94124212,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,3.3295934258175737,-58.190022202140526,False,False,False,True,True,
2022-01-28 00:00:00+00:00,49.6686851711,50.9101790101,47.7349915297,50.1599237405,144924624,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,3.17888118078222,-58.02957206196369,False,False,False,True,True,
2022-02-04 00:00:00+00:00,49.2578310949,50.298363701,48.5790287081,49.5079161847,114616822,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,3.0196033833676146,-57.78419458082842,False,False,False,True,True,
2022-02-11 00:00:00+00:00,48.1413798008,50.3564191682,48.0252688662,49.4186000812,88669983,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,2.787444046023539,-57.55042659110319,False,False,False,True,True,
2022-02-18 00:00:00+00:00,51.0977428275,51.5264601244,47.0695865585,47.7037308935,128448278,,,,,,,,,"rgba(239, 83, 80, 0.5)",,49.897929836799996,,0,,,0.0,0.0,0.0,0.0,11.272478515809036,-49.01116260539155,False,False,False,True,True,
2022-02-25 00:00:00+00:00,50.0527444163,51.035221555,47.5250986865,50.8476577376,93604140,,,,,,,,,"rgba(239, 83, 80, 0.5)",,49.74607331974367,,0,,,0.0,0.0,0.0,0.0,16.359117838334605,-44.00049750516688,False,False,False,True,True,
2022-03-04 00:00:00+00:00,50.4725301028,50.9101790101,48.4629177735,49.490052964,93854499,,,,,,,,,"rgba(239, 83, 80, 0.5)",,49.806225925644114,,0,,,0.0,0.0,0.0,0.0,20.868226339707114,-39.6342796491701,False,False,False,True,True,
