date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_93,aVWAP_BoS_CHoCH_bear_84,aVWAP_BoS_CHoCH_bear_237,aVWAP_BoS_CHoCH_bear_325,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2024-01-08 17:00:00+00:00,34.29,34.29,34.0,34.05,6.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2024-01-09 17:00:00+00:00,34.27,34.42,34.17,34.17,15.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2024-01-10 17:00:00+00:00,34.17,34.37,34.17,34.34,11.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2024-01-11 17:00:00+00:00,34.72,34.72,34.27,34.27,36.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,92.61430246189929,43.352872215709354,False,False,True,False,False,
2024-01-12 17:00:00+00:00,34.27,34.33,33.99,34.01,11.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,75.21621077229652,28.137731547352914,False,False,True,False,False,
2024-01-15 17:00:00+00:00,34.01,34.01,34.01,34.01,0.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,63.617482979228,18.97910435618664,False,False,True,False,False,
2024-01-16 17:00:00+00:00,34.58,34.58,34.35,34.35,24.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,64.68500758932836,18.97910435618664,False,False,True,False,True,
2024-01-17 17:00:00+00:00,34.35,34.35,33.97,33.97,5.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,57.42738799775748,15.626629664633455,False,False,True,False,False,
2024-01-18 17:00:00+00:00,33.93,34.27,33.93,34.27,40.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,57.17783529549857,15.626629664633455,False,False,True,False,False,
2024-01-19 17:00:00+00:00,34.27,34.28,33.995,34.27,304.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,57.01146682732596,15.626629664633455,False,False,True,False,False,
2024-01-22 17:00:00+00:00,34.27,34.4,34.27,34.4,35.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,58.587284326551654,15.626629664633455,False,False,True,False,False,
2024-01-23 17:00:00+00:00,34.47,34.52,34.2,34.25,578.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,56.92830322571324,15.288121883700768,False,False,True,False,False,
