date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_101,aVWAP_BoS_CHoCH_bull_180,aVWAP_BoS_CHoCH_bull_548,aVWAP_BoS_CHoCH_bull_613,aVWAP_BoS_CHoCH_bull_646,aVWAP_BoS_CHoCH_bull_790,aVWAP_BoS_CHoCH_bear_90,aVWAP_BoS_CHoCH_bear_253,aVWAP_BoS_CHoCH_bear_339,aVWAP_BoS_CHoCH_bear_536,aVWAP_BoS_CHoCH_bear_674,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,76.8558515391,79.712873646,75.6817328651,78.8714219296,301699,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,77.1298125631,78.4311274268,74.3412807122,77.1591655299,332804,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,75.163163784,77.6190286773,75.094673528,77.335283331,390622,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,70.41348855936738,-68.34604576253048,False,False,True,False,True,
2022-01-06 00:00:00+00:00,75.0359675943,76.1122430456,73.751970981,75.57410532,349722,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,50.46659914003169,-68.34604576253048,False,False,False,False,True,
2022-01-07 00:00:00+00:00,74.3510650345,75.0163989498,72.5703183788,73.715084086,345198,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,36.251475777260914,-68.34604576253048,False,False,False,True,True,
2022-01-10 00:00:00+00:00,73.9303391763,74.2532218116,72.9665834313,73.6172408632,274561,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,26.384824446935472,-68.34604576253048,False,False,False,True,True,
2022-01-11 00:00:00+00:00,75.4077718411,75.4566934525,73.3530641615,73.783574342,329759,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.200751076746446,-68.34604576253048,False,False,False,True,True,
2022-01-12 00:00:00+00:00,74.6250260584,76.5134002592,74.507614191,75.6034582868,289427,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,32.017678802443385,-68.34604576253048,False,False,False,True,True,
2022-01-13 00:00:00+00:00,74.2238688448,75.6915171874,73.4313387398,75.505615064,198008,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.55049079299442,-68.34604576253048,False,False,False,True,True,
2022-01-14 00:00:00+00:00,74.9185557269,75.2610070069,73.1573777159,73.9107705317,334202,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,34.63025557179675,-68.34604576253048,False,False,False,True,True,
