date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_151,aVWAP_BoS_CHoCH_bull_216,aVWAP_BoS_CHoCH_bull_266,aVWAP_BoS_CHoCH_bull_496,aVWAP_BoS_CHoCH_bull_571,aVWAP_BoS_CHoCH_bull_609,aVWAP_BoS_CHoCH_bull_638,aVWAP_BoS_CHoCH_bull_737,aVWAP_BoS_CHoCH_bull_780,aVWAP_BoS_CHoCH_bull_858,aVWAP_BoS_CHoCH_bear_287,aVWAP_BoS_CHoCH_bear_721,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,11.3959772345,11.5871849063,11.3768564674,11.5489433719,296297,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,11.4150980017,11.7066897011,11.3768564674,11.501141454,371094,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,11.1378468777,11.6780085503,11.0804845762,11.4820206868,478612,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,68.63323500758631,-75.46705996965477,False,False,True,False,True,
2022-01-06 00:00:00+00:00,10.7458711507,11.061363809,10.7363107671,10.9561995896,578577,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,46.553797594137066,-75.46705996965477,False,False,False,True,True,
2022-01-07 00:00:00+00:00,10.7649919179,10.8223542194,10.5929050133,10.7649919179,672936,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,32.83923506948813,-75.46705996965477,False,False,False,True,True,
2022-01-10 00:00:00+00:00,11.0709241926,11.0709241926,10.6120257805,10.7076296164,633430,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,34.80114814313626,-75.46705996965477,False,False,False,True,True,
2022-01-11 00:00:00+00:00,11.5298226048,11.5298226048,10.9322986306,11.1282864941,821752,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,43.61616042984225,-75.46705996965477,False,False,False,True,True,
2022-01-12 00:00:00+00:00,11.5680641391,11.6445472078,11.3867992663,11.615866057,505861,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,49.91387392771901,-75.46705996965477,False,False,False,False,True,
2022-01-13 00:00:00+00:00,11.3099337823,11.6445472078,11.3099337823,11.5680641391,357899,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,50.052358508487046,-72.96310351482988,False,False,False,False,True,
2022-01-14 00:00:00+00:00,11.1474072613,11.3672960838,11.109165727,11.2812526315,399301,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,48.14986994018004,-69.18534742008431,False,False,False,False,True,
