date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bear_17,Peaks_Valleys_avg,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2021-12-31 00:00:00+00:00,9.19,9.75,7.91,8.08,1028584,,,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,8.05,10.13,7.5,9.17,620247,,,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,8.35,9.27,7.33,8.05,462843,,,0,,,0.0,0.0,0.0,0.0
2022-01-21 00:00:00+00:00,6.85,8.2321,6.31,8.21,295039,,,0,,,0.0,0.0,0.0,0.0
2022-01-28 00:00:00+00:00,6.12,8.0,5.84,6.78,596506,,,0,,,0.0,0.0,0.0,0.0
2022-02-04 00:00:00+00:00,5.6,6.57,5.28,6.16,361782,,,0,,,0.0,0.0,0.0,0.0
2022-02-11 00:00:00+00:00,6.68,7.5,5.29,5.81,365121,,,0,,,0.0,0.0,0.0,0.0
2022-02-18 00:00:00+00:00,5.73,6.9,5.6,6.76,164066,,,0,,,0.0,0.0,0.0,0.0
2022-02-25 00:00:00+00:00,5.27,5.76,4.81,5.71,179115,,,0,,,0.0,0.0,0.0,0.0
2022-03-04 00:00:00+00:00,3.95,5.37,3.71,5.24,723937,,,0,,,0.0,0.0,0.0,0.0
2022-03-11 00:00:00+00:00,4.05,5.0,3.74,3.99,395604,,,0,,,0.0,0.0,0.0,0.0
2022-03-18 00:00:00+00:00,4.42,4.68,3.61,4.16,345922,,,0,,,0.0,0.0,0.0,0.0
2022-03-25 00:00:00+00:00,3.64,5.1,3.41,4.59,342001,,,0,,,0.0,0.0,0.0,0.0
2022-04-01 00:00:00+00:00,3.34,4.0,3.28,3.55,293454,,,0,,,0.0,0.0,0.0,0.0
2022-04-08 00:00:00+00:00,2.79,3.55,2.645,3.44,624439,,,0,,,0.0,0.0,0.0,0.0
2022-04-15 00:00:00+00:00,2.3,3.028,2.26,2.7,294715,,,0,,,0.0,0.0,0.0,0.0
2022-04-22 00:00:00+00:00,2.17,3.13,2.12,2.39,1001776,,,0,,,0.0,0.0,0.0,0.0
2022-04-29 00:00:00+00:00,2.18,2.42,1.62,2.3,581431,,2.0733333333333337,0,,,-1.0,0.0,1.62,45.0
2022-05-06 00:00:00+00:00,2.21,2.44,2.0,2.14,436701,,2.1348124048093307,0,,,0.0,0.0,0.0,0.0
2022-05-13 00:00:00+00:00,1.96,2.65,1.86,2.21,500947,,2.1420192893193835,0,,,0.0,0.0,0.0,0.0
2022-05-20 00:00:00+00:00,1.89,2.09,1.76,1.92,317098,,2.102526441259929,0,,,0.0,0.0,0.0,0.0
2022-05-27 00:00:00+00:00,1.99,2.18,1.85,1.9,215524,,2.0924567078731258,0,,,0.0,0.0,0.0,0.0
2022-06-03 00:00:00+00:00,2.56,2.65,2.03,2.1,233560,,2.125251187209397,0,,,0.0,0.0,0.0,0.0
2022-06-10 00:00:00+00:00,2.6,3.2617,2.35,2.56,485399,,2.2324659020233444,0,,,0.0,0.0,0.0,0.0
2022-06-17 00:00:00+00:00,2.02,2.67,2.0099,2.47,270225,,2.2325400232498103,0,,,0.0,0.0,0.0,0.0
2022-06-24 00:00:00+00:00,2.25,2.31,1.78,2.11,949910,,2.204165820410887,0,,,0.0,0.0,0.0,0.0
2022-07-01 00:00:00+00:00,2.14,2.31,1.8748,2.27,221716,,2.19911838509937,0,,,0.0,0.0,0.0,0.0
2022-07-08 00:00:00+00:00,3.09,3.13,1.92,1.92,316308,,2.2350328921366325,0,,,0.0,0.0,0.0,0.0
2022-07-15 00:00:00+00:00,3.3,3.45,2.65,3.05,257604,,2.283379180555779,0,,,0.0,0.0,0.0,0.0
2022-07-22 00:00:00+00:00,3.16,3.59,3.035,3.42,158197,,2.3146782784521354,0,,,0.0,0.0,0.0,0.0
2022-07-29 00:00:00+00:00,3.34,3.5616,3.0,3.22,112237,,2.336559342875096,0,,,0.0,0.0,0.0,0.0
2022-08-05 00:00:00+00:00,3.48,3.84,3.25,3.42,177465,3.523333333333333,2.950064592790941,0,,,0.0,0.0,0.0,0.0
2022-08-12 00:00:00+00:00,2.14,3.62,2.0,3.57,1033849,2.7238941320472367,2.5676526510818434,0,,,0.0,0.0,0.0,0.0
2022-08-19 00:00:00+00:00,2.04,2.25,1.88,2.25,530489,2.5206812366266447,2.452206118936484,0,,,0.0,0.0,0.0,0.0
2022-08-26 00:00:00+00:00,1.81,2.15,1.78,1.93,455340,2.394813328035544,2.374508525675708,0,,,0.0,0.0,0.0,0.0
2022-09-02 00:00:00+00:00,1.96,2.09,1.78,1.78,568570,2.3019989324030847,2.313169625258391,0,,,0.0,0.0,0.0,0.0
2022-09-09 00:00:00+00:00,2.18,2.455,1.84,1.98,295033,2.288150644211139,2.303228732330238,0,,,0.0,0.0,0.0,0.0
2022-09-16 00:00:00+00:00,1.83,2.35,1.77,2.22,542460,2.2422606233633786,2.269792475028538,0,,,0.0,0.0,0.0,0.0
2022-09-23 00:00:00+00:00,1.75,1.94,1.65,1.81,115032,2.227959558174239,2.259251161368451,0,,,0.0,0.0,0.0,0.0
2022-09-30 00:00:00+00:00,1.72,1.875,1.63,1.77,161096,2.2077654115371352,2.2442066924611828,0,,,0.0,0.0,0.0,0.0
2022-10-07 00:00:00+00:00,1.75,1.9,1.71,1.73,70832,2.2002145222082654,2.2384888921528523,0,,,0.0,0.0,0.0,0.0
2022-10-14 00:00:00+00:00,1.88,1.91,1.7,1.73,35572,2.1969104236990327,2.235958098314445,0,,,0.0,0.0,0.0,0.0
2022-10-21 00:00:00+00:00,1.83,2.0,1.75,1.92,111661,2.1877290491683468,2.2288363501080974,0,,,0.0,0.0,0.0,0.0
2022-10-28 00:00:00+00:00,1.82,1.98,1.75,1.81,71468,2.1819392699103464,2.2243148925884313,0,,,0.0,0.0,0.0,0.0
2022-11-04 00:00:00+00:00,1.72,1.94,1.7,1.83,38775,2.1782966845404945,2.2214890704233117,0,,,0.0,0.0,0.0,0.0
2022-11-11 00:00:00+00:00,1.55,1.85,1.51,1.71,117899,2.163533759515092,2.210161798124897,0,,,0.0,0.0,0.0,0.0
2022-11-18 00:00:00+00:00,1.37,1.6,1.37,1.46,49248,2.1554638227504617,2.204011772313608,0,,,0.0,0.0,0.0,0.0
