date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_17,aVWAP_BoS_CHoCH_bull_48,aVWAP_BoS_CHoCH_bull_78,aVWAP_BoS_CHoCH_bull_133,aVWAP_BoS_CHoCH_bull_152,aVWAP_BoS_CHoCH_bear_41,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,157.4135812909,158.0832256451,152.8486817495,153.2542410063,4694822,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,152.5657334309,157.1589278041,151.5565510943,157.0080220341,9309662,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,147.7461804027,151.775647409,146.3007860748,150.9057699613,9493630,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-21 00:00:00+00:00,142.7945848259,148.3450876773,142.5587945603,146.5766606855,8374233,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-28 00:00:00+00:00,139.493521108,142.190961746,135.8623510183,141.2100742413,16232365,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-04 00:00:00+00:00,136.7866488593,142.6531106665,134.8531686817,139.1256882937,13056984,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-11 00:00:00+00:00,134.5324939205,139.1068250724,133.4384270883,137.3997035498,9206678,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-18 00:00:00+00:00,134.2401139912,135.8057613545,132.5801505216,134.4004513718,9920800,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-25 00:00:00+00:00,136.9092597974,137.2582293904,130.7032600077,134.1646611062,9282032,,,,,,,,"rgba(239, 83, 80, 0.5)",,134.95691639850003,,0,,,0.0,0.0,0.0,0.0,3.952357558082663,-46.26378699587498,False,False,False,True,True,
2022-03-04 00:00:00+00:00,148.8496788456,149.0194478368,135.0229376729,135.6925820271,12453049,,,,,,,,"rgba(239, 83, 80, 0.5)",,140.30849235581118,,0,,,0.0,0.0,0.0,0.0,16.59081828327514,-34.4786005070597,False,False,False,True,True,
2022-03-11 00:00:00+00:00,142.8606061002,149.4344387042,139.4557946655,148.2743505976,11299536,,,,,,,,"rgba(239, 83, 80, 0.5)",,141.5427690357327,,0,,,0.0,0.0,0.0,0.0,23.18895275007553,-28.87787993753977,False,False,False,True,True,
2022-03-18 00:00:00+00:00,147.4395798023,148.1783404642,142.5399313391,143.5679768969,9939382,,,,,,,,"rgba(239, 83, 80, 0.5)",,142.58584402824633,,0,,,0.0,0.0,0.0,0.0,30.078253377879747,-23.096688692179956,False,False,False,True,True,
2022-03-25 00:00:00+00:00,148.0173285251,149.0155078349,145.232769107,147.7900175522,6513016,,,,,,,,"rgba(239, 83, 80, 0.5)",,143.22231613490462,,0,,,0.0,0.0,0.0,0.0,35.25192479410462,-19.004740207619196,False,False,False,True,True,
2022-04-01 00:00:00+00:00,151.3606940849,152.6582608886,147.7616036806,148.2919959507,7115662,,,,,,,,"rgba(239, 83, 80, 0.5)",,144.14896827972788,,0,,,0.0,0.0,0.0,0.0,40.34292016098666,-14.953842378766922,False,False,False,True,True,
2022-04-08 00:00:00+00:00,156.4183632321,157.0245258265,149.8452875989,151.2091534363,7558666,,,,,,,,"rgba(239, 83, 80, 0.5)",,145.36007589162156,,0,,,0.0,0.0,0.0,0.0,45.756462284657374,-10.54991610285483,False,False,False,True,True,
