date,Open,High,Low,Close,Volume,aVWAP_peak_847,aVWAP_peak_834,aVWAP_peak_790,aVWAP_peak_756,aVWAP_peak_725,aVWAP_peak_696,aVWAP_peak_634,aVWAP_peak_608,aVWAP_peak_573,aVWAP_peak_522,aVWAP_peak_500,aVWAP_peak_475,aVWAP_peak_433,aVWAP_peak_408,aVWAP_peak_386,aVWAP_peak_366,aVWAP_peak_314,aVWAP_peak_282,aVWAP_peak_228,aVWAP_peak_204,aVWAP_peak_180,aVWAP_peak_130,aVWAP_peak_90,aVWAP_peak_36,aVWAP_peak_23,aVWAP_valley_853,aVWAP_valley_815,aVWAP_valley_762,aVWAP_valley_744,aVWAP_valley_712,aVWAP_valley_643,aVWAP_valley_589,aVWAP_valley_562,aVWAP_valley_510,aVWAP_valley_488,aVWAP_valley_444,aVWAP_valley_403,aVWAP_valley_339,aVWAP_valley_300,aVWAP_valley_257,aVWAP_valley_215,aVWAP_valley_197,aVWAP_valley_140,aVWAP_valley_108,aVWAP_valley_69,aVWAP_OB_bull_815,aVWAP_OB_bull_589,aVWAP_OB_bull_510,aVWAP_OB_bull_403,aVWAP_OB_bull_140,aVWAP_OB_bull_7,aVWAP_OB_bear_282,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-04 14:00:00+00:00,152.8,152.8,148.175,150.18,132269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,132269.0,False,False,False,False
2025-04-04 15:00:00+00:00,150.16,152.365,149.8,150.56,93881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,93881.0,1455.5193798449611,False,False,False,False,131673.83720930232,False,False,False,False
2025-04-04 16:00:00+00:00,150.555,151.44,149.66,149.86,49679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,77.51605995717348,-28.693790149892813,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,44202.0,2118.2555134907757,False,False,False,False,130402.59942311159,False,False,False,False
2025-04-04 17:00:00+00:00,149.795,151.17,148.575,150.755,54513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.59882605529461,-28.693790149892813,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,98715.0,3615.8794590180505,False,False,False,False,129226.01648631916,False,False,False,False
2025-04-04 18:00:00+00:00,150.75,151.07,148.54,149.255,48654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,60.43304940760351,-28.693790149892813,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,50061.0,4335.958847250329,False,False,False,False,127976.83793614367,False,False,False,False
2025-04-04 19:00:00+00:00,149.235,151.11,147.53,147.83,141055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.79396063175512,-28.693790149892813,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-90994.0,2857.9749891534248,False,False,False,False,128179.60013868407,False,False,False,False
2025-04-07 14:00:00+00:00,146.33,154.89,146.065,150.44,160319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.003414409127885,-28.693790149892813,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,69325.0,3888.4715009494957,False,False,False,False,128677.88540785175,False,False,False,False
2025-04-07 15:00:00+00:00,150.45,151.235,145.11,147.265,136274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.87,,,#000000,,,,44.93800702356522,-28.693790149892813,False,False,False,True,True,,1.0,151.235,145.11,0.0,0,,,False,False,False,False,,,False,False,False,False,-66949.0,2790.2161288417515,False,False,False,False,128795.65462633465,False,False,False,False
2025-04-07 16:00:00+00:00,147.245,148.81,145.73,147.07,77418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.62847481421858,,,#000000,,,,41.27915106106571,-28.693790149892813,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-144367.0,508.70890203800354,False,False,False,False,127999.10184143022,False,False,False,False
2025-04-07 17:00:00+00:00,147.07,151.115,147.035,150.89,84770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.21115465285362,,,#000000,,,,46.516774525992915,-28.693790149892813,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59597.0,-423.16255380754694,False,False,False,False,127328.88320822974,False,False,False,False
