date,Open,High,Low,Close,Volume,aVWAP_peak_857,aVWAP_peak_834,aVWAP_peak_804,aVWAP_peak_784,aVWAP_peak_759,aVWAP_peak_743,aVWAP_peak_720,aVWAP_peak_702,aVWAP_peak_677,aVWAP_peak_642,aVWAP_peak_596,aVWAP_peak_564,aVWAP_peak_544,aVWAP_peak_517,aVWAP_peak_488,aVWAP_peak_474,aVWAP_peak_414,aVWAP_peak_364,aVWAP_peak_363,aVWAP_peak_325,aVWAP_peak_295,aVWAP_peak_253,aVWAP_peak_232,aVWAP_peak_194,aVWAP_peak_179,aVWAP_peak_161,aVWAP_peak_114,aVWAP_peak_95,aVWAP_peak_26,aVWAP_peak_23,aVWAP_valley_847,aVWAP_valley_816,aVWAP_valley_779,aVWAP_valley_755,aVWAP_valley_731,aVWAP_valley_715,aVWAP_valley_689,aVWAP_valley_685,aVWAP_valley_666,aVWAP_valley_618,aVWAP_valley_576,aVWAP_valley_552,aVWAP_valley_528,aVWAP_valley_527,aVWAP_valley_504,aVWAP_valley_470,aVWAP_valley_430,aVWAP_valley_390,aVWAP_valley_324,aVWAP_valley_282,aVWAP_valley_245,aVWAP_valley_227,aVWAP_valley_209,aVWAP_valley_180,aVWAP_valley_143,aVWAP_valley_125,aVWAP_valley_92,aVWAP_valley_42,aVWAP_OB_bull_390,aVWAP_OB_bull_324,aVWAP_OB_bear_857,aVWAP_OB_bear_784,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-19 14:00:00+00:00,15.5,15.5,15.405,15.465,1293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1293.0,False,False,False,False
2025-03-19 15:00:00+00:00,15.465,15.5,15.445,15.47,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,555.0,8.604651162790697,False,False,False,False,1281.5581395348838,False,False,False,False
2025-03-19 16:00:00+00:00,15.47,15.48,15.36,15.37,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.08510638297892,-61.702127659573776,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-409.0,2.1301604470885165,False,False,False,False,1276.634757526591,False,False,False,False
2025-03-19 17:00:00+00:00,15.37,15.37,15.3,15.35,1873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.557102285954024,-61.702127659573776,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2282.0,-33.28271025751751,False,False,False,False,1285.8807302781167,False,False,False,False
2025-03-19 18:00:00+00:00,15.35,15.44,15.335,15.43,1021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.477305358418526,-61.702127659573776,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1261.0,-52.31708684267227,False,False,False,False,1281.7740522893087,False,False,False,False
2025-03-19 19:00:00+00:00,15.43,15.505,15.4,15.5,2609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.863792304002146,-61.702127659573776,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1348.0,-30.606744411002932,False,False,False,False,1302.3511987654433,False,False,False,False
2025-03-20 14:00:00+00:00,15.54,15.68,15.54,15.68,1003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,61.282425234632946,-53.771064133774296,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2351.0,6.317391161260677,False,False,False,False,1297.7100949086148,False,False,False,False
2025-03-20 15:00:00+00:00,15.68,15.705,15.585,15.7,3363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.92769406612456,-41.99265893143491,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5714.0,94.80859439907059,False,False,False,False,1329.7300934371633,False,False,False,False
2025-03-20 16:00:00+00:00,15.7,15.72,15.685,15.71,1315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.54660172440117,-32.153620641741,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7029.0,202.31543789675942,False,False,False,False,1329.5017198955018,False,False,False,False
2025-03-20 17:00:00+00:00,15.71,15.75,15.69,15.695,2924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,74.30620146029555,-25.041088380683306,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4105.0,262.8221752937089,False,False,False,False,1354.2226234630132,False,False,False,False
