date,Open,High,Low,Close,Volume,aVWAP_peak_840,aVWAP_peak_798,aVWAP_peak_750,aVWAP_peak_690,aVWAP_peak_654,aVWAP_peak_641,aVWAP_peak_600,aVWAP_peak_571,aVWAP_peak_552,aVWAP_peak_497,aVWAP_peak_442,aVWAP_peak_415,aVWAP_peak_395,aVWAP_peak_356,aVWAP_peak_313,aVWAP_peak_258,aVWAP_peak_229,aVWAP_peak_204,aVWAP_peak_160,aVWAP_peak_129,aVWAP_peak_128,aVWAP_peak_90,aVWAP_peak_48,aVWAP_valley_813,aVWAP_valley_782,aVWAP_valley_733,aVWAP_valley_696,aVWAP_valley_667,aVWAP_valley_645,aVWAP_valley_618,aVWAP_valley_564,aVWAP_valley_521,aVWAP_valley_480,aVWAP_valley_424,aVWAP_valley_409,aVWAP_valley_370,aVWAP_valley_336,aVWAP_valley_293,aVWAP_valley_216,aVWAP_valley_183,aVWAP_valley_144,aVWAP_valley_107,aVWAP_valley_78,aVWAP_valley_40,aVWAP_valley_23,aVWAP_OB_bull_618,aVWAP_OB_bull_336,aVWAP_OB_bull_293,aVWAP_OB_bear_798,aVWAP_OB_bear_690,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-11 14:00:00+00:00,75.09,75.29,73.54,73.61,9146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9146.0,False,False,False,False
2025-04-11 15:00:00+00:00,73.89,74.36,73.5,74.24,12325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12325.0,191.08527131782947,False,False,False,False,9195.286821705427,False,False,False,False
2025-04-11 16:00:00+00:00,74.24,74.9,74.08,74.76,7209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19534.0,490.97542215011117,False,False,False,False,9164.491677182863,False,False,False,False
2025-04-11 17:00:00+00:00,74.77,76.61,74.71,75.95,6372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,25906.0,885.0068109539855,False,False,False,False,9121.197232575376,False,False,False,False
2025-04-11 18:00:00+00:00,76.01,76.235,75.445,75.99,10101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36007.0,1429.5338371407452,False,False,False,False,9136.387973155603,False,False,False,False
2025-04-11 19:00:00+00:00,75.99,76.945,75.99,76.92,39801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,75808.0,2582.688351293602,False,False,False,False,9611.808314657066,False,False,False,False
2025-04-14 14:00:00+00:00,78.52,79.65,78.47,79.58,8390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,84198.0,3848.0420202657942,False,False,False,False,9592.86555008874,False,False,False,False
2025-04-14 15:00:00+00:00,79.49,79.62,78.58,78.66,6383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,94.31001541808112,44.87901387627301,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77815.0,4994.816562587255,False,False,False,False,9543.100192723023,False,False,False,False
2025-04-14 16:00:00+00:00,78.635,79.395,78.37,79.07,7373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,90.96526158688039,42.21013450310748,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,85188.0,6238.121732159546,False,False,False,False,9509.455228494759,False,False,False,False
2025-04-14 17:00:00+00:00,79.08,79.64,78.94,79.41,9688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,89.09450751449495,40.90922057445404,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,94876.0,7612.352402978778,False,False,False,False,9512.223364487088,False,False,False,False
2025-04-14 18:00:00+00:00,79.45,80.01,79.4,79.915,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.3488336079231,40.530223228129486,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,103076.0,9092.40895487058,False,False,False,False,9491.878816200468,False,False,False,False
2025-04-14 19:00:00+00:00,79.96,80.36,79.57,79.72,26909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,79.88333333333334,,86.61502226977665,39.11721043754768,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,76167.0,10132.325095105145,False,False,False,False,9761.911702771004,False,False,False,False
2025-04-15 14:00:00+00:00,79.71,80.18,79.47,79.57,4530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,79.86268064081767,,84.47116519463526,37.292962613650985,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,71637.0,11085.885946343826,False,False,False,False,9680.796792650523,False,False,False,False
2025-04-15 15:00:00+00:00,79.605,79.77,79.28,79.6,4170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,79.82606410364421,,83.09448551458343,36.145628925640295,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,75807.0,12089.31407120671,False,False,False,False,9595.35808268695,False,False,False,False
2025-04-15 16:00:00+00:00,79.6,79.64,79.03,79.22,3409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,79.77981068566645,,79.44946853351043,32.88984934113866,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,72398.0,13024.33245769963,False,False,False,False,9499.445554273198,False,False,False,False
2025-04-15 17:00:00+00:00,79.22,79.33,79.0,79.14,4724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,79.71251306905644,,76.45297610292391,30.304502855111338,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,67674.0,13871.614125022115,False,False,False,False,9425.40763870307,False,False,False,False
2025-04-15 18:00:00+00:00,79.145,79.26,78.91,79.12,7725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,79.62007687774043,,74.30076760332277,28.47658753990069,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59949.0,14585.992200603168,False,False,False,False,9399.04472957589,False,False,False,False
2025-04-15 19:00:00+00:00,79.12,79.28,78.965,79.115,17632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,79.49247220172025,,72.82286140933871,27.18698680586185,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,42317.0,15015.930306020173,False,False,False,False,9526.687446946806,False,False,False,False
2025-04-16 14:00:00+00:00,78.98,79.05,78.07,78.19,2419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,79.4567610018923,,65.37029069680268,20.425623643083426,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,39898.0,15401.698828407456,False,False,False,False,9416.49074234298,False,False,False,False
2025-04-16 15:00:00+00:00,78.28,78.93,78.28,78.685,3862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,79.41448832581588,,62.76695357731361,18.322779749536906,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43760.0,15841.362412463155,False,False,False,False,9330.374606802778,False,False,False,False
