date,Open,High,Low,Close,Volume,aVWAP_peak_876,aVWAP_peak_825,aVWAP_peak_799,aVWAP_peak_771,aVWAP_peak_743,aVWAP_peak_715,aVWAP_peak_689,aVWAP_peak_655,aVWAP_peak_626,aVWAP_peak_598,aVWAP_peak_552,aVWAP_peak_516,aVWAP_peak_474,aVWAP_peak_455,aVWAP_peak_439,aVWAP_peak_420,aVWAP_peak_383,aVWAP_peak_356,aVWAP_peak_341,aVWAP_peak_249,aVWAP_peak_196,aVWAP_peak_145,aVWAP_peak_96,aVWAP_peak_48,aVWAP_valley_863,aVWAP_valley_831,aVWAP_valley_791,aVWAP_valley_756,aVWAP_valley_721,aVWAP_valley_662,aVWAP_valley_639,aVWAP_valley_544,aVWAP_valley_480,aVWAP_valley_457,aVWAP_valley_409,aVWAP_valley_372,aVWAP_valley_349,aVWAP_valley_303,aVWAP_valley_275,aVWAP_valley_262,aVWAP_valley_212,aVWAP_valley_181,aVWAP_valley_141,aVWAP_valley_102,aVWAP_valley_40,aVWAP_valley_23,aVWAP_OB_bull_791,aVWAP_OB_bull_721,aVWAP_OB_bull_262,aVWAP_OB_bull_212,aVWAP_OB_bear_6,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-11 14:00:00+00:00,57.03,57.375,56.55,56.56,105858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,105858.0,False,False,False,False
2025-04-11 15:00:00+00:00,56.555,57.075,56.29,57.065,77815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77815.0,1206.4341085271317,False,False,False,False,105423.22480620154,False,False,False,False
2025-04-11 16:00:00+00:00,57.065,57.42,56.825,57.275,49482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,127297.0,3161.326602968571,False,False,False,False,104555.91899525268,False,False,False,False
2025-04-11 17:00:00+00:00,57.29,57.755,56.95,57.7,46909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,174206.0,5813.182004472934,False,False,False,False,103662.16831315572,False,False,False,False
2025-04-11 18:00:00+00:00,57.7,57.8,57.305,57.36,38776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,90.84826868118473,41.763441813066265,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,135430.0,7822.745074171028,False,False,False,False,102656.1812075254,False,False,False,False
2025-04-11 19:00:00+00:00,57.375,57.65,57.28,57.33,128067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.10556981081784,36.24411670886498,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7363.0,7815.617243563725,False,False,False,False,103050.14739035445,False,False,False,False
2025-04-14 14:00:00+00:00,57.84,58.155,57.7,57.925,54428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.92666666666666,,#000000,,,,83.25199124291241,36.17331333217419,False,False,True,False,False,,-1.0,58.155,57.7,84.0,0,,,False,False,False,False,,,False,False,False,False,61791.0,8652.444883198397,False,False,False,False,102296.31564786834,False,False,False,False
2025-04-14 15:00:00+00:00,57.935,58.02,57.225,57.255,37710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.752041647673416,,#000000,,,,73.97899242948297,28.21173763889459,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24081.0,8891.647288110049,False,False,False,False,101294.9774207696,False,False,False,False
2025-04-14 16:00:00+00:00,57.25,57.52,57.095,57.22,52796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.57948100514717,,#000000,,,,67.45569265543725,23.010768830772875,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28715.0,8308.598492945552,False,False,False,False,100543.05529021504,False,False,False,False
2025-04-14 17:00:00+00:00,57.22,57.65,57.2,57.595,45665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.55604598310239,,#000000,,,,65.8741729657612,22.211489881242386,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16950.0,8442.573710109185,False,False,False,False,99692.23272757605,False,False,False,False
