date,Open,High,Low,Close,Volume,aVWAP_peak_411,aVWAP_peak_386,aVWAP_peak_347,aVWAP_peak_302,aVWAP_peak_250,aVWAP_peak_228,aVWAP_peak_155,aVWAP_peak_121,aVWAP_peak_100,aVWAP_peak_52,aVWAP_valley_382,aVWAP_valley_362,aVWAP_valley_335,aVWAP_valley_315,aVWAP_valley_282,aVWAP_valley_259,aVWAP_valley_213,aVWAP_valley_187,aVWAP_valley_133,aVWAP_valley_44,aVWAP_valley_17,aVWAP_OB_bear_302,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-20 17:00:00+00:00,6.46,6.485,6.305,6.33,5143.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5143.0,False,False,False,False
2023-11-21 17:00:00+00:00,6.33,6.34,6.265,6.27,2613.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2613.0,-40.51162790697674,False,False,False,False,5103.775193798449,False,False,False,False
2023-11-22 17:00:00+00:00,6.14,6.24,6.105,6.225,1103.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3716.0,-97.4959437533802,False,False,False,False,5041.7476714139775,False,False,False,False
2023-11-23 17:00:00+00:00,6.225,6.225,6.225,6.225,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3716.0,-153.59678183472315,False,False,False,False,4963.58104084942,False,False,False,False
2023-11-24 17:00:00+00:00,6.315,6.39,6.31,6.385,230.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.437673130193886,-29.806094182825504,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3486.0,-205.2619480078282,False,False,False,False,4890.1921875029175,False,False,False,False
2023-11-27 17:00:00+00:00,6.25,6.3,6.22,6.285,1693.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.188038341875895,-24.177025880123328,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5179.0,-282.37416586817193,False,False,False,False,4840.623316378841,False,False,False,False
2023-11-28 17:00:00+00:00,6.365,6.415,6.27,6.4,2657.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.670095226401244,-15.926202136917638,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2522.0,-317.0970470175026,False,False,False,False,4806.768691318704,False,False,False,False
2023-11-29 17:00:00+00:00,6.5,6.51,6.34,6.34,2000.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.63814888205923,-13.519091162737283,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4522.0,-382.2893408621925,False,False,False,False,4763.252897654848,False,False,False,False
2023-11-30 17:00:00+00:00,6.245,6.39,6.24,6.32,4084.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.36796383403595,-12.634971420312056,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8606.0,-509.78873092634456,False,False,False,False,4752.721844978029,False,False,False,False
2023-12-01 17:00:00+00:00,6.54,6.555,6.345,6.405,5797.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,6.435,,50.8637439073726,-8.769896878248105,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2809.0,-545.4354172685718,False,False,False,False,4768.912203970618,False,False,False,False
