date,Open,High,Low,Close,Volume,aVWAP_peak_428,aVWAP_peak_374,aVWAP_peak_339,aVWAP_peak_299,aVWAP_peak_258,aVWAP_peak_188,aVWAP_peak_169,aVWAP_peak_147,aVWAP_peak_117,aVWAP_peak_89,aVWAP_peak_25,aVWAP_valley_426,aVWAP_valley_403,aVWAP_valley_358,aVWAP_valley_331,aVWAP_valley_287,aVWAP_valley_201,aVWAP_valley_178,aVWAP_valley_126,aVWAP_valley_72,aVWAP_valley_55,aVWAP_valley_20,aVWAP_OB_bear_299,aVWAP_OB_bear_147,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-06 17:00:00+00:00,22.3,22.5,21.88,21.925,17726.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,17726.0,False,False,False,False
2023-12-07 17:00:00+00:00,21.705,22.005,21.685,21.895,24558.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24558.0,-380.74418604651163,False,False,False,False,17831.922480620153,False,False,False,False
2023-12-08 17:00:00+00:00,21.785,22.1,21.69,22.04,19737.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.155339805825065,-92.2330097087376,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4821.0,-449.5853614566432,False,False,False,False,17861.458566191934,False,False,False,False
2023-12-11 17:00:00+00:00,22.11,22.45,22.07,22.38,15024.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.49954984548732,-69.30768669245906,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10203.0,-284.42899926351697,False,False,False,False,17817.46696051454,False,False,False,False
2023-12-12 17:00:00+00:00,22.11,22.17,21.71,21.775,22532.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.98838775419546,-69.30768669245906,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12329.0,-471.1665341586562,False,False,False,False,17890.560496010436,False,False,False,False
2023-12-13 17:00:00+00:00,21.46,22.46,21.34,22.425,34549.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.895845281461675,-60.20891065581654,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22220.0,-119.36550262131266,False,False,False,False,18148.83087591725,False,False,False,False
2023-12-14 17:00:00+00:00,23.745,23.86,23.07,23.265,42704.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,61.241830292012025,-47.684121081153236,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64924.0,889.0587687371573,False,False,False,False,18529.531172414656,False,False,False,False
2023-12-15 17:00:00+00:00,23.365,23.46,23.02,23.33,25864.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.03816973557159,-37.435942605990746,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,90788.0,2282.8408033303795,False,False,False,False,18643.24386741598,False,False,False,False
2023-12-18 17:00:00+00:00,23.425,23.925,23.355,23.73,22407.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.18061796576487,-27.779597724928415,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,113195.0,4002.409162968668,False,False,False,False,18701.596675673096,False,False,False,False
2023-12-19 17:00:00+00:00,24.03,24.315,23.83,24.24,24616.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.80538844230887,-18.730001811854898,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,137811.0,6076.960958891634,False,False,False,False,18793.292851244056,False,False,False,False
2023-12-20 17:00:00+00:00,24.25,24.41,23.52,23.53,19511.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.82,,72.92466689045885,-18.345491629344473,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,118300.0,7816.853037048353,False,False,False,False,18804.420093860426,False,False,False,False
2023-12-21 17:00:00+00:00,23.69,23.96,23.52,23.88,12216.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.80716550572068,,71.71542841320648,-15.295099303539267,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,130516.0,9719.165393063107,False,False,False,False,18702.2740458936,False,False,False,False
2023-12-22 17:00:00+00:00,23.96,24.02,23.605,23.92,7299.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.81486508994004,,71.0630611423089,-11.806118478899933,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,137815.0,11705.147324953601,False,False,False,False,18525.479099445638,False,False,False,False
2023-12-25 17:00:00+00:00,23.92,23.92,23.92,23.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.81486508994004,,70.62814962837717,-8.319291178232845,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,137815.0,13660.338839295406,False,False,False,False,18238.262369221673,False,False,False,False
