date,Open,High,Low,Close,Volume,aVWAP_peak_830,aVWAP_peak_793,aVWAP_peak_758,aVWAP_peak_725,aVWAP_peak_701,aVWAP_peak_659,aVWAP_peak_624,aVWAP_peak_568,aVWAP_peak_498,aVWAP_peak_482,aVWAP_peak_443,aVWAP_peak_389,aVWAP_peak_326,aVWAP_peak_293,aVWAP_peak_266,aVWAP_peak_265,aVWAP_peak_233,aVWAP_peak_218,aVWAP_peak_145,aVWAP_peak_108,aVWAP_peak_42,aVWAP_valley_814,aVWAP_valley_779,aVWAP_valley_741,aVWAP_valley_740,aVWAP_valley_721,aVWAP_valley_685,aVWAP_valley_684,aVWAP_valley_647,aVWAP_valley_646,aVWAP_valley_613,aVWAP_valley_606,aVWAP_valley_591,aVWAP_valley_590,aVWAP_valley_558,aVWAP_valley_520,aVWAP_valley_446,aVWAP_valley_445,aVWAP_valley_363,aVWAP_valley_362,aVWAP_valley_311,aVWAP_valley_234,aVWAP_valley_205,aVWAP_valley_186,aVWAP_valley_165,aVWAP_valley_135,aVWAP_valley_96,aVWAP_valley_33,aVWAP_OB_bull_814,aVWAP_OB_bull_779,aVWAP_OB_bull_685,aVWAP_OB_bull_363,aVWAP_OB_bull_234,aVWAP_OB_bear_568,aVWAP_OB_bear_108,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,21.89,21.89,21.31,21.38,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,220.0,False,False,False,False
2025-03-13 15:00:00+00:00,21.38,21.58,21.38,21.51,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8.0,0.12403100775193798,False,False,False,False,216.71317829457362,False,False,False,False
2025-03-13 16:00:00+00:00,21.51,21.51,20.87,21.02,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.0275229357799,-44.40366972477035,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-107.0,-1.5368066822907278,False,False,False,False,215.13622979388253,False,False,False,False
2025-03-13 17:00:00+00:00,21.02,21.02,20.81,20.895,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.84710618550992,-44.40366972477035,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-125.0,-3.4509647182242045,False,False,False,False,212.07985413816343,False,False,False,False
2025-03-13 18:00:00+00:00,20.895,20.895,20.875,20.875,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.89079473531204,-44.40366972477035,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-225.0,-6.885833482282743,False,False,False,False,210.3421819809826,False,False,False,False
2025-03-13 19:00:00+00:00,20.875,21.69,20.875,21.35,1278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.49204595343592,-44.40366972477035,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1053.0,9.546505021318541,False,False,False,False,226.89501636887434,False,False,False,False
2025-03-14 14:00:00+00:00,22.565,22.7,22.42,22.7,1759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.60511273058743,-44.40366972477035,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2812.0,52.99539641633686,False,False,False,False,250.6485820065662,False,False,False,False
2025-03-14 15:00:00+00:00,22.7,23.42,22.65,23.14,3220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.77106728832862,-37.74036744314357,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6032.0,145.69314220833164,False,False,False,False,296.68503809948766,False,False,False,False
2025-03-14 16:00:00+00:00,23.14,23.36,22.97,22.97,4023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.822512547274,-29.630407391357636,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2009.0,174.58162062370633,False,False,False,False,354.4573630901932,False,False,False,False
2025-03-14 17:00:00+00:00,22.97,23.23,22.97,23.025,3770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.70429843980983,-22.421233823112175,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5779.0,261.47182805589694,False,False,False,False,407.4115124996476,False,False,False,False
