date,Open,High,Low,Close,Volume,aVWAP_peak_414,aVWAP_peak_394,aVWAP_peak_363,aVWAP_peak_334,aVWAP_peak_285,aVWAP_peak_265,aVWAP_peak_232,aVWAP_peak_159,aVWAP_peak_111,aVWAP_peak_33,aVWAP_valley_426,aVWAP_valley_402,aVWAP_valley_325,aVWAP_valley_279,aVWAP_valley_259,aVWAP_valley_215,aVWAP_valley_142,aVWAP_valley_64,aVWAP_OB_bear_363,aVWAP_OB_bear_159,aVWAP_OB_bear_111,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-22 17:00:00+00:00,105.795,105.99,105.52,105.585,18690.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,18690.0,False,False,False,False
2024-01-23 17:00:00+00:00,104.8,105.485,104.8,105.385,20139.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20139.0,-312.2325581395349,False,False,False,False,18712.46511627907,False,False,False,False
2024-01-24 17:00:00+00:00,106.185,106.185,105.215,105.215,23451.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43590.0,-983.2056967730305,False,False,False,False,18785.93077339102,False,False,False,False
2024-01-25 17:00:00+00:00,105.135,105.64,104.825,105.64,26935.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,19.297065500714847,-32.632641049356636,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16655.0,-1226.1792518618206,False,False,False,False,18912.2729319431,False,False,False,False
2024-01-26 17:00:00+00:00,107.755,108.19,107.38,107.935,132422.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.09053667672628,-12.376340920989236,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,115767.0,587.6684884771223,False,False,False,False,20672.113661680414,False,False,False,False
2024-01-29 17:00:00+00:00,108.3,108.975,107.94,108.96,64283.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,59.826690040749156,0.6410827400477856,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,180050.0,3370.0302173379423,False,False,False,False,21348.25143436754,False,False,False,False
2024-01-30 17:00:00+00:00,108.835,109.03,108.465,108.995,93872.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,71.00799649984656,8.691695835352562,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,273922.0,7564.634400014874,False,False,False,False,22472.650636935483,False,False,False,False
2024-01-31 17:00:00+00:00,114.44,116.085,114.37,114.68,61406.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.92363238954933,15.204776409837535,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,335328.0,12646.236967456503,False,False,False,False,23076.26845651788,False,False,False,False
2024-02-01 17:00:00+00:00,114.44,115.86,114.44,115.77,68029.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,85.96081714963293,19.689361531361854,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,403357.0,18703.76817726338,False,False,False,False,23773.21003083543,False,False,False,False
2024-02-02 17:00:00+00:00,114.06,114.185,113.655,113.685,60094.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.06553291315149,19.689361531361854,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,343263.0,23735.694252034493,False,False,False,False,24336.323053613174,False,False,False,False
