date,Open,High,Low,Close,Volume,aVWAP_peak_840,aVWAP_peak_781,aVWAP_peak_743,aVWAP_peak_725,aVWAP_peak_703,aVWAP_peak_659,aVWAP_peak_616,aVWAP_peak_593,aVWAP_peak_570,aVWAP_peak_522,aVWAP_peak_509,aVWAP_peak_481,aVWAP_peak_432,aVWAP_peak_413,aVWAP_peak_375,aVWAP_peak_354,aVWAP_peak_329,aVWAP_peak_299,aVWAP_peak_263,aVWAP_peak_201,aVWAP_peak_92,aVWAP_peak_29,aVWAP_valley_869,aVWAP_valley_810,aVWAP_valley_752,aVWAP_valley_720,aVWAP_valley_676,aVWAP_valley_636,aVWAP_valley_606,aVWAP_valley_586,aVWAP_valley_557,aVWAP_valley_512,aVWAP_valley_456,aVWAP_valley_378,aVWAP_valley_331,aVWAP_valley_246,aVWAP_valley_204,aVWAP_valley_168,aVWAP_valley_113,aVWAP_valley_49,aVWAP_valley_22,aVWAP_OB_bull_810,aVWAP_OB_bull_113,aVWAP_OB_bear_593,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,78.19,78.19,77.38,77.38,7003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7003.0,False,False,False,False
2025-03-13 15:00:00+00:00,77.5,77.5,76.31,76.46,13870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13870.0,-215.03875968992247,False,False,False,False,7109.46511627907,False,False,False,False
2025-03-13 16:00:00+00:00,76.5,76.63,76.18,76.49,16849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,1.1795543905636046,-51.76933158584541,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2979.0,-165.5187789195361,False,False,False,False,7260.465657111952,False,False,False,False
2025-03-13 17:00:00+00:00,76.495,76.72,75.91,75.94,12527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,1.46825234775778,-51.39154798531429,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9548.0,-310.98360405256653,False,False,False,False,7342.117352350527,False,False,False,False
2025-03-13 18:00:00+00:00,75.92,76.17,75.55,75.7,16740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,1.5437179990857837,-51.15222207406056,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-26288.0,-713.7280442998135,False,False,False,False,7487.820959290829,False,False,False,False
2025-03-13 19:00:00+00:00,75.7,76.93,75.7,76.75,34932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,16.59709506718022,-37.39147454349725,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8644.0,-568.6469893494288,False,False,False,False,7913.3121072088,False,False,False,False
2025-03-14 14:00:00+00:00,76.915,77.28,76.605,77.08,10328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,29.107897944477152,-26.799492073522835,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18972.0,-265.69122207269356,False,False,False,False,7950.749128802461,False,False,False,False
2025-03-14 15:00:00+00:00,77.11,77.16,76.47,76.88,9382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.88309730442366,-21.69356210953739,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9590.0,-112.88980777699291,False,False,False,False,7972.939064790019,False,False,False,False
2025-03-14 16:00:00+00:00,76.93,77.095,76.73,76.955,9849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.995023121800045,-17.858094910755277,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19439.0,190.24026676218523,False,False,False,False,8002.025280839786,False,False,False,False
2025-03-14 17:00:00+00:00,76.95,77.17,76.72,76.74,10316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,42.657663321730396,-16.824527525416087,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9123.0,328.7326657271126,False,False,False,False,8037.90085788103,False,False,False,False
