date,Open,High,Low,Close,Volume,aVWAP_peak_852,aVWAP_peak_805,aVWAP_peak_766,aVWAP_peak_720,aVWAP_peak_678,aVWAP_peak_653,aVWAP_peak_589,aVWAP_peak_527,aVWAP_peak_466,aVWAP_peak_418,aVWAP_peak_382,aVWAP_peak_351,aVWAP_peak_318,aVWAP_peak_295,aVWAP_peak_245,aVWAP_peak_216,aVWAP_peak_198,aVWAP_peak_155,aVWAP_peak_133,aVWAP_peak_111,aVWAP_peak_89,aVWAP_peak_66,aVWAP_valley_875,aVWAP_valley_843,aVWAP_valley_788,aVWAP_valley_760,aVWAP_valley_732,aVWAP_valley_698,aVWAP_valley_683,aVWAP_valley_665,aVWAP_valley_610,aVWAP_valley_570,aVWAP_valley_540,aVWAP_valley_498,aVWAP_valley_468,aVWAP_valley_427,aVWAP_valley_412,aVWAP_valley_377,aVWAP_valley_305,aVWAP_valley_270,aVWAP_valley_223,aVWAP_valley_222,aVWAP_valley_191,aVWAP_valley_142,aVWAP_valley_141,aVWAP_valley_127,aVWAP_valley_96,aVWAP_valley_73,aVWAP_OB_bull_610,aVWAP_OB_bull_377,aVWAP_OB_bear_720,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-10 15:00:00+00:00,13.025,13.07,12.91,12.95,4816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4816.0,False,False,False,False
2025-01-10 16:00:00+00:00,12.95,13.01,12.91,12.94,3419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3419.0,-53.007751937984494,False,False,False,False,4794.341085271318,False,False,False,False
2025-01-10 17:00:00+00:00,12.94,12.975,12.915,12.965,1463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.59016393442646,-86.88524590163969,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1956.0,-82.5115077218917,False,False,False,False,4742.692386274863,False,False,False,False
2025-01-10 18:00:00+00:00,12.97,13.01,12.94,13.0,2415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.68254214901743,-65.44308911506518,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,459.0,-74.1159804703895,False,False,False,False,4706.60413222409,False,False,False,False
2025-01-10 19:00:00+00:00,13.0,13.06,12.98,13.025,1139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,60.96392342412783,-49.020962430833045,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1598.0,-48.191701703406714,False,False,False,False,4651.292440251624,False,False,False,False
2025-01-10 20:00:00+00:00,13.025,13.05,12.945,12.98,11567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,59.58321113779292,-47.41027344976509,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9969.0,-202.00268307234614,False,False,False,False,4758.512712495784,False,False,False,False
2025-01-13 15:00:00+00:00,12.98,12.98,12.98,12.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.66273628023631,-44.22855959843722,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9969.0,-353.42899806347253,False,False,False,False,4684.737321604377,False,False,False,False
2025-01-13 16:00:00+00:00,12.98,13.32,12.98,13.16,2507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.51210929032476,-31.523071280524604,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7462.0,-463.6394011942714,False,False,False,False,4650.973952277177,False,False,False,False
2025-01-13 17:00:00+00:00,13.16,13.18,13.11,13.17,2761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.60627157758636,-21.60900420214773,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4701.0,-529.33491435405,False,False,False,False,4621.672030536445,False,False,False,False
2025-01-13 18:00:00+00:00,13.17,13.23,13.15,13.19,3366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,78.05527106008897,-13.351554570392238,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1335.0,-541.8258459144523,False,False,False,False,4602.204247117275,False,False,False,False
2025-01-13 19:00:00+00:00,13.19,13.27,13.18,13.225,6854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.62300201699577,-6.046915588435027,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5519.0,-447.85955372973217,False,False,False,False,4637.115809177473,False,False,False,False
2025-01-13 20:00:00+00:00,13.22,13.335,13.2,13.315,23150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,85.07262108316044,0.9561594113626697,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28669.0,3.5646253978605955,False,False,False,False,4924.137269500303,False,False,False,False
2025-01-14 15:00:00+00:00,13.43,13.645,13.42,13.645,3532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.82038066501234,7.968013299426417,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32201.0,502.7496699653356,False,False,False,False,4902.5537459421585,False,False,False,False
2025-01-14 16:00:00+00:00,13.645,13.675,13.53,13.675,6329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,91.38328270311457,13.597740184317459,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,38530.0,1092.3194425240126,False,False,False,False,4924.669191741505,False,False,False,False
2025-01-14 17:00:00+00:00,13.66,13.715,13.46,13.585,36732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.25463317910888,13.597740184317459,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1798.0,1103.2602263608496,False,False,False,False,5417.80610349745,False,False,False,False
