date,Open,High,Low,Close,Volume,aVWAP_peak_875,aVWAP_peak_789,aVWAP_peak_774,aVWAP_peak_708,aVWAP_peak_672,aVWAP_peak_629,aVWAP_peak_599,aVWAP_peak_580,aVWAP_peak_504,aVWAP_peak_488,aVWAP_peak_426,aVWAP_peak_389,aVWAP_peak_347,aVWAP_peak_287,aVWAP_peak_227,aVWAP_peak_190,aVWAP_peak_149,aVWAP_peak_131,aVWAP_peak_101,aVWAP_peak_86,aVWAP_peak_70,aVWAP_peak_42,aVWAP_peak_23,aVWAP_valley_881,aVWAP_valley_858,aVWAP_valley_825,aVWAP_valley_795,aVWAP_valley_780,aVWAP_valley_779,aVWAP_valley_729,aVWAP_valley_692,aVWAP_valley_645,aVWAP_valley_620,aVWAP_valley_589,aVWAP_valley_561,aVWAP_valley_499,aVWAP_valley_469,aVWAP_valley_450,aVWAP_valley_406,aVWAP_valley_372,aVWAP_valley_337,aVWAP_valley_312,aVWAP_valley_282,aVWAP_valley_234,aVWAP_valley_216,aVWAP_valley_171,aVWAP_valley_138,aVWAP_valley_114,aVWAP_valley_80,aVWAP_valley_54,aVWAP_valley_36,aVWAP_OB_bull_692,aVWAP_OB_bull_620,aVWAP_OB_bull_372,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,73.72,73.72,71.92,72.37,8713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,8713.0,False,False,False,False
2025-04-14 15:00:00+00:00,72.4,72.425,71.45,72.07,4215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4215.0,-65.34883720930233,False,False,False,False,8643.263565891471,False,False,False,False
2025-04-14 16:00:00+00:00,72.01,72.52,71.6,72.31,5055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,15.789473684210524,-73.68421052631578,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,840.0,-51.312421128537956,False,False,False,False,8587.631572621836,False,False,False,False
2025-04-14 17:00:00+00:00,72.47,72.64,71.965,72.25,5493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.45955236421969,-64.30219234588648,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4653.0,-122.65641459941332,False,False,False,False,8539.652788550178,False,False,False,False
2025-04-14 18:00:00+00:00,72.21,72.79,71.93,72.68,4614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.679907105570905,-48.59776200999726,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-39.0,-121.35941592345343,False,False,False,False,8478.789954619167,False,False,False,False
2025-04-14 19:00:00+00:00,72.73,73.39,72.7,72.9,22188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.006027681624474,-35.663338346422,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22149.0,223.9174742459024,False,False,False,False,8691.335846795615,False,False,False,False
2025-04-15 14:00:00+00:00,72.9,72.96,71.725,72.96,1905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,60.71290999726013,-25.931055645214173,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24054.0,593.3761180560434,False,False,False,False,8586.121337542969,False,False,False,False
2025-04-15 15:00:00+00:00,72.96,73.23,72.8,72.91,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.06713835456907,-19.890235251170957,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23256.0,944.7346278536241,False,False,False,False,8465.37527029424,False,False,False,False
2025-04-15 16:00:00+00:00,72.91,73.43,72.69,72.87,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.79616473167584,-15.856397664035327,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22242.0,1274.9247886620951,False,False,False,False,8349.85007230518,False,False,False,False
2025-04-15 17:00:00+00:00,72.885,73.46,72.885,73.07,1646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.04750231897535,-10.149012165218856,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23888.0,1625.515102016171,False,False,False,False,8245.914412269442,False,False,False,False
