date,Open,High,Low,Close,Volume,aVWAP_peak_839,aVWAP_peak_823,aVWAP_peak_791,aVWAP_peak_764,aVWAP_peak_763,aVWAP_peak_717,aVWAP_peak_683,aVWAP_peak_658,aVWAP_peak_618,aVWAP_peak_594,aVWAP_peak_564,aVWAP_peak_537,aVWAP_peak_492,aVWAP_peak_414,aVWAP_peak_395,aVWAP_peak_360,aVWAP_peak_306,aVWAP_peak_271,aVWAP_peak_221,aVWAP_peak_220,aVWAP_peak_191,aVWAP_peak_153,aVWAP_peak_126,aVWAP_peak_110,aVWAP_peak_89,aVWAP_peak_42,aVWAP_valley_872,aVWAP_valley_856,aVWAP_valley_802,aVWAP_valley_779,aVWAP_valley_738,aVWAP_valley_692,aVWAP_valley_671,aVWAP_valley_643,aVWAP_valley_610,aVWAP_valley_576,aVWAP_valley_543,aVWAP_valley_474,aVWAP_valley_429,aVWAP_valley_401,aVWAP_valley_386,aVWAP_valley_343,aVWAP_valley_317,aVWAP_valley_277,aVWAP_valley_240,aVWAP_valley_168,aVWAP_valley_137,aVWAP_valley_114,aVWAP_valley_96,aVWAP_valley_72,aVWAP_valley_55,aVWAP_valley_34,aVWAP_valley_17,aVWAP_OB_bull_856,aVWAP_OB_bull_643,aVWAP_OB_bull_474,aVWAP_OB_bull_277,aVWAP_OB_bear_414,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,86.245,86.925,85.96,86.85,2352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2352.0,False,False,False,False
2025-04-14 15:00:00+00:00,86.87,86.9,86.29,86.41,1642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1642.0,-25.45736434108527,False,False,False,False,2340.9922480620157,False,False,False,False
2025-04-14 16:00:00+00:00,86.335,86.76,86.26,86.64,1063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,12.34347048300554,-68.5152057245083,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-579.0,-34.03942070789015,False,False,False,False,2321.1784147587286,False,False,False,False
2025-04-14 17:00:00+00:00,86.78,86.78,86.44,86.66,1574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.306235393216497,-59.2143702570179,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,995.0,-18.085321162031388,False,False,False,False,2309.594253289601,False,False,False,False
2025-04-14 18:00:00+00:00,86.66,87.02,86.66,86.98,1088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.10481918046678,-45.35845546582442,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2083.0,14.489645057534986,False,False,False,False,2290.654807502165,False,False,False,False
2025-04-14 19:00:00+00:00,86.98,87.005,86.25,86.275,4894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.08171626120294,-45.228645848639346,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2811.0,-29.316395951108973,False,False,False,False,2331.0167484711237,False,False,False,False
2025-04-15 14:00:00+00:00,87.03,87.11,86.61,86.91,1612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.90669051052327,-37.17589051653006,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1199.0,-47.45102547124682,False,False,False,False,2319.869201983199,False,False,False,False
2025-04-15 15:00:00+00:00,87.04,87.21,86.85,86.97,2079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.97208354938181,-30.707953647490307,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,880.0,-33.071939805025934,False,False,False,False,2316.1347957509015,False,False,False,False
2025-04-15 16:00:00+00:00,87.01,87.01,86.52,86.61,894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.856143874064216,-28.87065775114879,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14.0,-32.77625081580072,False,False,False,False,2294.0861942663914,False,False,False,False
2025-04-15 17:00:00+00:00,86.6,86.68,86.48,86.57,1792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.43189014676151,-27.098194020311425,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1806.0,-60.26809188842397,False,False,False,False,2286.301912184742,False,False,False,False
