date,Close,High,Low,Open,Volume,aVWAP_peak_192,aVWAP_peak_183,aVWAP_peak_176,aVWAP_peak_161,aVWAP_peak_154,aVWAP_peak_133,aVWAP_peak_119,aVWAP_peak_104,aVWAP_peak_88,aVWAP_peak_69,aVWAP_peak_59,aVWAP_peak_50,aVWAP_peak_32,aVWAP_peak_23,aVWAP_peak_12,aVWAP_peak_6,aVWAP_valley_189,aVWAP_valley_170,aVWAP_valley_158,aVWAP_valley_147,aVWAP_valley_136,aVWAP_valley_122,aVWAP_valley_109,aVWAP_valley_95,aVWAP_valley_76,aVWAP_valley_69,aVWAP_valley_64,aVWAP_valley_52,aVWAP_valley_44,aVWAP_valley_38,aVWAP_valley_24,aVWAP_valley_10,aVWAP_valley_4,aVWAP_OB_bull_95,aVWAP_OB_bull_69,aVWAP_OB_bear_154,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,106.5136919723,107.7040062835,103.306377023,104.3110078455,427156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,427156.0,False,False,False,False
2022-01-07 00:00:00+00:00,97.6589278194,106.8747231287,94.7896802076,106.7322108301,1143718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1143718,-84719.85185185185,False,False,False,False,480234.6666666667,False,False,False,False
2022-01-14 00:00:00+00:00,91.7399170176,96.3383138524,90.8563407663,96.3383138524,1034110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2177828,-239764.89986282578,False,False,False,False,521262.4691358025,False,False,False,False
2022-01-21 00:00:00+00:00,91.8064227569,99.0080442461,89.2887054817,91.3693850412,1110699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.1428222306581688,-49.86498836008095,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1067129,-301051.1295026165,False,False,False,False,564924.4343850024,False,False,False,False
2022-01-28 00:00:00+00:00,89.3552112211,92.8420121268,86.0489258936,88.9656776049,1131204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.4153830805,,,,89.4153830805,#000000,,89.4153830805,,0.22129276567449907,-49.796667125502665,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2198333,-441590.52731723746,False,False,False,False,606871.0688750022,False,False,False,False
2022-02-04 00:00:00+00:00,93.4215621411,96.9273646866,88.9466759651,90.0582718941,1453124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48635680394366,,,,91.48635680394366,#000000,,91.48635680394366,,6.725068911511509,-43.65605617248935,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-745209,-464080.7845529977,False,False,False,False,669556.4711805576,False,False,False,False
2022-02-11 00:00:00+00:00,101.7252787394,105.0600665266,91.3218809417,93.6590826387,2342477,,,,,,,,,,,,,,,,99.36907540256666,,,,,,,,,,,,,,,,,95.23423946111126,,,,97.30165743183896,#000000,,97.30165743183896,,18.664419154341545,-32.641732417382215,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1597268,-311388.2819935164,False,False,False,False,793476.5103523682,False,False,False,False
2022-02-18 00:00:00+00:00,97.1743860041,104.2489815312,97.0081216558,101.972300057,1064853,,,,,,,,,,,,,,,,99.40285477533678,,,,,,,,,,,,,,,,,95.98830284840531,,,,97.69557881187104,#000000,,97.69557881187104,,24.934223198745393,-27.40262306801136,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,532415,-248884.33517918183,False,False,False,False,813578.4725484891,False,False,False,False
2022-02-25 00:00:00+00:00,98.2859819332,99.1695581845,91.9964391551,96.6423400894,728912,,,,,,,,,,,,,,,,98.88847643187867,,,,,,,,,,,,,,,,,96.04206533671531,,,,97.46527088429698,#000000,,97.46527088429698,,30.106604594485244,-23.265718682817592,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1261327,-137016.82886961283,False,False,False,False,807306.8819893417,False,False,False,False
2022-03-04 00:00:00+00:00,98.0959655351,103.0363918865,96.3193122126,98.713518829,904684,,,,,,,,,,,,,,,,98.93551137839798,,,,,,,,,,,,,,,,,96.41086646255775,,,,97.67318892047786,#000000,,97.67318892047786,,33.70974724397075,-20.59971743196731,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,356643,-100449.4341385304,False,False,False,False,814520.0018419831,False,False,False,False
2022-03-11 00:00:00+00:00,88.1296054531,98.0104581559,85.2556074314,97.0223728856,1057213,,,,,,,,,,,,,,,,97.46704726691324,,,,,,,,,,,,,,,,90.46522368013333,95.68690046960491,,,,94.53972380555048,#000000,,94.53972380555048,,32.68693313562551,-20.59971743196731,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-700570,-144902.80938752816,False,False,False,False,832497.2609647991,False,False,False,False
