date,Open,High,Low,Close,Volume,aVWAP_peak_869,aVWAP_peak_833,aVWAP_peak_810,aVWAP_peak_787,aVWAP_peak_773,aVWAP_peak_759,aVWAP_peak_745,aVWAP_peak_726,aVWAP_peak_693,aVWAP_peak_655,aVWAP_peak_608,aVWAP_peak_607,aVWAP_peak_585,aVWAP_peak_556,aVWAP_peak_511,aVWAP_peak_485,aVWAP_peak_465,aVWAP_peak_410,aVWAP_peak_396,aVWAP_peak_383,aVWAP_peak_311,aVWAP_peak_256,aVWAP_peak_233,aVWAP_peak_218,aVWAP_peak_149,aVWAP_peak_101,aVWAP_peak_60,aVWAP_peak_25,aVWAP_valley_860,aVWAP_valley_820,aVWAP_valley_799,aVWAP_valley_785,aVWAP_valley_761,aVWAP_valley_739,aVWAP_valley_711,aVWAP_valley_678,aVWAP_valley_643,aVWAP_valley_620,aVWAP_valley_596,aVWAP_valley_561,aVWAP_valley_505,aVWAP_valley_477,aVWAP_valley_429,aVWAP_valley_379,aVWAP_valley_363,aVWAP_valley_265,aVWAP_valley_241,aVWAP_valley_222,aVWAP_valley_186,aVWAP_valley_70,aVWAP_valley_49,aVWAP_OB_bull_186,aVWAP_OB_bull_2,aVWAP_OB_bear_810,aVWAP_OB_bear_655,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-10 15:00:00+00:00,73.505,74.81,71.92,74.24,1698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1698.0,False,False,False,False
2025-01-10 16:00:00+00:00,74.24,74.24,72.75,73.33,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-941.0,-14.589147286821705,False,False,False,False,1686.2635658914728,False,False,False,False
2025-01-10 17:00:00+00:00,73.33,73.68,72.72,73.61,1179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.33666666666666,,,,#000000,,,,8.571428571428621,-62.85714285714293,False,False,False,True,True,,1.0,73.68,72.72,0.0,0,,,False,False,False,False,,,False,False,False,False,238.0,-10.673036476173307,False,False,False,False,1678.3990144823026,False,False,False,False
2025-01-10 18:00:00+00:00,73.75,74.92,73.695,74.885,844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.82201186356896,,,,#000000,,,,28.36187068745218,-44.188602095578865,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1082.0,6.2676307560154285,False,False,False,False,1665.4625956531195,False,False,False,False
2025-01-10 19:00:00+00:00,74.885,75.01,74.385,74.72,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.92801652892562,,,,#000000,,,,39.82442503753215,-33.688301136039726,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,806.0,18.666582217162475,False,False,False,False,1643.9205399065593,False,False,False,False
2025-01-10 20:00:00+00:00,74.72,77.145,74.72,77.145,2351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.14580931899641,,,,#000000,,,,54.39797267743611,-20.247441383129427,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3157.0,67.32291427581112,False,False,False,False,1654.8830121560698,False,False,False,False
2025-01-13 15:00:00+00:00,77.145,77.145,77.145,77.145,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.14580931899641,,,,#000000,,,,64.11367110403874,-11.24241648444037,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3157.0,115.22488459711637,False,False,False,False,1629.2259111924097,False,False,False,False
2025-01-13 16:00:00+00:00,77.145,77.145,74.0,74.08,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.14196427360856,,,,#000000,,,,57.45350530658409,-11.24241648444037,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2890.0,158.24465382816885,False,False,False,False,1608.106129623535,False,False,False,False
2025-01-13 17:00:00+00:00,74.08,77.28,74.08,77.28,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.31190936573124,,,,#000000,,,,59.65290027454142,-11.24241648444037,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3817.0,214.96954291610422,False,False,False,False,1597.5463446681313,False,False,False,False
2025-01-13 18:00:00+00:00,77.28,80.17,77.28,79.585,828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.77105190847323,,,,#000000,,,,63.80517576604413,-9.885689394672909,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4645.0,283.652185661591,False,False,False,False,1585.6153935880052,False,False,False,False
