date,Open,High,Low,Close,Volume,aVWAP_peak_357,aVWAP_peak_315,aVWAP_peak_270,aVWAP_peak_225,aVWAP_peak_188,aVWAP_peak_171,aVWAP_peak_145,aVWAP_peak_119,aVWAP_peak_78,aVWAP_valley_390,aVWAP_valley_335,aVWAP_valley_307,aVWAP_valley_288,aVWAP_valley_238,aVWAP_valley_207,aVWAP_valley_180,aVWAP_valley_159,aVWAP_valley_135,aVWAP_valley_97,aVWAP_valley_96,aVWAP_valley_58,aVWAP_OB_bull_335,aVWAP_OB_bull_288,aVWAP_OB_bull_207,aVWAP_OB_bull_97,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-31 17:00:00+00:00,2.435,2.47,2.38,2.38,134869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,134869.0,False,False,False,False
2024-02-01 17:00:00+00:00,2.525,2.585,2.51,2.57,103588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,103588.0,1606.015503875969,False,False,False,False,134384.02325581395,False,False,False,False
2024-02-02 17:00:00+00:00,2.46,2.495,2.455,2.475,73617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.00000000000003,8.0000000000001,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29971.0,2045.782705366264,False,False,False,False,133441.89886425095,False,False,False,False
2024-02-05 17:00:00+00:00,2.39,2.445,2.39,2.415,61366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.65465213746859,8.0000000000001,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31395.0,1527.3209579962443,False,False,False,False,132324.443067906,False,False,False,False
2024-02-06 17:00:00+00:00,2.47,2.495,2.465,2.485,132175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.87240956988143,8.0000000000001,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100780.0,3066.1221834536664,False,False,False,False,132322.12612111674,False,False,False,False
2024-02-07 17:00:00+00:00,2.485,2.49,2.455,2.485,87450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.68424785815665,8.0000000000001,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100780.0,4581.066025570663,False,False,False,False,131626.43424326996,False,False,False,False
2024-02-08 17:00:00+00:00,2.445,2.475,2.44,2.46,117205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.77986641101754,8.0000000000001,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16425.0,4255.390583313754,False,False,False,False,131402.8461154673,False,False,False,False
2024-02-09 17:00:00+00:00,2.445,2.485,2.445,2.45,141673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,60.473656804308995,8.0000000000001,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-158098.0,1738.2837525647042,False,False,False,False,131562.07330747557,False,False,False,False
2024-02-12 17:00:00+00:00,2.505,2.555,2.505,2.555,87776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.00785052311233,8.0000000000001,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-70322.0,621.0700509745536,False,False,False,False,130883.21945774725,False,False,False,False
2024-02-13 17:00:00+00:00,2.375,2.385,2.32,2.355,107651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.3533333333333335,,55.67353130849978,27.204882064173887,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-177973.0,-2147.830259893269,False,False,False,False,130523.03000878992,False,False,False,False
