date,Open,High,Low,Close,Volume,aVWAP_peak_876,aVWAP_peak_835,aVWAP_peak_799,aVWAP_peak_750,aVWAP_peak_678,aVWAP_peak_643,aVWAP_peak_606,aVWAP_peak_570,aVWAP_peak_506,aVWAP_peak_484,aVWAP_peak_449,aVWAP_peak_379,aVWAP_peak_338,aVWAP_peak_263,aVWAP_peak_186,aVWAP_peak_156,aVWAP_peak_122,aVWAP_peak_90,aVWAP_valley_825,aVWAP_valley_804,aVWAP_valley_787,aVWAP_valley_756,aVWAP_valley_727,aVWAP_valley_636,aVWAP_valley_607,aVWAP_valley_576,aVWAP_valley_521,aVWAP_valley_492,aVWAP_valley_473,aVWAP_valley_422,aVWAP_valley_369,aVWAP_valley_315,aVWAP_valley_198,aVWAP_valley_176,aVWAP_valley_145,aVWAP_valley_120,aVWAP_valley_80,aVWAP_valley_54,aVWAP_valley_30,aVWAP_OB_bull_145,aVWAP_OB_bear_750,aVWAP_OB_bear_449,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,66.135,66.75,66.055,66.265,31898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,31898.0,False,False,False,False
2025-04-14 15:00:00+00:00,66.25,66.475,65.83,65.87,62203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62203.0,-964.3875968992248,False,False,False,False,32367.84496124031,False,False,False,False
2025-04-14 16:00:00+00:00,65.87,65.875,65.36,65.385,14491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-76694.0,-2138.490114776756,False,False,False,False,32090.684574244337,False,False,False,False
2025-04-14 17:00:00+00:00,65.375,65.87,65.33,65.61,10191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.74625438316851,-43.02837105514834,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-66503.0,-3136.3894928422324,False,False,False,False,31751.1545808452,False,False,False,False
2025-04-14 18:00:00+00:00,65.61,65.97,65.545,65.935,17595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,19.92424247802785,-32.53295703276505,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-48908.0,-3846.0268650462285,False,False,False,False,31531.679316025893,False,False,False,False
2025-04-14 19:00:00+00:00,65.92,66.37,65.735,66.03,72490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,29.578690757734854,-24.822513006981694,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23582.0,-3420.7861384563644,False,False,False,False,32166.692039808437,False,False,False,False
2025-04-15 14:00:00+00:00,65.545,65.55,64.485,64.49,30806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.216753241143323,-24.822513006981694,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7224.0,-3479.750694449289,False,False,False,False,32145.59603919125,False,False,False,False
2025-04-15 15:00:00+00:00,64.49,65.225,64.28,64.695,30889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.19225446635253,-24.822513006981694,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23665.0,-3058.901846473331,False,False,False,False,32126.1139300565,False,False,False,False
2025-04-15 16:00:00+00:00,64.73,64.835,64.11,64.21,22985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.60527058869161,-18.592360665113013,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,680.0,-3000.9343759853723,False,False,False,False,31984.391233466475,False,False,False,False
2025-04-15 17:00:00+00:00,64.21,64.33,63.71,63.955,27308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.85906402570668,-20.22620456205827,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-26628.0,-3367.245470931335,False,False,False,False,31911.889043800325,False,False,False,False
