date,Open,High,Low,Close,Volume,aVWAP_peak_852,aVWAP_peak_756,aVWAP_peak_717,aVWAP_peak_643,aVWAP_peak_612,aVWAP_peak_596,aVWAP_peak_564,aVWAP_peak_546,aVWAP_peak_528,aVWAP_peak_501,aVWAP_peak_452,aVWAP_peak_408,aVWAP_peak_348,aVWAP_peak_330,aVWAP_peak_241,aVWAP_peak_205,aVWAP_peak_166,aVWAP_peak_65,aVWAP_peak_33,aVWAP_valley_880,aVWAP_valley_857,aVWAP_valley_828,aVWAP_valley_810,aVWAP_valley_732,aVWAP_valley_685,aVWAP_valley_630,aVWAP_valley_580,aVWAP_valley_545,aVWAP_valley_492,aVWAP_valley_462,aVWAP_valley_444,aVWAP_valley_425,aVWAP_valley_377,aVWAP_valley_347,aVWAP_valley_284,aVWAP_valley_252,aVWAP_valley_222,aVWAP_valley_177,aVWAP_valley_150,aVWAP_valley_109,aVWAP_valley_95,aVWAP_valley_42,aVWAP_valley_18,aVWAP_OB_bull_545,aVWAP_OB_bull_377,aVWAP_OB_bull_252,aVWAP_OB_bull_109,aVWAP_OB_bear_756,aVWAP_OB_bear_1,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-26 14:00:00+00:00,615.63,618.46,610.53,617.43,61750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,61750.0,False,False,False,False
2025-03-26 15:00:00+00:00,617.485,619.06,613.79,614.86,29036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.9033333333333,,#000000,,,,0.0,,False,False,False,True,False,,-1.0,619.06,613.79,198.0,0,,,False,False,False,False,,,False,False,False,False,-29036.0,-450.17054263565893,False,False,False,False,61242.80620155038,False,False,False,False
2025-03-26 16:00:00+00:00,614.78,615.65,610.11,610.4,35796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.7776145524844,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-64832.0,-1448.338441199447,False,False,False,False,60848.28207439456,False,False,False,False
2025-03-26 17:00:00+00:00,610.81,613.445,610.3,611.945,34281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.1270361775616,,#000000,,,,6.830182809519792,-43.852835471432186,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30551.0,-1899.5424963746495,False,False,False,False,60436.38622827992,False,False,False,False
2025-03-26 18:00:00+00:00,611.92,612.49,606.73,606.955,23427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.2854619852021,,#000000,,,,8.468670131373123,-42.788007850335376,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-53978.0,-2706.9604421672907,False,False,False,False,59862.59729450813,False,False,False,False
2025-03-26 19:00:00+00:00,606.955,611.67,606.955,610.83,45188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.6207869785208,,#000000,,,,17.550490997316256,-34.93124416020239,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8790.0,-2801.2711329864023,False,False,False,False,59635.08415815917,False,False,False,False
2025-03-27 14:00:00+00:00,608.95,614.01,607.66,613.63,40827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.6493445773697,,#000000,,,,27.480318797271217,-26.679166326460674,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32037.0,-2261.142898366458,False,False,False,False,59343.4859541567,False,False,False,False
2025-03-27 15:00:00+00:00,613.475,614.19,606.78,606.85,31875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.3343449583385,,#000000,,,,28.89205207129176,-26.315986953269384,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,162.0,-2223.57479141504,False,False,False,False,58917.61795486744,False,False,False,False
2025-03-27 16:00:00+00:00,607.06,611.01,605.7,605.82,18317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.0636151465848,,#000000,,,,29.26871789463437,-26.315986953269384,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18155.0,-2470.573631858218,False,False,False,False,58288.15100983073,False,False,False,False
2025-03-27 17:00:00+00:00,605.95,607.895,604.59,604.7,15536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.7614129020027,,#000000,,,,28.906238504426252,-26.315986953269384,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33691.0,-2954.6112499689434,False,False,False,False,57625.32696316669,False,False,False,False
2025-03-27 18:00:00+00:00,604.92,608.23,604.71,605.1,15385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.5092303890431,,#000000,,,,29.2401591349715,-26.315986953269384,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18306.0,-3192.617277101208,False,False,False,False,56970.43817304008,False,False,False,False
2025-03-27 19:00:00+00:00,605.19,608.09,601.34,602.655,35943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.7938280135909,,#000000,,,,28.048372303887035,-26.315986953269384,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54249.0,-3984.1891022624295,False,False,False,False,56644.43137965961,False,False,False,False
2025-03-28 14:00:00+00:00,593.11,595.17,584.365,585.3,47126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.0735743164752,,#000000,,,,22.709790586050783,-21.562674624360888,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-101375.0,-5494.124154940531,False,False,False,False,56496.85880013,False,False,False,False
2025-03-28 15:00:00+00:00,585.09,587.81,583.26,584.23,49420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.5012279081005,,#000000,,,,19.00821944623526,-24.998999308255986,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-150795.0,-7746.850912228275,False,False,False,False,56387.140059042715,False,False,False,False
