date,Open,High,Low,Close,Volume,aVWAP_peak_411,aVWAP_peak_370,aVWAP_peak_344,aVWAP_peak_299,aVWAP_peak_262,aVWAP_peak_204,aVWAP_peak_187,aVWAP_peak_161,aVWAP_peak_143,aVWAP_peak_97,aVWAP_peak_59,aVWAP_peak_31,aVWAP_valley_400,aVWAP_valley_355,aVWAP_valley_309,aVWAP_valley_279,aVWAP_valley_248,aVWAP_valley_230,aVWAP_valley_191,aVWAP_valley_157,aVWAP_valley_121,aVWAP_valley_100,aVWAP_valley_99,aVWAP_valley_65,aVWAP_OB_bull_433,aVWAP_OB_bull_309,aVWAP_OB_bull_230,aVWAP_OB_bear_0,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-31 17:00:00+00:00,0.6246,0.6599,0.6245,0.64,29339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6414666666666669,,#000000,,,,,,False,False,False,False,False,,-1.0,0.6599,0.6245,4.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,29339.0,False,False,False,False
2024-02-01 17:00:00+00:00,0.6326,0.6404,0.58,0.5889,6819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6342311364935377,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6819.0,-105.72093023255813,False,False,False,False,28989.852713178294,False,False,False,False
2024-02-02 17:00:00+00:00,0.584,0.585,0.5595,0.5809,5804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6260569872742006,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12623.0,-299.78727239949524,False,False,False,False,28630.382128477853,False,False,False,False
2024-02-05 17:00:00+00:00,0.57,0.6099,0.57,0.6038,1617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6248885380573213,,#000000,,,,10.844895023941916,-40.239594478452275,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11006.0,-465.7750666258596,False,False,False,False,28211.570002454937,False,False,False,False
2024-02-06 17:00:00+00:00,0.6397,0.6946,0.6304,0.68,28591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6420997080966238,,#000000,,,,30.423834338016796,-23.2692427972214,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17585.0,-185.9180888487145,False,False,False,False,28217.45263807579,False,False,False,False
2024-02-07 17:00:00+00:00,0.67,0.7364,0.67,0.7287,19348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6568140424106005,,#000000,,,,46.346544578309434,-10.460576580568656,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36933.0,389.56901330397875,False,False,False,False,28079.94174446221,False,False,False,False
2024-02-08 17:00:00+00:00,0.7547,0.79,0.75,0.7785,11128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6693918600497503,,#000000,,,,58.74736876121407,-1.0205381447289028,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48061.0,1128.6609665860876,False,False,False,False,27817.120942222486,False,False,False,False
2024-02-09 17:00:00+00:00,0.7625,0.793,0.7586,0.777,18137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6854303690640791,,#000000,,,,66.7846823128827,4.708857449889059,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29924.0,1575.100331445218,False,False,False,False,27667.041547769422,False,False,False,False
2024-02-12 17:00:00+00:00,0.7722,0.809,0.7658,0.7966,7358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6914616711278981,,#000000,,,,72.76120210758623,9.093690767129559,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,37282.0,2128.695675143742,False,False,False,False,27352.172686563692,False,False,False,False
2024-02-13 17:00:00+00:00,0.825,0.86,0.7405,0.747,17456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7023764912738587,,#000000,,,,70.09472616725473,9.093690767129559,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19826.0,2403.0724863818236,False,False,False,False,27198.74365266348,False,False,False,False
