date,Open,High,Low,Close,Volume,aVWAP_peak_413,aVWAP_peak_372,aVWAP_peak_346,aVWAP_peak_301,aVWAP_peak_264,aVWAP_peak_206,aVWAP_peak_189,aVWAP_peak_163,aVWAP_peak_145,aVWAP_peak_99,aVWAP_peak_61,aVWAP_peak_33,aVWAP_valley_402,aVWAP_valley_357,aVWAP_valley_311,aVWAP_valley_281,aVWAP_valley_250,aVWAP_valley_232,aVWAP_valley_193,aVWAP_valley_159,aVWAP_valley_123,aVWAP_valley_102,aVWAP_valley_101,aVWAP_valley_67,aVWAP_OB_bull_435,aVWAP_OB_bull_311,aVWAP_OB_bull_232,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-29 17:00:00+00:00,0.5668,0.5955,0.545,0.5955,52118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,52118.0,False,False,False,False
2024-01-30 17:00:00+00:00,0.562,0.5956,0.561,0.5913,22453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22453.0,-348.1085271317829,False,False,False,False,51658.07751937985,False,False,False,False
2024-01-31 17:00:00+00:00,0.6246,0.6599,0.6245,0.64,29339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.95994914176733,-96.439923712651,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6886.0,-235.95180578090253,False,False,False,False,51312.04530977706,False,False,False,False
2024-02-01 17:00:00+00:00,0.6326,0.6404,0.58,0.5889,6819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.40817048403431,-89.34052959043399,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,67.0,-231.2548785594932,False,False,False,False,50622.23065381152,False,False,False,False
2024-02-02 17:00:00+00:00,0.584,0.585,0.5595,0.5809,5804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.12805988026592,-83.10593055167878,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5737.0,-316.61526803919094,False,False,False,False,49927.37436460514,False,False,False,False
2024-02-05 17:00:00+00:00,0.57,0.6099,0.57,0.6038,1617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,42.50613240087972,-72.56689149463348,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4120.0,-375.5824731858702,False,False,False,False,49178.37631244072,False,False,False,False
2024-02-06 17:00:00+00:00,0.6397,0.6946,0.6304,0.68,28591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.01361945685386,-57.20421360512007,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24471.0,9.635859731740197,False,False,False,False,48859.19218356567,False,False,False,False
2024-02-07 17:00:00+00:00,0.67,0.7364,0.67,0.7287,19348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.11463333784191,-43.49726565628674,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43819.0,688.850807642876,False,False,False,False,48401.65432025457,False,False,False,False
2024-02-08 17:00:00+00:00,0.7547,0.79,0.75,0.7785,11128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.61133270789358,-31.577962460054103,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,54947.0,1530.0624230282579,False,False,False,False,47823.76820676225,False,False,False,False
2024-02-09 17:00:00+00:00,0.7625,0.793,0.7586,0.777,18137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,74.40247213121539,-22.38789872359076,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36810.0,2077.038199415417,False,False,False,False,47363.50823456438,False,False,False,False
