date,Open,High,Low,Close,Volume,aVWAP_peak_414,aVWAP_peak_392,aVWAP_peak_359,aVWAP_peak_322,aVWAP_peak_296,aVWAP_peak_260,aVWAP_peak_219,aVWAP_peak_178,aVWAP_peak_136,aVWAP_peak_103,aVWAP_peak_77,aVWAP_peak_43,aVWAP_valley_386,aVWAP_valley_338,aVWAP_valley_300,aVWAP_valley_283,aVWAP_valley_238,aVWAP_valley_182,aVWAP_valley_150,aVWAP_valley_113,aVWAP_valley_89,aVWAP_valley_16,aVWAP_OB_bull_386,aVWAP_OB_bull_300,aVWAP_OB_bull_16,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-02-13 17:00:00+00:00,87.46,88.3,87.14,87.485,18231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,18231.0,False,False,False,False
2024-02-14 17:00:00+00:00,87.14,87.75,86.45,87.69,24255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24255.0,376.04651162790697,False,False,False,False,18324.39534883721,False,False,False,False
2024-02-15 17:00:00+00:00,87.34,87.35,86.61,87.0,22440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.63057324840761,-42.29299363057335,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1815.0,398.35586803677666,False,False,False,False,18388.203172886246,False,False,False,False
2024-02-16 17:00:00+00:00,86.18,86.89,85.63,85.65,22376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.62746900847466,-42.29299363057335,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20561.0,73.40461426876459,False,False,False,False,18450.02948028336,False,False,False,False
2024-02-19 17:00:00+00:00,85.65,85.65,85.65,85.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.95873284851936,-42.29299363057335,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20561.0,-246.50863556485967,False,False,False,False,18163.982511596794,False,False,False,False
2024-02-20 17:00:00+00:00,85.67,86.01,85.56,85.83,15286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.16072686882623,-42.29299363057335,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5275.0,-324.46974199021065,False,False,False,False,18119.362627696068,False,False,False,False
2024-02-21 17:00:00+00:00,85.0,85.66,84.6,85.34,22879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.36601451397613,-42.29299363057335,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28154.0,-755.9353273857113,False,False,False,False,18193.155455173648,False,False,False,False
2024-02-22 17:00:00+00:00,85.99,86.26,85.7,86.145,30972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,29.14066818948747,-42.29299363057335,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2818.0,-700.5254773487235,False,False,False,False,18391.27707602367,False,False,False,False
2024-02-23 17:00:00+00:00,85.605,86.0,85.3,85.705,15211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.33168084877822,-42.29299363057335,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12393.0,-881.8041521185106,False,False,False,False,18341.97045468997,False,False,False,False
2024-02-26 17:00:00+00:00,85.83,85.83,84.43,84.43,44617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,27.473673494478934,-42.29299363057335,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57010.0,-1752.008738907371,False,False,False,False,18749.335253842062,False,False,False,False
2024-02-27 17:00:00+00:00,85.9,86.63,85.15,86.245,27975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.67323862839865,-42.29299363057335,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29035.0,-2175.000851482451,False,False,False,False,18892.368815798,False,False,False,False
2024-02-28 17:00:00+00:00,83.98,84.84,82.95,83.09,48772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.83644956046945,-42.29299363057335,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-77807.0,-3347.589985567994,False,False,False,False,19355.618911677102,False,False,False,False
2024-02-29 17:00:00+00:00,83.53,84.64,83.14,83.68,32298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,33.46885709080271,-42.29299363057335,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-45509.0,-4001.2552571095757,False,False,False,False,19556.27598281389,False,False,False,False
2024-03-01 17:00:00+00:00,82.0,82.765,81.785,82.36,32851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,31.97741396039762,-42.29299363057335,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-78360.0,-5154.104012813304,False,False,False,False,19762.395735018326,False,False,False,False
2024-03-04 17:00:00+00:00,82.02,82.11,81.08,81.69,16623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.14984478011845,-42.29299363057335,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-94983.0,-6546.800074630151,False,False,False,False,19713.72293292502,False,False,False,False
2024-03-05 17:00:00+00:00,80.5,81.52,79.965,80.62,71002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,27.746931431933966,-42.29299363057335,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-165985.0,-9018.710150992474,False,False,False,False,20508.89001923626,False,False,False,False
