date,Open,High,Low,Close,Volume,aVWAP_peak_875,aVWAP_peak_855,aVWAP_peak_826,aVWAP_peak_786,aVWAP_peak_743,aVWAP_peak_689,aVWAP_peak_665,aVWAP_peak_625,aVWAP_peak_602,aVWAP_peak_541,aVWAP_peak_540,aVWAP_peak_488,aVWAP_peak_445,aVWAP_peak_417,aVWAP_peak_355,aVWAP_peak_354,aVWAP_peak_321,aVWAP_peak_270,aVWAP_peak_245,aVWAP_peak_225,aVWAP_peak_209,aVWAP_peak_134,aVWAP_peak_78,aVWAP_peak_35,aVWAP_peak_22,aVWAP_valley_845,aVWAP_valley_797,aVWAP_valley_715,aVWAP_valley_675,aVWAP_valley_616,aVWAP_valley_572,aVWAP_valley_524,aVWAP_valley_523,aVWAP_valley_520,aVWAP_valley_481,aVWAP_valley_467,aVWAP_valley_439,aVWAP_valley_372,aVWAP_valley_353,aVWAP_valley_338,aVWAP_valley_300,aVWAP_valley_276,aVWAP_valley_251,aVWAP_valley_234,aVWAP_valley_170,aVWAP_valley_143,aVWAP_valley_99,aVWAP_valley_71,aVWAP_valley_43,aVWAP_OB_bull_715,aVWAP_OB_bull_300,aVWAP_OB_bear_743,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-04 14:00:00+00:00,6.545,6.545,6.395,6.51,4261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4261.0,False,False,False,False
2025-04-04 15:00:00+00:00,6.495,6.64,6.495,6.56,3924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3924.0,60.83720930232558,False,False,False,False,4255.775193798449,False,False,False,False
2025-04-04 16:00:00+00:00,6.56,6.6,6.455,6.48,3023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,78.57142857142863,-24.999999999999808,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,901.0,73.86298900306471,False,False,False,False,4236.662400096147,False,False,False,False
2025-04-04 17:00:00+00:00,6.48,6.525,6.44,6.505,2709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.23590610572863,-24.999999999999808,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3610.0,128.68681863092417,False,False,False,False,4212.977711722564,False,False,False,False
2025-04-04 18:00:00+00:00,6.52,6.54,6.41,6.44,4308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.79137169946097,-24.999999999999808,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-698.0,115.86996872966952,False,False,False,False,4214.450925494308,False,False,False,False
2025-04-04 19:00:00+00:00,6.445,6.63,6.415,6.53,6389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.62631903362031,-24.999999999999808,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5691.0,202.3060932454886,False,False,False,False,4248.164864633931,False,False,False,False
2025-04-07 14:00:00+00:00,6.225,6.735,6.175,6.325,1154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.761606518550124,-24.999999999999808,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4537.0,269.510649939357,False,False,False,False,4200.193316345032,False,False,False,False
2025-04-07 15:00:00+00:00,6.325,6.43,6.165,6.23,1388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,38.9310790783678,-24.999999999999808,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3149.0,314.1538956767313,False,False,False,False,4156.593419967589,False,False,False,False
2025-04-07 16:00:00+00:00,6.225,6.295,6.135,6.205,1781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,33.280247597657535,-24.999999999999808,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1368.0,330.4925949685649,False,False,False,False,4119.762514231657,False,False,False,False
2025-04-07 17:00:00+00:00,6.295,6.385,6.23,6.37,1745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.10245838981173,-24.999999999999808,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3113.0,373.63224465897474,False,False,False,False,4082.944490755198,False,False,False,False
