date,Open,High,Low,Close,Volume,aVWAP_peak_862,aVWAP_peak_832,aVWAP_peak_812,aVWAP_peak_777,aVWAP_peak_756,aVWAP_peak_722,aVWAP_peak_707,aVWAP_peak_683,aVWAP_peak_648,aVWAP_peak_630,aVWAP_peak_586,aVWAP_peak_543,aVWAP_peak_523,aVWAP_peak_482,aVWAP_peak_456,aVWAP_peak_418,aVWAP_peak_402,aVWAP_peak_382,aVWAP_peak_353,aVWAP_peak_306,aVWAP_peak_293,aVWAP_peak_262,aVWAP_peak_216,aVWAP_peak_162,aVWAP_peak_115,aVWAP_peak_92,aVWAP_peak_65,aVWAP_peak_47,aVWAP_valley_870,aVWAP_valley_853,aVWAP_valley_822,aVWAP_valley_769,aVWAP_valley_698,aVWAP_valley_664,aVWAP_valley_636,aVWAP_valley_606,aVWAP_valley_564,aVWAP_valley_534,aVWAP_valley_495,aVWAP_valley_468,aVWAP_valley_430,aVWAP_valley_413,aVWAP_valley_380,aVWAP_valley_336,aVWAP_valley_300,aVWAP_valley_269,aVWAP_valley_192,aVWAP_valley_138,aVWAP_valley_108,aVWAP_valley_69,aVWAP_OB_bull_769,aVWAP_OB_bull_664,aVWAP_OB_bull_606,aVWAP_OB_bull_380,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-10 15:00:00+00:00,56.3,56.3,55.66,55.71,35482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,35482.0,False,False,False,False
2025-01-10 16:00:00+00:00,55.72,55.755,55.23,55.4,25822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-25822.0,-400.3410852713178,False,False,False,False,35332.232558139534,False,False,False,False
2025-01-10 17:00:00+00:00,55.405,55.955,55.36,55.925,62281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.859819569743156,-82.78972935461474,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36459.0,171.1215672135088,False,False,False,False,35750.04290607536,False,False,False,False
2025-01-10 18:00:00+00:00,55.935,56.165,55.79,55.915,15487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.13009927404033,-67.76049566377297,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20972.0,493.6158064815164,False,False,False,False,35435.8872021052,False,False,False,False
2025-01-10 19:00:00+00:00,55.91,55.95,55.35,55.46,14515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.69784639317071,-64.60816890765456,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6457.0,586.0713753732758,False,False,False,False,35111.53236176248,False,False,False,False
2025-01-10 20:00:00+00:00,55.46,55.52,54.89,54.92,51064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.5801112282582,-64.60816890765456,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-44607.0,-114.59639788832533,False,False,False,False,35358.857441425076,False,False,False,False
2025-01-13 15:00:00+00:00,54.92,54.92,54.92,54.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,29.834954451649857,-64.42197901366066,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-44607.0,-804.4011048978086,False,False,False,False,34810.658101247944,False,False,False,False
2025-01-13 16:00:00+00:00,54.92,54.98,54.665,54.785,10472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,27.182224234264034,-63.16683529990024,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-55079.0,-1645.8677544342768,False,False,False,False,34433.31456479449,False,False,False,False
2025-01-13 17:00:00+00:00,54.785,55.1,54.7,55.065,13766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.39511205963585,-56.16023455976544,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-41313.0,-2260.8620528151405,False,False,False,False,34112.891083169765,False,False,False,False
2025-01-13 18:00:00+00:00,55.065,55.12,54.93,54.985,8927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,31.826096326039533,-50.98215858977777,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-50240.0,-3004.724656647464,False,False,False,False,33722.412151647746,False,False,False,False
