date,Open,High,Low,Close,Volume,aVWAP_peak_887,aVWAP_peak_801,aVWAP_peak_770,aVWAP_peak_743,aVWAP_peak_713,aVWAP_peak_689,aVWAP_peak_643,aVWAP_peak_585,aVWAP_peak_552,aVWAP_peak_503,aVWAP_peak_480,aVWAP_peak_428,aVWAP_peak_372,aVWAP_peak_340,aVWAP_peak_271,aVWAP_peak_234,aVWAP_peak_191,aVWAP_peak_143,aVWAP_peak_78,aVWAP_valley_829,aVWAP_valley_810,aVWAP_valley_790,aVWAP_valley_759,aVWAP_valley_745,aVWAP_valley_728,aVWAP_valley_700,aVWAP_valley_654,aVWAP_valley_612,aVWAP_valley_580,aVWAP_valley_558,aVWAP_valley_523,aVWAP_valley_486,aVWAP_valley_450,aVWAP_valley_417,aVWAP_valley_384,aVWAP_valley_348,aVWAP_valley_288,aVWAP_valley_253,aVWAP_valley_210,aVWAP_valley_154,aVWAP_valley_137,aVWAP_valley_103,aVWAP_valley_46,aVWAP_valley_16,aVWAP_OB_bull_810,aVWAP_OB_bull_612,aVWAP_OB_bull_450,aVWAP_OB_bull_288,aVWAP_OB_bull_103,aVWAP_OB_bear_271,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-17 14:00:00+00:00,72.2,72.4,71.96,72.13,2471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2471.0,False,False,False,False
2025-03-17 15:00:00+00:00,72.13,72.425,72.065,72.065,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-744.0,-11.534883720930232,False,False,False,False,2444.2248062015506,False,False,False,False
2025-03-17 16:00:00+00:00,71.975,72.355,71.975,72.315,1186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,27.075812274368406,-90.61371841155261,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,442.0,-4.503335136109609,False,False,False,False,2424.717444865092,False,False,False,False
2025-03-17 17:00:00+00:00,72.315,72.62,72.24,72.55,989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.0177705488953,-69.05837473704156,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1431.0,17.752530524915347,False,False,False,False,2402.4582596733853,False,False,False,False
2025-03-17 18:00:00+00:00,72.55,72.79,72.52,72.61,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.37348646468912,-53.06261794539981,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2531.0,56.71760757104069,False,False,False,False,2382.2651083606197,False,False,False,False
2025-03-17 19:00:00+00:00,72.61,72.89,72.43,72.78,2940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.75203884766307,-40.054850463777015,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5471.0,140.65997024435788,False,False,False,False,2390.912160944176,False,False,False,False
2025-03-18 14:00:00+00:00,72.48,72.48,72.18,72.25,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.45528102229434,-40.054850463777015,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4735.0,211.89004822506553,False,False,False,False,2365.2546080613206,False,False,False,False
2025-03-18 15:00:00+00:00,72.36,72.455,72.0,72.01,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.74676537065535,-40.054850463777015,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4299.0,275.256093989018,False,False,False,False,2335.343683905331,False,False,False,False
2025-03-18 16:00:00+00:00,71.89,72.3,71.89,72.14,578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.16588458544028,-40.054850463777015,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4877.0,346.60096074887815,False,False,False,False,2308.0980453951706,False,False,False,False
2025-03-18 17:00:00+00:00,72.14,72.455,72.14,72.37,1554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.0276894214999,-40.054850463777015,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6431.0,440.93272879928315,False,False,False,False,2296.4066028309044,False,False,False,False
