date,Close,High,Low,Open,Volume,aVWAP_peak_183,aVWAP_peak_165,aVWAP_peak_153,aVWAP_peak_144,aVWAP_peak_136,aVWAP_peak_124,aVWAP_peak_114,aVWAP_peak_109,aVWAP_peak_104,aVWAP_peak_82,aVWAP_peak_67,aVWAP_peak_57,aVWAP_peak_50,aVWAP_peak_31,aVWAP_peak_22,aVWAP_valley_185,aVWAP_valley_179,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_155,aVWAP_valley_149,aVWAP_valley_119,aVWAP_valley_108,aVWAP_valley_96,aVWAP_valley_73,aVWAP_valley_61,aVWAP_valley_43,aVWAP_valley_24,aVWAP_valley_20,aVWAP_OB_bull_96,aVWAP_OB_bear_165,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,24.1751190648,24.1751190648,24.1216145593,24.148366812,1408825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1408825.0,False,False,False,False
2022-01-07 00:00:00+00:00,23.9878532956,24.1662016472,23.978935878,24.148366812,2480237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2480237,-183721.25925925924,False,False,False,False,1488188.851851852,False,False,False,False
2022-01-14 00:00:00+00:00,23.8897617022,23.9892800824,23.8720160412,23.9878532956,2576272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5056509,-544668.4993141289,False,False,False,False,1568787.6035665295,False,False,False,False
2022-01-21 00:00:00+00:00,23.7827526912,23.8986791198,23.7604591472,23.8986791198,1641953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6698462,-1000505.0549204897,False,False,False,False,1574207.2625616014,False,False,False,False
2022-01-28 00:00:00+00:00,23.4430682829,23.818300321,23.3715955137,23.7736298402,3159942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9858404,-1656645.7175189718,False,False,False,False,1691669.0949644456,False,False,False,False
2022-02-04 00:00:00+00:00,23.5592115328,23.6038820135,23.3805296099,23.4073318983,2860256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,4.434825442705171,-45.80770407369277,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6998148,-2052312.553258307,False,False,False,False,1778231.0879300423,False,False,False,False
2022-02-11 00:00:00+00:00,23.2197158793,23.5592115328,23.1750453986,23.514541052,2080569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.151885982266924,-44.366442419686756,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9078717,-2572786.956720655,False,False,False,False,1800626.4888241133,False,False,False,False
2022-02-18 00:00:00+00:00,23.201847687,23.2206986299,23.0231657641,23.1929135908,2538146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.3243090716135555,-43.46119585851185,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11616863,-3242718.5154820876,False,False,False,False,1855257.5637260308,False,False,False,False
2022-02-25 00:00:00+00:00,23.183631065,23.2955211763,23.1120213937,23.183631065,4868658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,8.104909473477559,-42.915568055973054,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16485521,-4223666.847668599,False,False,False,False,2078472.4108574358,False,False,False,False
2022-03-04 00:00:00+00:00,23.1209726026,23.3447528253,23.085167767,23.2373383184,2529770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,8.470761796388942,-42.733679216931584,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19015291,-5319342.7108042585,False,False,False,False,2111901.8619050332,False,False,False,False
