date,Open,High,Low,Close,Volume,aVWAP_peak_420,aVWAP_peak_400,aVWAP_peak_375,aVWAP_peak_335,aVWAP_peak_315,aVWAP_peak_291,aVWAP_peak_290,aVWAP_peak_270,aVWAP_peak_245,aVWAP_peak_225,aVWAP_peak_205,aVWAP_peak_180,aVWAP_peak_140,aVWAP_peak_113,aVWAP_peak_95,aVWAP_peak_87,aVWAP_peak_68,aVWAP_peak_50,aVWAP_peak_49,aVWAP_peak_30,aVWAP_peak_26,aVWAP_peak_25,aVWAP_valley_421,aVWAP_valley_401,aVWAP_valley_376,aVWAP_valley_357,aVWAP_valley_316,aVWAP_valley_292,aVWAP_valley_271,aVWAP_valley_246,aVWAP_valley_228,aVWAP_valley_227,aVWAP_valley_226,aVWAP_valley_181,aVWAP_valley_143,aVWAP_valley_141,aVWAP_valley_116,aVWAP_valley_96,aVWAP_valley_71,aVWAP_valley_54,aVWAP_valley_31,aVWAP_OB_bull_357,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-08 17:00:00+00:00,49.935,49.94,49.925,49.935,21927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,21927.0,False,False,False,False
2023-12-11 17:00:00+00:00,49.935,49.945,49.93,49.945,7966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7966.0,123.50387596899225,False,False,False,False,21710.550387596897,False,False,False,False
2023-12-12 17:00:00+00:00,49.955,49.96,49.955,49.96,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8917.0,259.8371492097831,False,False,False,False,21388.69689321555,False,False,False,False
2023-12-13 17:00:00+00:00,49.995,50.055,49.99,50.045,25269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34186.0,785.824170152267,False,False,False,False,21448.856631305232,False,False,False,False
2023-12-14 17:00:00+00:00,50.095,50.105,50.09,50.095,25855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,60041.0,1704.5090667390537,False,False,False,False,21517.16893159507,False,False,False,False
2023-12-15 17:00:00+00:00,50.095,50.11,50.09,50.09,2860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,98.7504642193983,48.87541779745847,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,57181.0,2564.6097013632543,False,False,False,False,21227.910498547084,False,False,False,False
2023-12-18 17:00:00+00:00,49.715,49.715,49.705,49.71,4300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.46345144044383,26.19207844323556,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52881.0,3344.7087757607233,False,False,False,False,20965.46227376341,False,False,False,False
2023-12-19 17:00:00+00:00,49.735,49.735,49.725,49.73,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.71534672474732,13.575990110825217,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,65881.0,4314.263678462107,False,False,False,False,20841.966734635294,False,False,False,False
2023-12-20 17:00:00+00:00,49.745,49.755,49.74,49.755,3430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.624522436135564,7.164313000934669,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,69311.0,5321.965016780524,False,False,False,False,20572.013762005292,False,False,False,False
2023-12-21 17:00:00+00:00,49.775,49.78,49.77,49.775,2214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.70002298402563,4.105326065825338,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,71525.0,6348.368659931213,False,False,False,False,20287.393393602106,False,False,False,False
