date,Open,High,Low,Close,Volume,aVWAP_peak_855,aVWAP_peak_804,aVWAP_peak_772,aVWAP_peak_732,aVWAP_peak_678,aVWAP_peak_641,aVWAP_peak_600,aVWAP_peak_551,aVWAP_peak_530,aVWAP_peak_471,aVWAP_peak_456,aVWAP_peak_438,aVWAP_peak_425,aVWAP_peak_356,aVWAP_peak_322,aVWAP_peak_266,aVWAP_peak_204,aVWAP_peak_162,aVWAP_peak_138,aVWAP_peak_98,aVWAP_peak_97,aVWAP_peak_66,aVWAP_valley_845,aVWAP_valley_832,aVWAP_valley_785,aVWAP_valley_741,aVWAP_valley_714,aVWAP_valley_651,aVWAP_valley_612,aVWAP_valley_576,aVWAP_valley_544,aVWAP_valley_504,aVWAP_valley_464,aVWAP_valley_408,aVWAP_valley_375,aVWAP_valley_303,aVWAP_valley_239,aVWAP_valley_173,aVWAP_valley_108,aVWAP_valley_78,aVWAP_valley_23,aVWAP_OB_bull_576,aVWAP_OB_bear_855,aVWAP_OB_bear_772,aVWAP_OB_bear_6,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-11 14:00:00+00:00,52.57,53.43,51.92,52.4,10416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,10416.0,False,False,False,False
2025-04-11 15:00:00+00:00,52.41,52.89,51.77,52.005,7261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7261.0,-112.57364341085271,False,False,False,False,10367.08527131783,False,False,False,False
2025-04-11 16:00:00+00:00,52.01,52.495,51.04,52.36,8688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,16.758457907159723,-75.13768686073959,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1427.0,-88.70428459828135,False,False,False,False,10341.052941529957,False,False,False,False
2025-04-11 17:00:00+00:00,52.36,53.19,51.79,53.06,8171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.669794577744504,-55.54163806649731,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9598.0,61.47717717843618,False,False,False,False,10307.40870987833,False,False,False,False
2025-04-11 18:00:00+00:00,53.06,53.21,52.15,52.4,8128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.79886225170641,-50.33880409502113,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1470.0,83.31474032295655,False,False,False,False,10273.619427554635,False,False,False,False
2025-04-11 19:00:00+00:00,52.405,53.63,52.405,53.615,15519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.789122321602676,-39.01485294783626,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16989.0,345.41838775980995,False,False,False,False,10354.943157359989,False,False,False,False
2025-04-14 14:00:00+00:00,54.6,55.96,54.505,55.59,35093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.35166666666667,,#000000,,,,61.71711424110341,-26.73393892004333,False,False,True,False,True,,-1.0,55.96,54.505,48.0,0,,,False,False,False,False,,,False,False,False,False,52082.0,1147.5359321356268,False,False,False,False,10738.47892236216,False,False,False,False
2025-04-14 15:00:00+00:00,55.63,55.63,53.69,53.69,7851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.16610488853701,,#000000,,,,60.04337954725708,-26.17113480752142,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,44231.0,1815.49661535833,False,False,False,False,10693.711807286776,False,False,False,False
2025-04-14 16:00:00+00:00,53.5,53.865,53.22,53.31,6240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.95028481484494,,#000000,,,,57.65232316729014,-25.92133141521824,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,37991.0,2376.3571329496735,False,False,False,False,10624.662011824965,False,False,False,False
2025-04-14 17:00:00+00:00,53.705,53.72,53.2,53.36,3872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.83909193430841,,#000000,,,,56.21365155766603,-24.47077374825155,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41863.0,2988.5531463923144,False,False,False,False,10519.969577533106,False,False,False,False
