date,Open,High,Low,Close,Volume,aVWAP_peak_864,aVWAP_peak_788,aVWAP_peak_751,aVWAP_peak_703,aVWAP_peak_683,aVWAP_peak_647,aVWAP_peak_628,aVWAP_peak_528,aVWAP_peak_496,aVWAP_peak_487,aVWAP_peak_450,aVWAP_peak_416,aVWAP_peak_383,aVWAP_peak_382,aVWAP_peak_312,aVWAP_peak_253,aVWAP_peak_232,aVWAP_peak_171,aVWAP_peak_124,aVWAP_peak_74,aVWAP_peak_56,aVWAP_peak_23,aVWAP_valley_840,aVWAP_valley_767,aVWAP_valley_766,aVWAP_valley_726,aVWAP_valley_696,aVWAP_valley_666,aVWAP_valley_635,aVWAP_valley_613,aVWAP_valley_589,aVWAP_valley_516,aVWAP_valley_459,aVWAP_valley_439,aVWAP_valley_400,aVWAP_valley_372,aVWAP_valley_352,aVWAP_valley_263,aVWAP_valley_261,aVWAP_valley_260,aVWAP_valley_242,aVWAP_valley_240,aVWAP_valley_204,aVWAP_valley_190,aVWAP_valley_144,aVWAP_valley_113,aVWAP_valley_89,aVWAP_valley_69,aVWAP_valley_18,aVWAP_OB_bull_204,aVWAP_OB_bull_144,aVWAP_OB_bear_788,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-04 14:00:00+00:00,6.445,6.445,6.105,6.245,4341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4341.0,False,False,False,False
2025-04-04 15:00:00+00:00,6.245,6.435,6.205,6.205,4597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4597.0,-71.27131782945736,False,False,False,False,4344.968992248062,False,False,False,False
2025-04-04 16:00:00+00:00,6.205,6.255,6.145,6.175,3399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7996.0,-194.13532840574481,False,False,False,False,4330.302806321735,False,False,False,False
2025-04-04 17:00:00+00:00,6.175,6.195,6.07,6.135,11704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19700.0,-496.55183494208984,False,False,False,False,4444.623693045429,False,False,False,False
2025-04-04 18:00:00+00:00,6.135,6.145,6.0,6.015,8678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28378.0,-928.8223491290341,False,False,False,False,4510.257434238523,False,False,False,False
2025-04-04 19:00:00+00:00,6.015,6.175,6.005,6.1,23620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,10.520581901735444,-40.5314762884381,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4758.0,-988.1894444913746,False,False,False,False,4806.532512777461,False,False,False,False
2025-04-07 14:00:00+00:00,6.01,6.375,5.955,6.09,4792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.11244999707575,-35.23002991673595,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9550.0,-1120.930693413989,False,False,False,False,4806.307202501842,False,False,False,False
2025-04-07 15:00:00+00:00,6.08,6.15,5.87,6.005,989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.70804350066012,-34.52616647008597,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10539.0,-1266.9472718106713,False,False,False,False,4747.124145098712,False,False,False,False
2025-04-07 16:00:00+00:00,6.005,6.02,5.895,5.91,1239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.885298737958045,-34.52616647008597,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11778.0,-1429.9093296120564,False,False,False,False,4692.734623469274,False,False,False,False
2025-04-07 17:00:00+00:00,5.91,6.15,5.905,6.09,635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,27.25395969394568,-27.625529275774728,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11143.0,-1580.4998826413268,False,False,False,False,4629.824009151921,False,False,False,False
2025-04-07 18:00:00+00:00,6.09,6.12,5.965,5.975,2525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.381879270970217,-25.333088136125234,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13668.0,-1767.902985236035,False,False,False,False,4597.191078777472,False,False,False,False
2025-04-07 19:00:00+00:00,5.975,6.115,5.97,6.06,7679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.52228061980037,-21.012834425814308,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5989.0,-1833.346349806019,False,False,False,False,4644.97106205224,False,False,False,False
2025-04-08 14:00:00+00:00,6.165,6.205,5.96,5.965,3649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.59970330611213,-20.306643894961436,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9638.0,-1954.3487319795688,False,False,False,False,4629.529650237477,False,False,False,False
2025-04-08 15:00:00+00:00,5.965,5.98,5.875,5.97,5630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.502323727100936,-19.455620207522262,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-4008.0,-1986.1882865225211,False,False,False,False,4645.04081845085,False,False,False,False
