date,Close,High,Low,Open,Volume,aVWAP_peak_178,aVWAP_peak_162,aVWAP_peak_150,aVWAP_peak_119,aVWAP_peak_110,aVWAP_peak_90,aVWAP_peak_76,aVWAP_peak_58,aVWAP_peak_45,aVWAP_peak_37,aVWAP_peak_33,aVWAP_peak_27,aVWAP_peak_23,aVWAP_peak_6,aVWAP_valley_182,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_155,aVWAP_valley_149,aVWAP_valley_136,aVWAP_valley_115,aVWAP_valley_99,aVWAP_valley_73,aVWAP_valley_63,aVWAP_valley_52,aVWAP_valley_41,aVWAP_valley_28,aVWAP_valley_19,aVWAP_valley_10,aVWAP_valley_4,aVWAP_OB_bull_182,aVWAP_OB_bull_115,aVWAP_OB_bull_99,aVWAP_OB_bull_73,aVWAP_OB_bear_162,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,37.4402555155,38.6831603173,36.6837047665,37.7104522115,902071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,902071.0,False,False,False,False
2022-01-07 00:00:00+00:00,34.4320656328,38.1202505338,34.2249148325,37.5213145243,1446406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1446406,-107141.18518518518,False,False,False,False,942392.1111111111,False,False,False,False
2022-01-14 00:00:00+00:00,33.4683640836,36.5454541237,32.8739313523,33.9367050234,1420341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2866747,-311556.4307270233,False,False,False,False,977795.732510288,False,False,False,False
2022-01-21 00:00:00+00:00,29.5865382171,32.9820100307,29.4154136429,32.936977248,1589801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4456548,-618592.8432657623,False,False,False,False,1023129.4560280445,False,False,False,False
2022-01-28 00:00:00+00:00,29.2262759557,30.1269316091,27.4699974314,28.793961242,2811169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.941068332066667,,,,,,28.941068332066667,,28.941068332066667,#000000,,28.941068332066667,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7267717,-1111120.5585794095,False,False,False,False,1155576.8296555968,False,False,False,False
2022-02-04 00:00:00+00:00,30.7663971231,31.7616216202,29.1272038338,29.1272038338,1614749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.528705033028345,,,,,,29.528705033028345,,29.528705033028345,#000000,,29.528705033028345,,5.286265565450536,-45.00282708266004,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5652968,-1447553.702388342,False,False,False,False,1189589.5830144414,False,False,False,False
2022-02-11 00:00:00+00:00,31.1266593845,37.0980063671,30.2440168441,30.9555348104,2484748,,,,,,,,,,,,,,32.82289419856667,,,,,,,,,,,,,,,,30.713139346695513,,,,,,31.768016772631093,32.82289419856667,30.713139346695513,#000000,,31.768016772631093,,10.094070026611261,-40.674768914051974,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3168220,-1575010.4651743907,False,False,False,False,1285527.2435318902,False,False,False,False
2022-02-18 00:00:00+00:00,31.135665941,32.4956559778,30.2932827083,30.9555348104,1511144,,,,,,,,,,,,,,32.25007623470261,,,,,,,,,,,,,,,,30.81991267293005,,,,,,31.53499445381633,32.25007623470261,30.81991267293005,#000000,,31.53499445381633,,13.554600046168915,-37.75877927672665,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1657076,-1581089.3936799914,False,False,False,False,1302239.5958628613,False,False,False,False
2022-02-25 00:00:00+00:00,31.522947872,32.0023499487,28.3886661979,30.9465282538,1181111,,,,,,,,,,,,,,31.882285229046452,,,,,,,,,,,,,,,,30.797536853630255,,,,,,31.339911041338354,31.882285229046452,30.797536853630255,#000000,,31.339911041338354,,17.177629863023864,-34.730276081207336,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-475965,-1499228.3274814736,False,False,False,False,1293267.107280427,False,False,False,False
2022-03-04 00:00:00+00:00,29.2344813551,32.2194376816,28.9088497558,31.206361595,1206553,,,,,,,,,,,,,,31.549370946631456,,,,,,,,,,,,,,,,30.722013238106282,,,,,,31.13569209236887,31.549370946631456,30.722013238106282,#000000,,31.13569209236887,,17.914503672406443,-34.45907347235685,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1682518,-1512805.3402606237,False,False,False,False,1286843.8400744693,False,False,False,False
