date,Open,High,Low,Close,Volume,aVWAP_peak_846,aVWAP_peak_827,aVWAP_peak_748,aVWAP_peak_714,aVWAP_peak_655,aVWAP_peak_614,aVWAP_peak_597,aVWAP_peak_557,aVWAP_peak_533,aVWAP_peak_436,aVWAP_peak_405,aVWAP_peak_325,aVWAP_peak_324,aVWAP_peak_301,aVWAP_peak_263,aVWAP_peak_222,aVWAP_peak_186,aVWAP_peak_160,aVWAP_peak_144,aVWAP_peak_142,aVWAP_peak_103,aVWAP_peak_78,aVWAP_peak_38,aVWAP_peak_22,aVWAP_valley_876,aVWAP_valley_837,aVWAP_valley_819,aVWAP_valley_805,aVWAP_valley_773,aVWAP_valley_720,aVWAP_valley_625,aVWAP_valley_576,aVWAP_valley_543,aVWAP_valley_509,aVWAP_valley_461,aVWAP_valley_425,aVWAP_valley_379,aVWAP_valley_343,aVWAP_valley_313,aVWAP_valley_253,aVWAP_valley_250,aVWAP_valley_199,aVWAP_valley_154,aVWAP_valley_128,aVWAP_valley_90,aVWAP_valley_33,aVWAP_OB_bull_876,aVWAP_OB_bull_461,aVWAP_OB_bear_846,aVWAP_OB_bear_827,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,47.7,47.98,47.525,47.865,12549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,12549.0,False,False,False,False
2025-04-14 15:00:00+00:00,47.865,48.04,47.695,47.795,7483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7483.0,-116.01550387596899,False,False,False,False,12470.457364341086,False,False,False,False
2025-04-14 16:00:00+00:00,47.795,48.04,47.69,47.945,9942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.560209424083673,-85.3403141361255,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2459.0,-76.09278288564389,False,False,False,False,12431.256474971457,False,False,False,False
2025-04-14 17:00:00+00:00,47.95,48.19,47.905,48.09,11683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.51439185164013,-65.02552900891634,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14142.0,144.34276413583896,False,False,False,False,12419.655599390504,False,False,False,False
2025-04-14 18:00:00+00:00,48.09,48.24,47.94,48.15,14855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.74699550643818,-49.64380315739808,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28997.0,591.6707832965236,False,False,False,False,12457.412876919332,False,False,False,False
2025-04-14 19:00:00+00:00,48.135,48.225,47.93,47.985,21762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.39691970877344,-46.99781638237492,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7235.0,694.6681354934767,False,False,False,False,12601.670041618258,False,False,False,False
2025-04-15 14:00:00+00:00,48.735,48.92,48.485,48.695,23990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.16601130854694,-35.012364452412584,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,31225.0,1168.0066140129577,False,False,False,False,12778.233296786966,False,False,False,False
2025-04-15 15:00:00+00:00,48.7,48.76,48.545,48.72,11231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.14303654679074,-25.527436096233927,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,42456.0,1808.130542477873,False,False,False,False,12754.245183658486,False,False,False,False
2025-04-15 16:00:00+00:00,48.715,48.745,48.42,48.5,5549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.7260208234576,-22.93427649070108,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36907.0,2352.2990611991463,False,False,False,False,12642.535956004867,False,False,False,False
2025-04-15 17:00:00+00:00,48.5,48.55,48.37,48.43,2664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.3210914752636,-21.26677467067391,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34243.0,2846.7285331185394,False,False,False,False,12487.829972190837,False,False,False,False
