date,Close,High,Low,Open,Volume,aVWAP_peak_36,aVWAP_valley_42,aVWAP_valley_24,aVWAP_valley_19,aVWAP_valley_18,aVWAP_OB_bull_42,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,43.087270987,43.087270987,43.0530067556,43.0615728134,2290170,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2290170.0,False,False,False,False
2022-01-07 00:00:00+00:00,43.0444406977,43.0787049291,43.0444406977,43.0615728134,2420313,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2420313,-179282.44444444444,False,False,False,False,2299810.2222222225,False,False,False,False
2022-01-14 00:00:00+00:00,43.027308582,43.0530067556,43.027308582,43.0444406977,2585566,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5005879,-536808.1152263375,False,False,False,False,2320977.316872428,False,False,False,False
2022-01-21 00:00:00+00:00,43.0101764663,43.0273942426,43.0016104085,43.0187425242,2074673,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7080552,-1021529.8844688309,False,False,False,False,2302732.5526596555,False,False,False,False
2022-01-28 00:00:00+00:00,42.9675738192,43.0361299801,42.9675738192,43.0104214197,3612665,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10693217,-1737951.1522859544,False,False,False,False,2399764.585795977,False,False,False,False
2022-02-04 00:00:00+00:00,42.950434779,42.9847128594,42.9418652589,42.9675738192,3904099,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14597316,-2690496.6965610688,False,False,False,False,2511196.764625905,False,False,False,False
2022-02-11 00:00:00+00:00,42.8990176584,42.9590042991,42.8818786181,42.950434779,4131538,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18728854,-3878523.1634824714,False,False,False,False,2631222.0413202825,False,False,False,False
2022-02-18 00:00:00+00:00,42.9075871785,42.9247262187,42.8818786181,42.8818786181,2124097,,,,,,,,#000000,,,,1.5343698347227286,-48.54954101561367,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16604757,-4821207.151372658,False,False,False,False,2593657.2234447063,False,False,False,False
2022-02-25 00:00:00+00:00,42.8818786181,42.9075974578,42.864732725,42.8904515647,2313358,,,,,,,,#000000,,,,2.4044793098865265,-47.789948790125194,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18918115,-5865422.547567276,False,False,False,False,2572894.3180043576,False,False,False,False
2022-03-04 00:00:00+00:00,42.8904515647,42.941889244,42.864732725,42.8733056716,2424516,,,,,,,,#000000,,,,4.388225440977374,-45.99626560579836,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16493599,-6652694.877377108,False,False,False,False,2561903.3314855164,False,False,False,False
