date,Open,High,Low,Close,Volume,aVWAP_peak_360,aVWAP_peak_322,aVWAP_peak_228,aVWAP_peak_192,aVWAP_peak_174,aVWAP_peak_122,aVWAP_peak_82,aVWAP_valley_395,aVWAP_valley_370,aVWAP_valley_338,aVWAP_valley_311,aVWAP_valley_242,aVWAP_valley_207,aVWAP_valley_183,aVWAP_valley_182,aVWAP_valley_160,aVWAP_valley_138,aVWAP_valley_99,aVWAP_valley_21,aVWAP_OB_bull_395,aVWAP_OB_bull_242,aVWAP_OB_bull_138,aVWAP_OB_bear_4,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-26 17:00:00+00:00,12.72,12.81,12.715,12.77,1163.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1163.0,False,False,False,False
2024-01-29 17:00:00+00:00,13.08,13.22,12.995,13.075,8973.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8973.0,139.11627906976744,False,False,False,False,1284.0852713178294,False,False,False,False
2024-01-30 17:00:00+00:00,12.94,13.17,12.94,13.085,6678.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15651.0,379.6106003244997,False,False,False,False,1367.7118562586384,False,False,False,False
2024-01-31 17:00:00+00:00,13.175,13.22,12.76,12.77,5066.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.41186755545843,33.27068079991258,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10585.0,537.8336917923369,False,False,False,False,1425.049656936799,False,False,False,False
2024-02-01 17:00:00+00:00,13.225,13.225,13.095,13.095,1909.0,,,,,,,,,,,,,,,,,,,,,,,13.138333333333334,,#000000,,,,76.32367464178628,29.80659512428015,False,False,True,False,False,,-1.0,13.225,13.095,27.0,0,,,False,False,False,False,,,False,False,False,False,12494.0,723.2006112994325,False,False,False,False,1432.5527630308022,False,False,False,False
2024-02-02 17:00:00+00:00,12.6,12.795,12.6,12.72,1195.0,,,,,,,,,,,,,,,,,,,,,,,12.97150558419244,,#000000,,,,65.48394338073685,20.95094880238132,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11299.0,887.16649329479,False,False,False,False,1428.8697744566814,False,False,False,False
2024-02-05 17:00:00+00:00,12.605,12.73,12.605,12.62,1210.0,,,,,,,,,,,,,,,,,,,,,,,12.881796476587853,,#000000,,,,56.913992124862766,14.289126816285247,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10089.0,1029.8305786700646,False,False,False,False,1425.4764446201436,False,False,False,False
2024-02-06 17:00:00+00:00,12.65,12.76,12.63,12.7,1234.0,,,,,,,,,,,,,,,,,,,,,,,12.84061944244172,,#000000,,,,52.73595126005421,11.455087382958581,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11323.0,1189.4146007061877,False,False,False,False,1422.5078175717692,False,False,False,False
2024-02-07 17:00:00+00:00,12.71,12.75,12.67,12.745,346.0,,,,,,,,,,,,,,,,,,,,,,,12.833636466463071,,#000000,,,,50.806407715104335,10.229893663735922,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11669.0,1351.888792943301,False,False,False,False,1405.8177738884858,False,False,False,False
2024-02-08 17:00:00+00:00,12.81,12.85,12.695,12.695,1391.0,,,,,,,,,,,,,,,,,,,,,,,12.817030427819724,,#000000,,,,48.6663419675843,8.377678941488057,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10278.0,1490.2781139829397,False,False,False,False,1405.5880409599822,False,False,False,False
