date,Open,High,Low,Close,Volume,aVWAP_peak_878,aVWAP_peak_819,aVWAP_peak_804,aVWAP_peak_786,aVWAP_peak_773,aVWAP_peak_704,aVWAP_peak_670,aVWAP_peak_614,aVWAP_peak_552,aVWAP_peak_510,aVWAP_peak_486,aVWAP_peak_446,aVWAP_peak_445,aVWAP_peak_414,aVWAP_peak_354,aVWAP_peak_340,aVWAP_peak_324,aVWAP_peak_309,aVWAP_peak_290,aVWAP_peak_272,aVWAP_peak_233,aVWAP_peak_204,aVWAP_peak_140,aVWAP_peak_121,aVWAP_peak_102,aVWAP_peak_77,aVWAP_peak_47,aVWAP_valley_852,aVWAP_valley_812,aVWAP_valley_756,aVWAP_valley_723,aVWAP_valley_651,aVWAP_valley_587,aVWAP_valley_521,aVWAP_valley_456,aVWAP_valley_426,aVWAP_valley_371,aVWAP_valley_350,aVWAP_valley_335,aVWAP_valley_318,aVWAP_valley_299,aVWAP_valley_279,aVWAP_valley_258,aVWAP_valley_244,aVWAP_valley_227,aVWAP_valley_181,aVWAP_valley_137,aVWAP_valley_110,aVWAP_valley_78,aVWAP_valley_28,aVWAP_OB_bull_371,aVWAP_OB_bear_819,aVWAP_OB_bear_704,aVWAP_OB_bear_204,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,123.085,123.19,119.475,120.14,47606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,47606.0,False,False,False,False
2025-01-21 16:00:00+00:00,120.06,120.15,118.37,119.465,24040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24040.0,-372.71317829457365,False,False,False,False,47240.635658914725,False,False,False,False
2025-01-21 17:00:00+00:00,119.48,123.08,119.31,120.99,20680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.92156862745097,-85.88235294117645,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3360.0,-419.0277026620996,False,False,False,False,46828.84285800132,False,False,False,False
2025-01-21 18:00:00+00:00,120.91,120.91,118.615,119.15,14603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.065312736139344,-79.76082638061183,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17963.0,-691.0272731634624,False,False,False,False,46329.21738733463,False,False,False,False
2025-01-21 19:00:00+00:00,119.085,120.18,119.085,120.03,9437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.278766688703215,-69.68989148943349,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8526.0,-812.499718540773,False,False,False,False,45757.245024740296,False,False,False,False
2025-01-21 20:00:00+00:00,119.995,120.4,118.21,118.735,48723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.81655805471108,-65.1783451321877,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57249.0,-1687.4842190285128,False,False,False,False,45803.22572203114,False,False,False,False
2025-01-22 15:00:00+00:00,115.43,118.07,115.39,117.82,10051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.083747917867605,-62.501436960847286,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-67300.0,-2704.732525710241,False,False,False,False,45248.92764882135,False,False,False,False
2025-01-22 16:00:00+00:00,117.955,118.99,117.46,118.62,8475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.24278364647669,-55.87267769271283,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-58825.0,-3574.8141919782993,False,False,False,False,44678.78923566132,False,False,False,False
2025-01-22 17:00:00+00:00,118.61,119.0,117.565,118.02,3847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.223705344188154,-51.3484223063664,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62672.0,-4491.049630862356,False,False,False,False,44045.738239759594,False,False,False,False
2025-01-22 18:00:00+00:00,118.18,118.655,117.26,117.26,6261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.60392828771906,-48.71955840173385,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-68933.0,-5490.14963658542,False,False,False,False,43459.928344569526,False,False,False,False
