date,Open,High,Low,Close,Volume,aVWAP_peak_863,aVWAP_peak_784,aVWAP_peak_750,aVWAP_peak_691,aVWAP_peak_650,aVWAP_peak_633,aVWAP_peak_593,aVWAP_peak_569,aVWAP_peak_472,aVWAP_peak_441,aVWAP_peak_361,aVWAP_peak_360,aVWAP_peak_337,aVWAP_peak_299,aVWAP_peak_258,aVWAP_peak_222,aVWAP_peak_196,aVWAP_peak_180,aVWAP_peak_178,aVWAP_peak_139,aVWAP_peak_114,aVWAP_peak_74,aVWAP_peak_58,aVWAP_valley_873,aVWAP_valley_855,aVWAP_valley_841,aVWAP_valley_809,aVWAP_valley_756,aVWAP_valley_661,aVWAP_valley_612,aVWAP_valley_579,aVWAP_valley_545,aVWAP_valley_497,aVWAP_valley_461,aVWAP_valley_415,aVWAP_valley_379,aVWAP_valley_349,aVWAP_valley_289,aVWAP_valley_286,aVWAP_valley_235,aVWAP_valley_190,aVWAP_valley_164,aVWAP_valley_126,aVWAP_valley_69,aVWAP_valley_21,aVWAP_OB_bull_661,aVWAP_OB_bull_497,aVWAP_OB_bear_863,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-04 14:00:00+00:00,46.47,46.575,45.25,45.8,13391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,13391.0,False,False,False,False
2025-04-04 15:00:00+00:00,45.775,46.445,45.735,46.145,9919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9919.0,153.7829457364341,False,False,False,False,13337.170542635658,False,False,False,False
2025-04-04 16:00:00+00:00,46.18,46.36,45.745,45.85,8126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.65650969529096,-7.2022160664816255,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1793.0,179.19716363199325,False,False,False,False,13256.377200889368,False,False,False,False
2025-04-04 17:00:00+00:00,45.83,46.415,45.55,46.15,5661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,78.63406473031228,-7.2022160664816255,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7454.0,291.9848045059158,False,False,False,False,13138.619414829069,False,False,False,False
2025-04-04 18:00:00+00:00,46.16,46.4,45.675,45.775,12311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.61056248526619,-7.2022160664816255,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4857.0,212.15558273063027,False,False,False,False,13125.788106072028,False,False,False,False
2025-04-04 19:00:00+00:00,45.765,46.405,45.66,45.96,50342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.11137815833572,-7.2022160664816255,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,45485.0,914.0601473394577,False,False,False,False,13702.783639311221,False,False,False,False
2025-04-07 14:00:00+00:00,45.11,46.06,43.91,44.68,13125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.19028753925493,-7.2022160664816255,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32360.0,1401.594098543497,False,False,False,False,13693.825753430427,False,False,False,False
2025-04-07 15:00:00+00:00,44.66,45.0,43.96,44.815,12512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.12119720990769,-7.2022160664816255,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,44872.0,2075.5538799614274,False,False,False,False,13675.50287353228,False,False,False,False
2025-04-07 16:00:00+00:00,44.815,45.01,44.54,44.59,14196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.41302082657419,19.326154959489003,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30676.0,2518.971649264351,False,False,False,False,13683.572596423252,False,False,False,False
2025-04-07 17:00:00+00:00,44.59,45.86,44.59,45.82,21730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.17585840872387,19.326154959489003,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52406.0,3292.4139492757563,False,False,False,False,13808.323408881806,False,False,False,False
