date,Open,High,Low,Close,Volume,aVWAP_peak_852,aVWAP_peak_814,aVWAP_peak_776,aVWAP_peak_714,aVWAP_peak_678,aVWAP_peak_654,aVWAP_peak_599,aVWAP_peak_547,aVWAP_peak_511,aVWAP_peak_470,aVWAP_peak_449,aVWAP_peak_393,aVWAP_peak_376,aVWAP_peak_356,aVWAP_peak_320,aVWAP_peak_282,aVWAP_peak_221,aVWAP_peak_186,aVWAP_peak_185,aVWAP_peak_140,aVWAP_peak_139,aVWAP_peak_119,aVWAP_peak_87,aVWAP_peak_24,aVWAP_valley_864,aVWAP_valley_845,aVWAP_valley_822,aVWAP_valley_753,aVWAP_valley_752,aVWAP_valley_691,aVWAP_valley_689,aVWAP_valley_687,aVWAP_valley_647,aVWAP_valley_577,aVWAP_valley_535,aVWAP_valley_497,aVWAP_valley_469,aVWAP_valley_460,aVWAP_valley_431,aVWAP_valley_426,aVWAP_valley_371,aVWAP_valley_337,aVWAP_valley_309,aVWAP_valley_258,aVWAP_valley_228,aVWAP_valley_215,aVWAP_valley_162,aVWAP_valley_149,aVWAP_valley_116,aVWAP_valley_75,aVWAP_valley_37,aVWAP_OB_bull_753,aVWAP_OB_bull_691,aVWAP_OB_bull_535,aVWAP_OB_bull_431,aVWAP_OB_bear_599,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,3.645,3.73,3.62,3.705,1101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1101.0,False,False,False,False
2025-03-13 15:00:00+00:00,3.705,3.775,3.7,3.705,1085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1100.7519379844962,False,False,False,False
2025-03-13 16:00:00+00:00,3.705,3.73,3.68,3.71,1107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1107.0,17.162790697674417,False,False,False,False,1100.848807163031,False,False,False,False
2025-03-13 17:00:00+00:00,3.7,3.7,3.62,3.645,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.79999999999997,-59.20000000000012,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-543.0,8.478096268253108,False,False,False,False,1109.3627791449996,False,False,False,False
2025-03-13 18:00:00+00:00,3.645,3.685,3.645,3.665,634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.635045317220516,-59.20000000000012,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,91.0,9.757505628435231,False,False,False,False,1101.99281357686,False,False,False,False
2025-03-13 19:00:00+00:00,3.665,3.675,3.62,3.655,1846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.67647557800866,-59.20000000000012,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1755.0,-17.60307585417617,False,False,False,False,1113.5278087152033,False,False,False,False
2025-03-14 14:00:00+00:00,3.915,3.94,3.83,3.93,1727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.567096901323985,-59.20000000000012,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28.0,-17.764268476592044,False,False,False,False,1123.0390054793086,False,False,False,False
2025-03-14 15:00:00+00:00,3.93,3.965,3.875,3.885,748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.594279688145235,-51.08700611122933,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-776.0,-29.519861213389067,False,False,False,False,1117.2244472548232,False,False,False,False
2025-03-14 16:00:00+00:00,3.885,3.95,3.875,3.94,2143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.25026946806989,-41.348455851514416,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1367.0,-7.868390496902414,False,False,False,False,1133.1279441966087,False,False,False,False
2025-03-14 17:00:00+00:00,3.94,3.94,3.88,3.905,1273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.86953643767171,-35.154327859023624,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,94.0,-6.2890356054775705,False,False,False,False,1135.2965032013126,False,False,False,False
2025-03-14 18:00:00+00:00,3.9,3.935,3.87,3.88,2190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.60700203380365,-30.814250076761745,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2096.0,-38.687655208493425,False,False,False,False,1151.648495399742,False,False,False,False
2025-03-14 19:00:00+00:00,3.88,3.905,3.85,3.86,4517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.45041063539047,-27.663978731470472,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6613.0,-140.61497838355552,False,False,False,False,1203.8244877191257,False,False,False,False
2025-03-17 14:00:00+00:00,3.925,3.94,3.785,3.81,1657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,61.04463415002382,-27.389365134728493,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8270.0,-266.6519554628802,False,False,False,False,1210.850464653713,False,False,False,False
2025-03-17 15:00:00+00:00,3.81,3.83,3.775,3.785,767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.78908113574164,-27.389365134728493,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9037.0,-402.62634375027744,False,False,False,False,1203.9690621009422,False,False,False,False
