date,Open,High,Low,Close,Volume,aVWAP_peak_604,aVWAP_peak_581,aVWAP_peak_551,aVWAP_peak_492,aVWAP_peak_450,aVWAP_peak_391,aVWAP_peak_357,aVWAP_peak_321,aVWAP_peak_306,aVWAP_peak_263,aVWAP_peak_191,aVWAP_peak_149,aVWAP_peak_113,aVWAP_peak_98,aVWAP_peak_66,aVWAP_peak_38,aVWAP_peak_20,aVWAP_valley_636,aVWAP_valley_605,aVWAP_valley_577,aVWAP_valley_522,aVWAP_valley_477,aVWAP_valley_444,aVWAP_valley_403,aVWAP_valley_367,aVWAP_valley_336,aVWAP_valley_312,aVWAP_valley_227,aVWAP_valley_198,aVWAP_valley_162,aVWAP_valley_130,aVWAP_valley_100,aVWAP_valley_50,aVWAP_OB_bull_636,aVWAP_OB_bull_522,aVWAP_OB_bull_403,aVWAP_OB_bull_336,aVWAP_OB_bull_227,aVWAP_OB_bear_632,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-16 15:00:00+00:00,36.72,36.83,36.46,36.83,24451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,24451.0,False,False,False,False
2025-01-16 16:00:00+00:00,36.85,36.92,36.69,36.875,14978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14978.0,232.2170542635659,False,False,False,False,24304.131782945733,False,False,False,False
2025-01-16 17:00:00+00:00,36.875,36.89,36.27,36.48,45186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.73180076628361,-55.93869731800736,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30208.0,-239.72429541493898,False,False,False,False,24627.881677783786,False,False,False,False
2025-01-16 18:00:00+00:00,36.485,36.56,35.965,35.99,33673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.83978944199225,-55.93869731800736,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-63881.0,-1226.4107404472654,False,False,False,False,24768.116070376287,False,False,False,False
2025-01-16 19:00:00+00:00,35.99,36.14,35.89,35.985,66973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,33.23649612281319,-55.93869731800736,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-130854.0,-3236.140806486843,False,False,False,False,25422.455356106886,False,False,False,False
2025-01-16 20:00:00+00:00,36.01,36.035,35.745,35.795,80750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.213263448928227,-55.93869731800736,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-211604.0,-6466.650251347512,False,False,False,False,26280.246745934688,False,False,False,False
2025-01-17 15:00:00+00:00,36.06,36.28,35.895,35.98,18845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.664719917923353,-55.93869731800736,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-192759.0,-9354.903735822743,False,False,False,False,26164.971602586866,False,False,False,False
2025-01-17 16:00:00+00:00,35.95,36.145,35.825,36.065,15545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.637304187721547,-55.93869731800736,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-177214.0,-11957.370344569677,False,False,False,False,26000.320880066138,False,False,False,False
2025-01-17 17:00:00+00:00,36.065,36.49,36.06,36.42,26779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.996209568975175,-55.93869731800736,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-150435.0,-14104.310339227512,False,False,False,False,26012.393424561236,False,False,False,False
2025-01-17 18:00:00+00:00,36.41,36.47,36.23,36.405,13373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,38.33896886033895,-55.93869731800736,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-163808.0,-16425.297775828636,False,False,False,False,25816.43383658354,False,False,False,False
2025-01-17 19:00:00+00:00,36.405,36.405,36.155,36.24,12076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.50683943449663,-54.917307250095675,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-175884.0,-18897.525717288656,False,False,False,False,25603.403854621003,False,False,False,False
