date,Open,High,Low,Close,Volume,aVWAP_peak_430,aVWAP_peak_399,aVWAP_peak_331,aVWAP_peak_277,aVWAP_peak_251,aVWAP_peak_213,aVWAP_peak_134,aVWAP_peak_64,aVWAP_valley_406,aVWAP_valley_361,aVWAP_valley_301,aVWAP_valley_266,aVWAP_valley_230,aVWAP_valley_185,aVWAP_valley_109,aVWAP_OB_bull_361,aVWAP_OB_bull_301,aVWAP_OB_bull_109,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-20 17:00:00+00:00,138.29,139.55,138.22,138.98,32415.0,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,32415.0,False,False,False,False
2023-11-21 17:00:00+00:00,138.17,138.81,138.17,138.48,15177.0,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15177.0,-235.30232558139534,False,False,False,False,32147.74418604651,False,False,False,False
2023-11-22 17:00:00+00:00,138.68,138.745,138.235,138.41,20889.0,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-36066.0,-790.8170182080403,False,False,False,False,31973.190012619434,False,False,False,False
2023-11-23 17:00:00+00:00,138.41,138.41,138.41,138.41,0.0,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-36066.0,-1337.7190799412488,False,False,False,False,31477.48164033076,False,False,False,False
2023-11-24 17:00:00+00:00,138.88,138.99,138.73,138.93,3339.0,,,,,,,,,,,,,,,,,,,,#000000,,,,18.708913236600804,-33.161978087059275,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32727.0,-1824.3745980816943,False,False,False,False,31041.226111023305,False,False,False,False
2023-11-27 17:00:00+00:00,140.03,141.45,139.92,141.365,31189.0,,,,,,,,,,,,,,,,,,,,#000000,,,,42.10989472354525,-13.223629543005323,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1538.0,-1819.9346818323656,False,False,False,False,31043.517179069455,False,False,False,False
2023-11-28 17:00:00+00:00,141.18,141.32,139.9,140.295,22410.0,,,,,,,,,,,,,,,,,,,,#000000,,,,49.71556466082491,-8.381270712241523,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23948.0,-2163.0054619589955,False,False,False,False,30909.664199548995,False,False,False,False
2023-11-29 17:00:00+00:00,139.31,139.36,138.72,139.07,33115.0,,,,,,,,,,,,,,,,,,,,#000000,,,,49.205462020729854,-8.381270712241523,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57063.0,-3014.168167975135,False,False,False,False,30943.855452269167,False,False,False,False
2023-11-30 17:00:00+00:00,139.305,140.0,139.05,139.89,9212.0,,,,,,,,,,,,,,,,,,,,#000000,,,,51.6738404287683,-8.381270712241523,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-47851.0,-3709.312847541412,False,False,False,False,30606.927460761115,False,False,False,False
2023-12-01 17:00:00+00:00,140.28,141.07,139.99,140.99,12563.0,,,,,,,,,,,,,,,,,,,,#000000,,,,56.169268239113734,-4.801639019407922,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-35288.0,-4198.904896416739,False,False,False,False,30327.17664741598,False,False,False,False
