date,Open,High,Low,Close,Volume,aVWAP_peak_832,aVWAP_peak_831,aVWAP_peak_762,aVWAP_peak_707,aVWAP_peak_677,aVWAP_peak_585,aVWAP_peak_570,aVWAP_peak_538,aVWAP_peak_474,aVWAP_peak_458,aVWAP_peak_420,aVWAP_peak_378,aVWAP_peak_358,aVWAP_peak_295,aVWAP_peak_276,aVWAP_peak_243,aVWAP_peak_242,aVWAP_peak_209,aVWAP_peak_186,aVWAP_peak_146,aVWAP_peak_128,aVWAP_peak_112,aVWAP_peak_92,aVWAP_peak_75,aVWAP_peak_49,aVWAP_valley_835,aVWAP_valley_821,aVWAP_valley_768,aVWAP_valley_710,aVWAP_valley_670,aVWAP_valley_648,aVWAP_valley_589,aVWAP_valley_549,aVWAP_valley_515,aVWAP_valley_462,aVWAP_valley_432,aVWAP_valley_415,aVWAP_valley_414,aVWAP_valley_389,aVWAP_valley_323,aVWAP_valley_282,aVWAP_valley_248,aVWAP_valley_215,aVWAP_valley_200,aVWAP_valley_169,aVWAP_valley_139,aVWAP_valley_116,aVWAP_valley_101,aVWAP_valley_78,aVWAP_valley_64,aVWAP_valley_28,aVWAP_OB_bull_432,aVWAP_OB_bull_323,aVWAP_OB_bear_841,aVWAP_OB_bear_276,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 15:00:00+00:00,43.4,43.745,43.4,43.715,725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,725.0,False,False,False,False
2025-01-23 16:00:00+00:00,43.68,43.925,43.68,43.925,1326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1326.0,20.558139534883722,False,False,False,False,734.3178294573643,False,False,False,False
2025-01-23 17:00:00+00:00,43.925,44.11,43.765,43.765,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.61538461538456,-3.8461538461540528,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54.0,19.402199387056065,False,False,False,False,744.328405744847,False,False,False,False
2025-01-23 18:00:00+00:00,43.74,43.95,43.685,43.685,2093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.65962027794079,-3.8461538461540528,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2147.0,-14.185431611192865,False,False,False,False,765.238042865082,False,False,False,False
2025-01-23 19:00:00+00:00,43.685,43.685,43.36,43.495,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.29545025939052,-3.8461538461540528,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2269.0,-49.14379701256972,False,False,False,False,755.2653600299644,False,False,False,False
2025-01-23 20:00:00+00:00,43.495,43.495,43.3,43.34,3597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.46059956659823,32.12955089932714,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5866.0,-139.32761411315005,False,False,False,False,799.3232614248486,False,False,False,False
2025-01-24 15:00:00+00:00,44.06,44.06,43.82,43.82,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.75074087043313,32.12955089932714,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5766.0,-226.56284490209345,False,False,False,False,788.4810403174866,False,False,False,False
2025-01-24 16:00:00+00:00,43.48,43.55,43.48,43.55,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.29264829306443,31.40324789469254,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5769.0,-312.49210312066566,False,False,False,False,776.3030396924094,False,False,False,False
2025-01-24 17:00:00+00:00,43.55,43.55,43.405,43.47,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.28447783602742,26.833086565600993,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5894.0,-399.0271092738336,False,False,False,False,766.2053181467905,False,False,False,False
2025-01-24 18:00:00+00:00,43.36,43.49,43.315,43.315,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,42.123670374518674,21.086741342945288,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6124.0,-487.7863788974951,False,False,False,False,757.8920574003287,False,False,False,False
